name,type,address,latitude,longitude,opening_hours,freguesia
,yes,nan nan,41.15500419951031,-8.67567924791006,,Porto
,yes,nan nan,41.15508014400444,-8.675418424959945,,Porto
,yes,nan nan,41.15522275820752,-8.67547955848825,,Porto
,yes,nan nan,41.155157989835544,-8.675649164553862,,Porto
,yes,nan nan,41.155342109796095,-8.675570647862616,,Porto
,yes,nan nan,41.15542694856292,-8.67564854306886,,Porto
,yes,nan nan,41.15561678954612,-8.67578353260477,,Porto
,yes,nan nan,41.1555054488662,-8.675955019446741,,Porto
,yes,nan nan,41.1554154,-8.67614375,,Porto
,yes,nan nan,41.15534680244167,-8.676330123907206,,Porto
,yes,nan nan,41.15546371589687,-8.675819535980553,,Porto
,yes,nan nan,41.15502745,-8.676033799999999,,Porto
,yes,nan nan,41.15510285,-8.67619645,,Porto
,yes,nan nan,41.15516991942913,-8.67623032491754,,Porto
,school,nan nan,41.155133855753476,-8.673716861689748,,Porto
,school,nan nan,41.15517137473094,-8.673599916897944,,Porto
,school,nan nan,41.15502062920328,-8.673485126052038,,Porto
,school,nan nan,41.155141196031146,-8.673610718698544,,Porto
,yes,nan nan,41.15565139298225,-8.673434018196334,,Porto
,yes,nan nan,41.155754840668806,-8.67386961545305,,Porto
,yes,nan nan,41.15524502977277,-8.673812292418177,,Porto
,yes,nan nan,41.154850429501955,-8.674051510414358,,Porto
,yes,nan nan,41.1554655334643,-8.674035750505794,,Porto
,yes,nan nan,41.15564864818582,-8.674170581212941,,Porto
,yes,nan nan,41.15581195017724,-8.67436383272023,,Porto
,yes,nan nan,41.156171152729875,-8.674496782702871,,Porto
,yes,nan nan,41.156021435047535,-8.674329853959595,,Porto
,yes,nan nan,41.15577688851171,-8.674109301489494,,Porto
,yes,nan nan,41.1554391160977,-8.673789082200333,,Porto
,yes,nan nan,41.16194991084334,-8.66194142169342,,Porto
,yes,nan nan,41.16175585334054,-8.661534421566122,,Porto
,yes,nan nan,41.16195841653367,-8.662053797067514,,Porto
,yes,nan nan,41.16190871640041,-8.662120113876313,,Porto
,yes,nan nan,41.16141045,-8.660616749999999,,Porto
,yes,nan nan,41.161154499999995,-8.66084985,,Porto
,yes,nan nan,41.16101968564415,-8.661289191709917,,Porto
,yes,nan nan,41.16150097493562,-8.659806044321218,,Porto
,yes,nan nan,41.16138104490538,-8.659913202560647,,Porto
,yes,nan nan,41.16157819157038,-8.659926407417686,,Porto
,yes,nan nan,41.161447084163036,-8.660042711223271,,Porto
,yes,nan nan,41.16156659830617,-8.660102067731476,,Porto
,yes,nan nan,41.16132279532852,-8.660302633326024,,Porto
,yes,nan nan,41.16099001496173,-8.660656179068704,,Porto
,yes,nan nan,41.160922129034525,-8.660903925866227,,Porto
,yes,nan nan,41.16080375,-8.661033,,Porto
,semidetached_house,"329, 337 nan",41.1608084645327,-8.661527095717624,,Porto
,yes,nan nan,41.16073840276169,-8.660850166037193,,Porto
,yes,nan nan,41.1605479676873,-8.661193661285353,,Porto
,semidetached_house,"359, 361 Rua de Correia de Sá",41.1604153,-8.661531949999999,,Porto
,yes,nan nan,41.16113405950567,-8.659089721181422,,Porto
,yes,nan nan,41.16109770168996,-8.659020835686466,,Porto
,yes,nan nan,41.16105955557447,-8.658953917437561,,Porto
,yes,nan nan,41.16093231934209,-8.658858883668737,,Porto
,yes,nan nan,41.16097311781019,-8.659029158907899,,Porto
,yes,nan nan,41.16081421291891,-8.659051566748339,,Porto
,yes,nan nan,41.16072478135075,-8.659310563325842,,Porto
,yes,nan nan,41.16102305279595,-8.659377953001384,,Porto
,yes,nan nan,41.1609345055758,-8.659604903976708,,Porto
,yes,nan nan,41.16086455,-8.65978045,,Porto
,yes,nan nan,41.16070583853929,-8.66016736057917,,Porto
,yes,nan nan,41.16065999200599,-8.6594936673036,,Porto
,yes,nan nan,41.16059633194059,-8.659704744867799,,Porto
,yes,nan nan,41.16049305720522,-8.659895743751848,,Porto
,yes,nan nan,41.16046784008106,-8.660091960189932,,Porto
,yes,nan nan,41.160370148588804,-8.660260833635494,,Porto
,yes,nan nan,41.1602751,-8.660470799999999,,Porto
,yes,nan nan,41.16063712057838,-8.660470516282484,,Porto
,yes,nan nan,41.16057742705648,-8.660644867059277,,Porto
,yes,nan nan,41.1604551954828,-8.660904130919668,,Porto
,yes,nan nan,41.1609229076869,-8.659268513839336,,Porto
,yes,nan nan,41.16096998460101,-8.659341248900038,,Porto
,yes,nan nan,41.16017741800147,-8.660723954353209,,Porto
,yes,nan nan,41.16008635410758,-8.660950481945896,,Porto
,yes,nan nan,41.159976887063415,-8.661217462573578,,Porto
,yes,nan nan,41.16017674442142,-8.661408568100436,,Porto
,yes,nan nan,41.15982525616996,-8.661607667501928,,Porto
,yes,nan nan,41.15975132314836,-8.661783844324999,,Porto
,yes,nan nan,41.159878789697345,-8.661736105142456,,Porto
,yes,nan nan,41.159665631784456,-8.66199456585246,,Porto
,yes,nan nan,41.15979804886363,-8.661943978001652,,Porto
,yes,nan nan,41.159991771960215,-8.661808359305779,,Porto
,yes,nan nan,41.15985816675446,-8.661977280795663,,Porto
,yes,nan nan,41.15998409046831,-8.662022426245871,,Porto
,yes,nan nan,41.159584709763614,-8.662233939073559,,Porto
,yes,nan nan,41.15983629177666,-8.662388044968088,,Porto
,yes,nan nan,41.15970126124253,-8.662466132366514,,Porto
,yes,nan nan,41.15949415560865,-8.662434637993623,,Porto
,yes,nan nan,41.15963457398242,-8.662887379521937,,Porto
,yes,nan nan,41.159388562147456,-8.662734897168548,,Porto
,yes,nan nan,41.15936026577268,-8.663170132933477,,Porto
,yes,nan nan,41.15909261834103,-8.663394209081634,,Porto
,yes,nan nan,41.159343996613536,-8.663599117731396,,Porto
,yes,nan nan,41.15955958980715,-8.663686140873681,,Porto
,yes,nan nan,41.159668720755676,-8.663512139104672,,Porto
,yes,nan nan,41.15987520598647,-8.662924431833659,,Porto
,yes,nan nan,41.160035900000004,-8.66251135,,Porto
,yes,nan nan,41.15990821801233,-8.662374801509138,,Porto
,yes,nan nan,41.1601441,-8.66227585,,Porto
,yes,nan nan,41.16025515833254,-8.661987184944188,,Porto
,yes,nan nan,41.15906673338393,-8.664334182747018,,Porto
,yes,nan nan,41.158873922699584,-8.664214531614554,,Porto
,yes,nan nan,41.158734709421836,-8.664379611333812,,Porto
,yes,nan nan,41.158724238754125,-8.664557877174595,,Porto
,yes,nan nan,41.15892530437575,-8.66471235764456,,Porto
,yes,nan nan,41.158692998202675,-8.665139248348032,,Porto
,yes,nan nan,41.15859321810306,-8.665120150591836,,Porto
,yes,nan nan,41.15854499716727,-8.664889555868472,,Porto
,yes,nan nan,41.15896857795611,-8.665339276927652,,Porto
,yes,nan nan,41.15913745068322,-8.665100698587683,,Porto
,yes,nan nan,41.158945063639486,-8.66483198620868,,Porto
,yes,nan nan,41.15916369750731,-8.664955090074764,,Porto
,yes,nan nan,41.15924042390172,-8.664748733964961,,Porto
,yes,nan nan,41.159327954298256,-8.664522609585923,,Porto
,yes,nan nan,41.15940770952107,-8.664287017068839,,Porto
,yes,nan nan,41.15944165504883,-8.664140072038109,,Porto
,yes,nan nan,41.159298951372016,-8.664047697738454,,Porto
,yes,nan nan,41.15920143605253,-8.663928897956318,,Porto
,yes,nan nan,41.159151432271855,-8.664136389451546,,Porto
,yes,nan nan,41.15955737013806,-8.665145681267024,,Porto
,yes,nan nan,41.15944590353986,-8.665071881928368,,Porto
,yes,nan nan,41.15952517258855,-8.664888186761887,,Porto
,yes,nan nan,41.15962624738987,-8.66498527393746,,Porto
,yes,nan nan,41.15959945295973,-8.664708631793456,,Porto
,yes,nan nan,41.1597345,-8.6647208,,Porto
,yes,nan nan,41.15969312018711,-8.664507525529858,,Porto
,yes,nan nan,41.159766779149244,-8.664348145851267,,Porto
,yes,nan nan,41.15983493241879,-8.664460760842488,,Porto
,yes,nan nan,41.160001415438735,-8.664479433533076,,Porto
,yes,nan nan,41.159882734587846,-8.66479223002397,,Porto
,yes,nan nan,41.15973319999999,-8.665170799999999,,Porto
,yes,nan nan,41.159850302534615,-8.66571888172257,,Porto
,yes,nan nan,41.159973224431326,-8.665476808031867,,Porto
,yes,nan nan,41.16024086214171,-8.664966948505397,,Porto
,yes,nan nan,41.16038894588977,-8.665372588991003,,Porto
,yes,nan nan,41.16001572142085,-8.663951134089213,,Porto
,yes,nan nan,41.15989744416428,-8.663976692244768,,Porto
,yes,nan nan,41.1600702624589,-8.663721991480116,,Porto
,yes,nan nan,41.15992583202329,-8.663716396968354,,Porto
,yes,nan nan,41.16002796798169,-8.663520282842473,,Porto
,yes,nan nan,41.160149194834155,-8.663522316715348,,Porto
,yes,nan nan,41.16018660185837,-8.66345146545651,,Porto
,yes,nan nan,41.16024120587083,-8.663285054121271,,Porto
,yes,nan nan,41.16008577940831,-8.663296610558927,,Porto
,yes,nan nan,41.16018239479046,-8.6631172849232,,Porto
,yes,nan nan,41.160308583857386,-8.663127722023328,,Porto
,yes,nan nan,41.160363089220844,-8.663006160451536,,Porto
,yes,nan nan,41.16023154696105,-8.662920118002107,,Porto
,yes,nan nan,41.16043534504033,-8.662787485081422,,Porto
,yes,nan nan,41.1603043,-8.662745450000001,,Porto
,yes,nan nan,41.160492534705085,-8.662640062037623,,Porto
,yes,nan nan,41.16040017042782,-8.662540150293792,,Porto
,yes,nan nan,41.16053491592935,-8.66213910033675,,Porto
,yes,nan nan,41.16066035328628,-8.662215931898528,,Porto
,yes,nan nan,41.1608288323509,-8.662329216820186,,Porto
,yes,nan nan,41.16074991621171,-8.662523949096249,,Porto
,yes,nan nan,41.16067234999999,-8.662702450000001,,Porto
,yes,nan nan,41.16061279479379,-8.662902617919167,,Porto
,yes,nan nan,41.1605007288022,-8.663200230874363,,Porto
,yes,nan nan,41.16036115248958,-8.6635056320061,,Porto
,yes,nan nan,41.16023982709848,-8.66387756052741,,Porto
,yes,nan nan,41.16009703554221,-8.664085498355462,,Porto
,yes,nan nan,41.1604761898352,-8.662833652725828,,Porto
,yes,nan nan,41.16042693073921,-8.66301319081286,,Porto
,yes,nan nan,41.16035726654559,-8.663172449757482,,Porto
,yes,nan nan,41.16029766186338,-8.663327466462666,,Porto
,yes,nan nan,41.16019798202132,-8.663569852604294,,Porto
,yes,nan nan,41.160100742383804,-8.663898086078268,,Porto
,yes,nan nan,41.160123486576126,-8.664005386157,,Porto
,yes,nan nan,41.1611356822321,-8.66252389737748,,Porto
,yes,nan nan,41.16104457248985,-8.662751859547251,,Porto
,yes,nan nan,41.16096273892979,-8.662955180394857,,Porto
,yes,nan nan,41.1608474177221,-8.663197310070107,,Porto
,yes,nan nan,41.16074073178347,-8.663480891490485,,Porto
,yes,nan nan,41.161424649999994,-8.6627603,,Porto
,yes,nan nan,41.161339702274354,-8.66300195292151,,Porto
,yes,nan nan,41.16123150343987,-8.663247888062187,,Porto
,yes,nan nan,41.16111159060716,-8.663569837809312,,Porto
,yes,nan nan,41.16099024614748,-8.663883169708699,,Porto
,yes,nan nan,41.160862,-8.66421345,,Porto
,yes,nan nan,41.16073680029831,-8.664530583088549,,Porto
,yes,nan nan,41.16126445866442,-8.662854332015206,,Porto
,yes,nan nan,41.161158282433654,-8.662848876939664,,Porto
,yes,nan nan,41.16108266081866,-8.6629857502599,,Porto
,yes,nan nan,41.160984400631655,-8.663290950383125,,Porto
,yes,nan nan,41.160877634402645,-8.663485559495122,,Porto
,yes,nan nan,41.160857035646025,-8.663632876526458,,Porto
,yes,nan nan,41.16079160626253,-8.663758272593501,,Porto
,yes,nan nan,41.16075797038503,-8.663859153544443,,Porto
,yes,nan nan,41.16061141584855,-8.663790205850475,,Porto
,yes,nan nan,41.1606480847216,-8.664129992944995,,Porto
,yes,nan nan,41.1604989544585,-8.664097294671915,,Porto
,yes,nan nan,41.16042777900964,-8.664353535341789,,Porto
,yes,nan nan,41.16054933929037,-8.664335433403211,,Porto
,yes,nan nan,41.16107935969083,-8.663262605823187,,Porto
,yes,nan nan,41.16112928896898,-8.663045831472319,,Porto
,yes,nan nan,41.16102037671718,-8.663279991051457,,Porto
,yes,nan nan,41.160973649999995,-8.6634177,,Porto
,yes,nan nan,41.16090058622208,-8.663616421224804,,Porto
,yes,nan nan,41.1608126541259,-8.663832907931766,,Porto
,yes,nan nan,41.16063451228983,-8.664307462578224,,Porto
,yes,nan nan,41.161034751970654,-8.664463304235296,,Porto
,yes,nan nan,41.16127150529607,-8.663868127588222,,Porto
,yes,nan nan,41.16149026552847,-8.663323084378925,,Porto
,yes,nan nan,41.16164099421741,-8.662953108168965,,Porto
Consulado de Moçambique,yes,nan nan,41.16208198880341,-8.663151074971461,,Porto
,yes,nan nan,41.161813774674755,-8.66307571544244,,Porto
,yes,nan nan,41.16171941198169,-8.663485076345534,,Porto
,yes,nan nan,41.16158632547257,-8.664076593030664,,Porto
,yes,nan nan,41.16136391476676,-8.664692547601483,,Porto
,yes,nan nan,41.161144066793405,-8.66476250647843,,Porto
,yes,nan nan,41.161262199999996,-8.66447915,,Porto
,yes,nan nan,41.16144030707573,-8.664073465053571,,Porto
,yes,nan nan,41.161534402986426,-8.663663731730878,,Porto
,yes,nan nan,41.16169941417958,-8.663153067333498,,Porto
,yes,nan nan,41.16133826630819,-8.66586730950645,,Porto
,yes,nan nan,41.16136013410467,-8.665525419031157,,Porto
,yes,nan nan,41.161302121684614,-8.665440762521921,,Porto
,yes,nan nan,41.16122290474269,-8.66537980424827,,Porto
,yes,nan nan,41.16112891679496,-8.665344294975766,,Porto
,yes,nan nan,41.16110744803225,-8.66579327464264,,Porto
,yes,nan nan,41.16093259457102,-8.665686918660853,,Porto
,yes,nan nan,41.160754765862215,-8.665565978087482,,Porto
,yes,nan nan,41.16132670072158,-8.666323305206763,,Porto
,yes,nan nan,41.161201586443546,-8.666301522295283,,Porto
,yes,nan nan,41.16087851859356,-8.666116013400057,,Porto
,yes,nan nan,41.16073283207452,-8.66601979517223,,Porto
,yes,nan nan,41.16054279683624,-8.665886418193615,,Porto
,yes,nan nan,41.16036817172351,-8.665763638561282,,Porto
,yes,nan nan,41.160234916908614,-8.666239913950067,,Porto
,yes,nan nan,41.16068236754419,-8.666551596999572,,Porto
,yes,nan nan,41.1612850568583,-8.666684466759756,,Porto
,yes,nan nan,41.161220615600385,-8.66696573892574,,Porto
,yes,nan nan,41.1610224007036,-8.666481191082953,,Porto
,yes,nan nan,41.160966842040146,-8.666731955407146,,Porto
,yes,nan nan,41.16176491359432,-8.667118669784697,,Porto
,yes,nan nan,41.161642068816086,-8.666655809711395,,Porto
,yes,nan nan,41.16185598752056,-8.666652437077197,,Porto
,yes,nan nan,41.161863022543294,-8.66632435214657,,Porto
,yes,nan nan,41.161678908542534,-8.666386560512898,,Porto
,yes,nan nan,41.16170433582318,-8.66605381574605,,Porto
,yes,nan nan,41.16181409788801,-8.665361551514064,,Porto
,roof,nan nan,41.150854977101574,-8.63194099634092,,Porto
,roof,nan nan,41.15085826779536,-8.63246853739788,,Porto
,roof,nan nan,41.15079230479172,-8.63255397238747,,Porto
,roof,nan nan,41.150709436182545,-8.632221286292845,,Porto
,shed,nan nan,41.151110006808366,-8.63278991941305,,Porto
,detached,nan nan,41.15151724183673,-8.632588683169159,,Porto
,yes,nan nan,41.159220383982436,-8.66641966762194,,Porto
,yes,nan nan,41.15896315,-8.6663031,,Porto
,yes,nan nan,41.1589592109106,-8.666461411613332,,Porto
,yes,nan nan,41.1588828223409,-8.66653689105431,,Porto
,yes,nan nan,41.15883876100253,-8.66663256982708,,Porto
,yes,nan nan,41.15889737732831,-8.666830170714649,,Porto
,yes,nan nan,41.15876876753797,-8.666816526606107,,Porto
,yes,nan nan,41.1587129443615,-8.666928268048462,,Porto
,yes,nan nan,41.15864886416824,-8.667128941014685,,Porto
,yes,nan nan,41.15860990671782,-8.667231032288148,,Porto
,yes,nan nan,41.158779100000004,-8.6671194,,Porto
,yes,nan nan,41.15853206157848,-8.667409950027956,,Porto
,yes,nan nan,41.15866397888721,-8.667401047465637,,Porto
,yes,nan nan,41.158418148765854,-8.667735510021947,,Porto
,yes,nan nan,41.158337702154235,-8.667964704246337,,Porto
,yes,nan nan,41.15843671454114,-8.667999033977528,,Porto
,yes,nan nan,41.15939472613697,-8.666728465612668,,Porto
,yes,nan nan,41.15906969999133,-8.66689236667522,,Porto
,yes,nan nan,41.15910154335063,-8.66736849986797,,Porto
,yes,nan nan,41.159375670542616,-8.667451013215226,,Porto
,yes,nan nan,41.15945115011209,-8.667499333234073,,Porto
,yes,nan nan,41.159396199999996,-8.667762499999998,,Porto
,yes,nan nan,41.159642672332176,-8.667615201035176,,Porto
,yes,nan nan,41.159881452780745,-8.667779803768067,,Porto
,yes,nan nan,41.15994315464135,-8.6681216929085,,Porto
,yes,nan nan,41.15970782310538,-8.66677512374448,,Porto
,yes,nan nan,41.159616846993494,-8.66698778992213,,Porto
,yes,nan nan,41.15976634871591,-8.667089217719475,,Porto
,yes,nan nan,41.15986778383743,-8.666935239391224,,Porto
,yes,nan nan,41.15977685120395,-8.666550082479034,,Porto
,yes,nan nan,41.1599337,-8.6666596,,Porto
,yes,nan nan,41.16007602978412,-8.666738708194814,,Porto
,yes,nan nan,41.160031282816455,-8.667046363028847,,Porto
,yes,nan nan,41.15993823666448,-8.667251066835624,,Porto
,yes,nan nan,41.160170932192685,-8.667388346246682,,Porto
,yes,nan nan,41.16040580504897,-8.66754066039617,,Porto
,yes,nan nan,41.160540189364816,-8.667398452955839,,Porto
,yes,nan nan,41.16038235907022,-8.666968893456016,,Porto
,yes,nan nan,41.16054090006099,-8.667056566615464,,Porto
,yes,nan nan,41.160610246158285,-8.667448068117382,,Porto
,yes,nan nan,41.16057658747426,-8.667685509342556,,Porto
,yes,nan nan,41.160760550000006,-8.667211799999999,,Porto
,yes,nan nan,41.16083128573266,-8.667267953798714,,Porto
,yes,nan nan,41.1610108,-8.667379449999997,,Porto
,yes,nan nan,41.160966991377194,-8.667919952032312,,Porto
,yes,nan nan,41.16079698821239,-8.66781757136405,,Porto
,yes,nan nan,41.16009679999999,-8.66793305,,Porto
,yes,nan nan,41.16031709030803,-8.668127633084053,,Porto
,yes,nan nan,41.160257391582505,-8.668418601141665,,Porto
,yes,nan nan,41.16032979393951,-8.668394801706253,,Porto
,yes,nan nan,41.160539034075924,-8.668244073160931,,Porto
,yes,nan nan,41.1596091804453,-8.668593312471991,,Porto
,yes,nan nan,41.16011431935292,-8.668381917981632,,Porto
,yes,nan nan,41.159935106957846,-8.668262087959073,,Porto
,yes,nan nan,41.15975317634225,-8.668210120083904,,Porto
,yes,nan nan,41.15956726373836,-8.668267391592098,,Porto
,yes,nan nan,41.15968316149156,-8.668037573005117,,Porto
,yes,nan nan,41.15880507956169,-8.668894506220733,,Porto
,yes,nan nan,41.159277974166166,-8.668655969956967,,Porto
,yes,nan nan,41.15935410357007,-8.668699517761336,,Porto
,yes,nan nan,41.15920151428883,-8.669084214526068,,Porto
,yes,nan nan,41.15939806656622,-8.669044514952716,,Porto
,yes,nan nan,41.15964225088019,-8.669114482617235,,Porto
,yes,nan nan,41.159980350000005,-8.669180299999999,,Porto
,yes,nan nan,41.16039347433497,-8.668854454214381,,Porto
,yes,nan nan,41.16042623425912,-8.669414635764157,,Porto
,yes,nan nan,41.16057280569465,-8.669278022342198,,Porto
,yes,nan nan,41.16081409804576,-8.668375468594258,,Porto
,yes,nan nan,41.160772849999994,-8.668921500000002,,Porto
,yes,nan nan,41.16080643820464,-8.669570337926908,,Porto
,yes,nan nan,41.16092908735759,-8.669631540133432,,Porto
,yes,nan nan,41.160786746755974,-8.669335773383228,,Porto
,yes,nan nan,41.159936587466824,-8.670429591530677,,Porto
,yes,nan nan,41.15978729141157,-8.669919810235038,,Porto
,yes,nan nan,41.160871216044505,-8.669752744670445,,Porto
,yes,nan nan,41.16087806789931,-8.669872028199661,,Porto
,yes,nan nan,41.16071944680518,-8.669783696273948,,Porto
,yes,nan nan,41.16088241551603,-8.670061135130556,,Porto
,yes,nan nan,41.16101171676424,-8.67026108413893,,Porto
,yes,nan nan,41.160959848649654,-8.670401241391888,,Porto
,yes,nan nan,41.16083715478956,-8.670667436219864,,Porto
,yes,nan nan,41.16081760120186,-8.670861351549112,,Porto
,yes,nan nan,41.160957443777185,-8.670795612411936,,Porto
,yes,nan nan,41.1611723834759,-8.67056460662705,,Porto
,yes,nan nan,41.16114602852722,-8.670735884214734,,Porto
,yes,nan nan,41.16133880048606,-8.67108065397816,,Porto
,yes,nan nan,41.16126359658092,-8.671009256608805,,Porto
,yes,nan nan,41.16126615057143,-8.671177309762001,,Porto
,yes,nan nan,41.16125953046865,-8.67091534268365,,Porto
,yes,nan nan,41.16114432821009,-8.671470900970007,,Porto
,yes,nan nan,41.16098999556423,-8.671930969672571,,Porto
,yes,nan nan,41.16110684450236,-8.671705735072322,,Porto
,yes,nan nan,41.160751495902595,-8.672431124984582,,Porto
,yes,nan nan,41.16048484196047,-8.673076408388718,,Porto
,yes,nan nan,41.1602446977683,-8.672756629215508,,Porto
,yes,nan nan,41.159237564364524,-8.67339149917338,,Porto
,yes,nan nan,41.15850520855586,-8.673821955127103,,Porto
,yes,nan nan,41.15859172711232,-8.673503937148416,,Porto
,yes,nan nan,41.16011275322824,-8.673504488496318,,Porto
,yes,nan nan,41.1601915509695,-8.673860790374658,,Porto
,yes,nan nan,41.15992677965957,-8.673630115580599,,Porto
,yes,nan nan,41.160182106492364,-8.673967074822997,,Porto
,yes,nan nan,41.15991380794845,-8.673760159112131,,Porto
,yes,nan nan,41.16010751826083,-8.67406023375785,,Porto
,yes,nan nan,41.16008251197302,-8.674135635379054,,Porto
,yes,nan nan,41.16007060191194,-8.674215712981217,,Porto
,yes,nan nan,41.160030150000004,-8.674447700000002,,Porto
,yes,nan nan,41.15942886845953,-8.67516255174237,,Porto
,yes,nan nan,41.159780768400374,-8.674798828293618,,Porto
,yes,nan nan,41.157256707620476,-8.672089082692386,,Porto
,school,nan nan,41.15681406178782,-8.672212077296376,,Porto
,school,nan nan,41.157096198811416,-8.67141536518471,,Porto
,yes,nan nan,41.158802466235514,-8.665846939331804,,Porto
,yes,nan nan,41.15868334666968,-8.666128067378228,,Porto
,yes,nan nan,41.1585928564404,-8.666385635265167,,Porto
,yes,nan nan,41.15850761030808,-8.66660651912177,,Porto
,yes,nan nan,41.15841820000001,-8.666845300000002,,Porto
,yes,nan nan,41.15848961821394,-8.66565970936785,,Porto
,yes,nan nan,41.158610849999995,-8.665670150000002,,Porto
,yes,nan nan,41.158206531791166,-8.665804572475002,,Porto
,yes,nan nan,41.15831617441648,-8.666202149968589,,Porto
,yes,nan nan,41.15809485948801,-8.666063368409704,,Porto
,yes,nan nan,41.157849719288805,-8.666693424972555,,Porto
,yes,nan nan,41.15801785023912,-8.667011510917492,,Porto
,yes,nan nan,41.157767730029256,-8.666808104607618,,Porto
,yes,nan nan,41.15768358959508,-8.667030659595712,,Porto
,yes,nan nan,41.15777714722517,-8.667204796685805,,Porto
,yes,nan nan,41.1579365698353,-8.667158544451189,,Porto
,yes,nan nan,41.15758628683233,-8.667291734369257,,Porto
,yes,nan nan,41.15780611935477,-8.66740596713581,,Porto
,yes,nan nan,41.15804455913401,-8.667569324095249,,Porto
,yes,nan nan,41.15822456983516,-8.66734009585638,,Porto
,yes,nan nan,41.15819055866179,-8.667487984969338,,Porto
,yes,nan nan,41.15809341578125,-8.667083283267477,,Porto
,yes,nan nan,41.157950572123525,-8.667338377603885,,Porto
,yes,nan nan,41.15809483919063,-8.667361418365491,,Porto
,yes,nan nan,41.15762036141678,-8.667838026234374,,Porto
,yes,nan nan,41.15746725134217,-8.66771040034717,,Porto
,yes,nan nan,41.15731787348903,-8.668185817066343,,Porto
,yes,nan nan,41.15758081346187,-8.668160183490613,,Porto
,yes,nan nan,41.15751385449815,-8.668323166435782,,Porto
,yes,nan nan,41.15732051909796,-8.668793600323802,,Porto
,yes,nan nan,41.157130369357375,-8.668590969369294,,Porto
,yes,nan nan,41.157243164942685,-8.668290586583078,,Porto
,yes,nan nan,41.15781471749656,-8.667908407176546,,Porto
,yes,nan nan,41.15797830660588,-8.668030809630121,,Porto
,yes,nan nan,41.15778796870089,-8.66830721063517,,Porto
,yes,nan nan,41.15761271607763,-8.668508048118543,,Porto
,yes,nan nan,41.15760876603704,-8.668181924879738,,Porto
,yes,nan nan,41.15728046017601,-8.66999442632112,,Porto
,yes,nan nan,41.157142951766104,-8.670359634103393,,Porto
,yes,nan nan,41.157211826872675,-8.670941417075381,,Porto
,yes,nan nan,41.156976727443464,-8.670776340706873,,Porto
,yes,nan nan,41.1568113041589,-8.670697471670481,,Porto
,yes,nan nan,41.15671710564961,-8.670629377939429,,Porto
,yes,nan nan,41.15657030127701,-8.670513322060815,,Porto
,yes,nan nan,41.15645982225455,-8.670260385274279,,Porto
,yes,nan nan,41.15677421489182,-8.670183423430348,,Porto
,yes,nan nan,41.1565436204778,-8.670071788006418,,Porto
,yes,nan nan,41.15662515,-8.669811849999999,,Porto
,yes,nan nan,41.15668829057752,-8.669669316714847,,Porto
,yes,nan nan,41.15708554913565,-8.669397059112423,,Porto
,yes,nan nan,41.1569512958891,-8.669754292982814,,Porto
,yes,nan nan,41.156846575683154,-8.669213315087665,,Porto
,yes,nan nan,41.15621333837569,-8.670994226138003,,Porto
,yes,nan nan,41.15631805936528,-8.670871194630259,,Porto
,yes,nan nan,41.1563318476793,-8.67134985257744,,Porto
,yes,nan nan,41.156255394693886,-8.67147404681304,,Porto
,yes,nan nan,41.15611479877388,-8.67172216751645,,Porto
,yes,nan nan,41.156118170499994,-8.67137868922602,,Porto
,yes,nan nan,41.15608257098733,-8.671174300193746,,Porto
,yes,nan nan,41.15595821590648,-8.672117398201758,,Porto
,yes,nan nan,41.15586283746205,-8.672235218533816,,Porto
,yes,nan nan,41.15607282165792,-8.672421969037794,,Porto
,yes,nan nan,41.156103421139946,-8.67260705752773,,Porto
,yes,nan nan,41.15618979066844,-8.672312235285418,,Porto
,yes,nan nan,41.156342793178744,-8.672587375878893,,Porto
,yes,nan nan,41.15652657657744,-8.672589021995504,,Porto
,hospital,nan nan,41.17768293249895,-8.665925859465705,,Porto
,yes,nan nan,41.16251272261926,-8.658676097965898,,Porto
,yes,nan nan,41.16249323198157,-8.658736156383485,,Porto
,yes,nan nan,41.162492700189155,-8.65881588394195,,Porto
,yes,nan nan,41.16245540455277,-8.658906782557986,,Porto
,yes,nan nan,41.162213221164215,-8.658938674127693,,Porto
,yes,nan nan,41.162150073438156,-8.658774982277237,,Porto
,yes,nan nan,41.16229937070667,-8.658651856690955,,Porto
,yes,nan nan,41.16239015,-8.659113699999999,,Porto
,yes,nan nan,41.161967404193526,-8.658927939899133,,Porto
,yes,nan nan,41.162344450585486,-8.659294970923165,,Porto
,yes,nan nan,41.16222951683837,-8.659212287357773,,Porto
,yes,nan nan,41.162032706676925,-8.659148618460089,,Porto
,yes,nan nan,41.16183144080626,-8.659075537449942,,Porto
,yes,nan nan,41.16228262866882,-8.659469496548938,,Porto
,yes,nan nan,41.1621754990507,-8.659685819780174,,Porto
,yes,nan nan,41.1618772941492,-8.659872456787081,,Porto
,yes,nan nan,41.16196872650107,-8.659698833362658,,Porto
,yes,nan nan,41.162004479865175,-8.659299240006844,,Porto
,yes,nan nan,41.16188835,-8.659338700000001,,Porto
,yes,nan nan,41.161673150000006,-8.65957825,,Porto
,yes,nan nan,41.16160992795936,-8.659511297707564,,Porto
,yes,nan nan,41.16159067936773,-8.659432247712614,,Porto
,yes,nan nan,41.1617915502489,-8.65930504598338,,Porto
,yes,nan nan,41.16161063323088,-8.659295432412035,,Porto
,yes,nan nan,41.161430821919005,-8.659182282575602,,Porto
,yes,nan nan,41.16167109622353,-8.659048033916937,,Porto
