name,type,address,latitude,longitude,opening_hours,freguesia
Laboratório Médico Doutor Alberto Aguiar,yes,nan nan,41.14563719960755,-8.622076383694674,,Porto
,yes,nan nan,41.14521187545491,-8.621626059660388,,Porto
,yes,nan nan,41.145572942463765,-8.62233742753665,,Porto
Hotel Torel Avantgarde,hotel,336 Rua da Restauração,41.14540104491498,-8.622640096027242,,Porto
Palacete Silva Monteiro,office,318 Rua da Restauração,41.14549787054309,-8.622998592586711,,Porto
Antigo Terminal Ferroviário da Alfândega,roof,nan nan,41.14197972264083,-8.620006980784632,,Porto
B+ Comunicação,office,300 Rua da Restauração,41.1454890380037,-8.623489794145934,,Porto
Residência Artística Agostino Santos,dormitory,312 Rua da Restauração,41.14532933450763,-8.623303806879953,,Porto
,yes,nan nan,41.14541481149674,-8.623854377535379,,Porto
,yes,nan nan,41.1454422487819,-8.623702009437286,,Porto
,yes,nan nan,41.145189542621885,-8.623541591850632,,Porto
,yes,nan nan,41.14642589345423,-8.619579535430187,,Porto
,public,nan nan,41.14688502548041,-8.61970203453397,,Porto
,public,nan nan,41.14727680163114,-8.619617150046402,,Porto
,yes,nan nan,41.14742549830406,-8.620001873696618,,Porto
,public,nan nan,41.14642177120907,-8.61904922801799,,Porto
,yes,nan nan,41.147267955111985,-8.620019830068834,,Porto
,yes,nan nan,41.14662822502219,-8.619184356153626,,Porto
,public,nan nan,41.1475326611879,-8.619630007318674,,Porto
,public,nan nan,41.146254692844835,-8.619912505649275,,Porto
,public,nan nan,41.14714405864569,-8.618429358230037,,Porto
,yes,nan nan,41.14430034961379,-8.620126259250602,,Porto
Ponte Pênsil Dona Maria II,yes,nan nan,41.14058520353056,-8.60989339976867,,Porto
,collapsed,nan nan,41.142117407809444,-8.602664759119868,,Porto
,ruins,nan nan,41.14234690088136,-8.600232543255698,,Porto
,ruins,nan nan,41.142297982181,-8.600067429531142,,Porto
,collapsed,nan nan,41.14149005,-8.598242899999999,,Porto
,collapsed,nan nan,41.14121311505001,-8.597670573655837,,Porto
,collapsed,nan nan,41.14137914269502,-8.597604354759985,,Porto
,collapsed,nan nan,41.14144384931698,-8.59778599318353,,Porto
,yes,nan nan,41.14128244715247,-8.597833892339976,,Porto
,collapsed,nan nan,41.14150631647413,-8.597857784093812,,Porto
,yes,nan nan,41.141300598507776,-8.59728437488736,,Porto
,yes,nan nan,41.1413097250201,-8.597211736218222,,Porto
,yes,nan nan,41.14130247453082,-8.59702858359792,,Porto
,yes,nan nan,41.1412839088023,-8.597230818134035,,Porto
,collapsed,nan nan,41.141323457104114,-8.597102124540838,,Porto
,yes,nan nan,41.14135315959021,-8.597185689122107,,Porto
,yes,nan nan,41.14127808880507,-8.596937871781044,,Porto
,yes,nan nan,41.14124544412546,-8.597169267794108,,Porto
,yes,nan nan,41.14104257893439,-8.597317934998067,,Porto
,yes,nan nan,41.14109103891903,-8.596284471382733,,Porto
,yes,nan nan,41.141046068576514,-8.596633742587597,,Porto
,yes,nan nan,41.141185828268966,-8.596593551916405,,Porto
,collapsed,nan nan,41.1410757909332,-8.596231643292212,,Porto
,yes,nan nan,41.14094874203172,-8.59648350919351,,Porto
,yes,nan nan,41.141125268508425,-8.596404507934976,,Porto
,yes,nan nan,41.141203206317996,-8.596651338668751,,Porto
,yes,nan nan,41.14115555587481,-8.5965036966133,,Porto
,collapsed,nan nan,41.140583152760584,-8.596264784322312,,Porto
,yes,nan nan,41.14110533054754,-8.596333042231882,,Porto
,yes,nan nan,41.140940401368724,-8.596113050390068,,Porto
,yes,nan nan,41.14097339970977,-8.596203522156092,,Porto
,yes,nan nan,41.141060314264884,-8.59617379168088,,Porto
,yes,nan nan,41.14180200079601,-8.597847340993717,,Porto
,yes,nan nan,41.141825753987874,-8.597712795576577,,Porto
,yes,nan nan,41.14185237903465,-8.597367737694842,,Porto
,yes,nan nan,41.141730901822235,-8.597462470252939,,Porto
,yes,nan nan,41.141734608031506,-8.597418961443688,,Porto
,yes,nan nan,41.14174572335879,-8.597511960135702,,Porto
,yes,nan nan,41.14171278909284,-8.59756544640983,,Porto
,yes,nan nan,41.14183199417405,-8.597663550329235,,Porto
,yes,nan nan,41.14184114261621,-8.597528818895306,,Porto
,yes,nan nan,41.14181899788848,-8.597762426251583,,Porto
,yes,nan nan,41.14185564164881,-8.59731123585783,,Porto
,yes,nan nan,41.14171901251878,-8.597604341938183,,Porto
,yes,nan nan,41.141848992242195,-8.597414850380611,,Porto
,yes,nan nan,41.14184471334881,-8.597473528324471,,Porto
,yes,nan nan,41.1417357962532,-8.597715771059763,,Porto
,yes,nan nan,41.14172411255607,-8.597643664072754,,Porto
,yes,nan nan,41.14183718366352,-8.597591966025837,,Porto
,yes,nan nan,41.141322883776056,-8.596059900943978,,Porto
,yes,nan nan,41.14126755071008,-8.595952199121378,,Porto
,yes,nan nan,41.1414257937192,-8.596713109986414,,Porto
Antiga Serração J. Correia de Vasconcelos,industrial,nan nan,41.14148746350223,-8.596404771644703,,Porto
,yes,nan nan,41.14163293189704,-8.596724161130629,,Porto
,yes,nan nan,41.141157431766445,-8.595845151667858,,Porto
,yes,nan nan,41.14129639489546,-8.596002843732466,,Porto
,yes,nan nan,41.14190085414081,-8.59720445569571,,Porto
,yes,nan nan,41.141872282335726,-8.59711173006727,,Porto
,yes,nan nan,41.14168579661525,-8.597166561836632,,Porto
,yes,nan nan,41.14175615730474,-8.597163997169204,,Porto
,yes,nan nan,41.141710100262166,-8.597129000997091,,Porto
,yes,nan nan,41.14171331232743,-8.59708528296676,,Porto
,yes,nan nan,41.14171757180304,-8.597228966899085,,Porto
,yes,nan nan,41.14180228770206,-8.597123059856846,,Porto
,yes,nan nan,41.141788156587715,-8.597246181711505,,Porto
,yes,nan nan,41.14193899379248,-8.597331884837738,,Porto
,yes,nan nan,41.141917536302124,-8.597413779918497,,Porto
,yes,nan nan,41.14191670458033,-8.597364235640931,,Porto
,yes,nan nan,41.14190915309595,-8.597462662216758,,Porto
,yes,nan nan,41.14195344854843,-8.597294960251752,,Porto
,yes,nan nan,41.14188994184564,-8.59754996317976,,Porto
,yes,nan nan,41.14195136815476,-8.597232962923972,,Porto
,yes,nan nan,41.14183743012564,-8.596943648302531,,Porto
,yes,nan nan,41.14205361643576,-8.597270552892724,,Porto
,yes,nan nan,41.14202017871414,-8.597069497975207,,Porto
,yes,nan nan,41.14205646220232,-8.597195538635061,,Porto
,yes,nan nan,41.14201736043444,-8.597473543739344,,Porto
,yes,nan nan,41.14196744560762,-8.596976457398291,,Porto
,yes,nan nan,41.14206059730927,-8.59710271029698,,Porto
,yes,nan nan,41.14203227731553,-8.597410280896836,,Porto
,yes,nan nan,41.14200278086273,-8.597023570971984,,Porto
,yes,nan nan,41.14190890333799,-8.596950850130334,,Porto
,yes,nan nan,41.1420570428022,-8.59734166145535,,Porto
,yes,nan nan,41.14205157275066,-8.597977300819053,,Porto
,yes,nan nan,41.142095666285925,-8.597915568577843,,Porto
,yes,nan nan,41.14216917487762,-8.598265497387066,,Porto
,yes,nan nan,41.14214258353577,-8.598212571788444,,Porto
,yes,nan nan,41.14224680370144,-8.597986325374464,,Porto
,yes,nan nan,41.14229706095429,-8.598149294026491,,Porto
,yes,nan nan,41.14218106398977,-8.598008468255449,,Porto
,yes,nan nan,41.14216454408748,-8.598345936417031,,Porto
,yes,nan nan,41.1422672780692,-8.598360633243633,,Porto
,yes,nan nan,41.14216356328982,-8.598422780975735,,Porto
,yes,nan nan,41.142223647076115,-8.598497788584526,,Porto
,yes,nan nan,41.14228958598753,-8.598449930489872,,Porto
,yes,nan nan,41.14223149683366,-8.598382132173441,,Porto
,yes,nan nan,41.14219429223072,-8.598514036590183,,Porto
,yes,nan nan,41.142251688300234,-8.598480607207797,,Porto
,yes,nan nan,41.14220012477237,-8.598401367266268,,Porto
,yes,nan nan,41.142310510865514,-8.598241177742853,,Porto
,yes,nan nan,41.14231974298306,-8.598293957882092,,Porto
,yes,nan nan,41.14235470760529,-8.598405192309073,,Porto
,yes,nan nan,41.14233222563238,-8.598340799534014,,Porto
,yes,nan nan,41.14240983509875,-8.598376309644808,,Porto
,yes,nan nan,41.14234588954139,-8.59817991872275,,Porto
,yes,nan nan,41.14244800929497,-8.598355572947922,,Porto
,yes,nan nan,41.14235194012792,-8.59821335342662,,Porto
,yes,nan nan,41.14236360219935,-8.598259754792991,,Porto
,yes,nan nan,41.142503682850354,-8.598276962832877,,Porto
,yes,nan nan,41.14249348103929,-8.598175402771314,,Porto
,yes,nan nan,41.14276269365491,-8.598146812468826,,Porto
,terrace,nan nan,41.167248667218004,-8.63446806587177,,Ramalde
,terrace,nan nan,41.167236582781754,-8.634298846036417,,Ramalde
,terrace,nan nan,41.167312327396836,-8.634598626544982,,Ramalde
,industrial,nan nan,41.16827961681172,-8.634215819136436,,Ramalde
,terrace,43 nan,41.167163430066225,-8.634050633500923,,Ramalde
,yes,nan nan,41.14261804860689,-8.597684125249065,,Porto
,yes,nan nan,41.14252765635386,-8.597859494620517,,Porto
,yes,nan nan,41.142541269465646,-8.597767932061068,,Porto
,yes,nan nan,41.14246198767266,-8.597852042927864,,Porto
,yes,nan nan,41.14282747394868,-8.598038859894329,,Porto
,yes,nan nan,41.1425774879792,-8.597659679397395,,Porto
,yes,nan nan,41.142502851575045,-8.597883895451101,,Porto
,yes,nan nan,41.14247405017651,-8.597912327377342,,Porto
,yes,nan nan,41.142525787957574,-8.597637044078144,,Porto
,yes,nan nan,41.1423607111679,-8.598012975833681,,Porto
,yes,nan nan,41.14243877223275,-8.597945268819728,,Porto
,yes,nan nan,41.142555405907,-8.597754640632928,,Porto
,collapsed,nan nan,41.14287538872153,-8.598089118185765,,Porto
,yes,nan nan,41.142408614999944,-8.597972832326375,,Porto
,yes,nan nan,41.14268809702616,-8.59784323717157,,Porto
,yes,nan nan,41.14255856713488,-8.5978310558979,,Porto
,yes,nan nan,41.142518221631875,-8.597791016696638,,Porto
,yes,nan nan,41.14257763068459,-8.597726295701372,,Porto
,yes,nan nan,41.14274559961879,-8.597953376639072,,Porto
,yes,nan nan,41.142489944232885,-8.597820728522612,,Porto
,yes,nan nan,41.14265952359324,-8.597786739757696,,Porto
,yes,nan nan,41.14232199461064,-8.598047609937973,,Porto
,yes,nan nan,41.14263741115284,-8.597741986973704,,Porto
,yes,nan nan,41.14247996731725,-8.597562529382108,,Porto
,yes,nan nan,41.142305841265696,-8.597752534485958,,Porto
,yes,nan nan,41.14230842273805,-8.59793593318369,,Porto
,yes,nan nan,41.14241761833652,-8.597483503506549,,Porto
,yes,nan nan,41.14216008234067,-8.597670760940996,,Porto
,yes,nan nan,41.14230252159306,-8.597548794465787,,Porto
,yes,nan nan,41.142260311538834,-8.597665031298693,,Porto
,yes,nan nan,41.1421996260158,-8.597541331034563,,Porto
,yes,nan nan,41.14232862682745,-8.597449963697475,,Porto
,yes,nan nan,41.14228705723271,-8.597587423140316,,Porto
,yes,nan nan,41.142243760166785,-8.597705403956386,,Porto
,yes,nan nan,41.142227789453536,-8.597768220439404,,Porto
,yes,nan nan,41.142287667654266,-8.597297644811924,,Porto
,yes,nan nan,41.14236687247877,-8.597362747841702,,Porto
,yes,nan nan,41.14227266423495,-8.5976232431381,,Porto
,yes,nan nan,41.14231377111149,-8.597498888643843,,Porto
,yes,nan nan,41.142239810910034,-8.597230047090944,,Porto
,yes,nan nan,41.14217202754922,-8.597157669058051,,Porto
,yes,nan nan,41.142109669384006,-8.596998305490763,,Porto
,terrace,nan nan,41.16733690666801,-8.632564346457865,,Ramalde
,residential,nan nan,41.16749094194747,-8.634643118861648,,Ramalde
,terrace,nan nan,41.16731521719538,-8.632642251885537,,Ramalde
,terrace,116 nan,41.16735981873743,-8.63248232773072,,Ramalde
,residential,nan nan,41.16745244537253,-8.634597239152557,,Ramalde
,residential,nan nan,41.167540803553486,-8.634668330038185,,Ramalde
,residential,132 Rua do Lugarinho,41.167396741467826,-8.63228550663305,,Ramalde
,terrace,118 nan,41.167382899585085,-8.632398908096357,,Ramalde
,residential,nan nan,41.16782424562911,-8.634751703061669,,Ramalde
,residential,nan nan,41.16765712322802,-8.634600278878452,,Ramalde
,residential,nan nan,41.16772065810879,-8.634559066533416,,Ramalde
,residential,nan nan,41.167737180435324,-8.634713198326045,,Ramalde
,residential,nan nan,41.167895661105405,-8.634784941159428,,Ramalde
,yes,nan nan,41.142450183510306,-8.598484861037438,,Porto
,yes,nan nan,41.14227071099559,-8.598605130494434,,Porto
,yes,nan nan,41.14249292914109,-8.59845720787686,,Porto
,yes,nan nan,41.14291610574677,-8.59833237510549,,Porto
,yes,nan nan,41.14232546761854,-8.598737081017546,,Porto
,yes,nan nan,41.14295532226703,-8.598389087049723,,Porto
,yes,nan nan,41.14272212733243,-8.598556374857688,,Porto
,yes,nan nan,41.14292272743987,-8.598415605472134,,Porto
,yes,nan nan,41.142869817405675,-8.598452198130762,,Porto
,yes,nan nan,41.142798605568906,-8.59850181674978,,Porto
,yes,nan nan,41.142715410512714,-8.598349515724202,,Porto
,yes,nan nan,41.14286453670051,-8.598371831730178,,Porto
,yes,nan nan,41.142539079418846,-8.598425703627614,,Porto
,yes,nan nan,41.14295504105167,-8.598196966532601,,Porto
,yes,nan nan,41.142767591156954,-8.59843617540569,,Porto
,yes,nan nan,41.14278719882188,-8.598308881008258,,Porto
,yes,nan nan,41.14300706184251,-8.598275081923045,,Porto
,yes,nan nan,41.14303563308999,-8.59832917379495,,Porto
,yes,nan nan,41.14234898558176,-8.598552173503926,,Porto
,yes,nan nan,41.14227814681638,-8.598696210405507,,Porto
,yes,nan nan,41.14266506662553,-8.598597649813069,,Porto
,yes,nan nan,41.14283224189265,-8.598279286290497,,Porto
,yes,nan nan,41.14262913844717,-8.598622204864576,,Porto
,yes,nan nan,41.14287447081139,-8.598245426882078,,Porto
,yes,nan nan,41.14240726172055,-8.598504657271778,,Porto
,yes,nan nan,41.142662202681336,-8.598507262085553,,Porto
,yes,nan nan,41.142600100047254,-8.598423662560585,,Porto
,yes,nan nan,41.14281489319758,-8.59840542240639,,Porto
,yes,nan nan,41.14234462933087,-8.598800017564622,,Porto
,yes,nan nan,41.142412364792015,-8.598972859486453,,Porto
,yes,nan nan,41.14241988572447,-8.598895383033865,,Porto
,yes,nan nan,41.142428523828826,-8.59903771920449,,Porto
,yes,nan nan,41.1424751355407,-8.599080388085692,,Porto
,yes,nan nan,41.14242446663163,-8.598818201712337,,Porto
,yes,nan nan,41.14246293608248,-8.599151882366463,,Porto
,yes,nan nan,41.14252059911267,-8.599298064091274,,Porto
,yes,nan nan,41.14250393156576,-8.599210249408797,,Porto
,apartments,174 Rua de Gomes Freire,41.14259139994962,-8.599446194451042,,Porto
,yes,nan nan,41.14255670643717,-8.599347887628191,,Porto
,apartments,168 Rua de Gomes Freire,41.14257607323831,-8.599400178217534,,Porto
,yes,nan nan,41.14262412118493,-8.599570960525964,,Porto
,yes,nan nan,41.14280351358278,-8.599746976078942,,Porto
,yes,nan nan,41.14299677344707,-8.599532378678136,,Porto
,yes,nan nan,41.142861173227246,-8.599706225986461,,Porto
,yes,nan nan,41.14295234389562,-8.59957032232869,,Porto
,yes,nan nan,41.14291049503224,-8.599605551133067,,Porto
,house,"204,200 Rua de Gomes Freire",41.142695760674215,-8.599744146179793,,Porto
,yes,nan nan,41.142769523717,-8.599781334715225,,Porto
,yes,nan nan,41.14272233322991,-8.599810484331467,,Porto
,house,198 Rua de Gomes Freire,41.14263208945778,-8.599695864971093,,Porto
,yes,nan nan,41.1425986240071,-8.598754395382976,,Porto
,apartments,"180,176 Rua de Gomes Freire",41.14260857860656,-8.59950083877546,,Porto
,house,206 Rua de Gomes Freire,41.14266598827287,-8.599859199583218,,Porto
,yes,nan nan,41.14259507735995,-8.598912192599313,,Porto
,yes,nan nan,41.14304897114716,-8.598394667217084,,Porto
,yes,nan nan,41.143047760365015,-8.598471718276725,,Porto
,yes,nan nan,41.14316266266524,-8.59854945116908,,Porto
,yes,nan nan,41.14308030213505,-8.598608440954798,,Porto
,yes,nan nan,41.14300230319279,-8.598663380615086,,Porto
,yes,nan nan,41.14298004814806,-8.598753149335835,,Porto
,yes,nan nan,41.14300435045595,-8.59857468056555,,Porto
,yes,nan nan,41.14310724003895,-8.598500076879956,,Porto
,yes,nan nan,41.14321187122073,-8.598586917716021,,Porto
,yes,nan nan,41.14311315855005,-8.598656022996291,,Porto
,yes,nan nan,41.14321886932228,-8.598510933518662,,Porto
,yes,nan nan,41.143182566695174,-8.598447479857196,,Porto
,yes,nan nan,41.1429665544686,-8.598601124050449,,Porto
,yes,nan nan,41.142771819145125,-8.598908422823108,,Porto
,yes,nan nan,41.143116702735256,-8.598582434209458,,Porto
,yes,nan nan,41.14304499615683,-8.598633708729121,,Porto
,yes,nan nan,41.142922372534684,-8.598793978842638,,Porto
,yes,nan nan,41.14314070604443,-8.598476235870896,,Porto
,yes,nan nan,41.14270627188472,-8.598960739256423,,Porto
,yes,nan nan,41.14287418605512,-8.598830806783209,,Porto
,yes,nan nan,41.14282425838241,-8.59886836442561,,Porto
,yes,nan nan,41.143055348626014,-8.598537517789413,,Porto
,yes,nan nan,41.14305276306082,-8.598700539087679,,Porto
,yes,nan nan,41.14291135322357,-8.59888787984396,,Porto
,yes,nan nan,41.14306271991583,-8.59878052770373,,Porto
,yes,nan nan,41.143032336362275,-8.598799984016912,,Porto
,yes,nan nan,41.14310375283287,-8.59874665946548,,Porto
,yes,nan nan,41.14281830795745,-8.59895405887579,,Porto
,yes,nan nan,41.14277486276145,-8.598987415851392,,Porto
,yes,nan nan,41.142745585862315,-8.599008632540075,,Porto
,yes,nan nan,41.14298983758886,-8.598829946412891,,Porto
,yes,nan nan,41.14286713600127,-8.598918702576126,,Porto
,yes,nan nan,41.143273273796396,-8.598622781085385,,Porto
,yes,nan nan,41.14320396788969,-8.598677147774119,,Porto
,yes,nan nan,41.143153010704985,-8.59870992068063,,Porto
,yes,nan nan,41.14295191203276,-8.59885696271177,,Porto
,yes,nan nan,41.14299663889616,-8.598929809317964,,Porto
,yes,nan nan,41.14310490646475,-8.598854085675848,,Porto
,yes,nan nan,41.14318153097957,-8.598798979199145,,Porto
,yes,nan nan,41.14303541185181,-8.598903091774524,,Porto
,yes,nan nan,41.14307355476357,-8.598876139887679,,Porto
,yes,nan nan,41.14290464827546,-8.598998613673498,,Porto
,yes,nan nan,41.14285843918019,-8.599032317219866,,Porto
,yes,nan nan,41.1428128552575,-8.599066628183119,,Porto
,yes,nan nan,41.143304501504154,-8.598699082405714,,Porto
,yes,nan nan,41.14278190380838,-8.599090677528768,,Porto
,yes,nan nan,41.14293581818234,-8.598975500235166,,Porto
,yes,nan nan,41.14296683509711,-8.598952611950358,,Porto
,yes,nan nan,41.14322446787342,-8.598764903104883,,Porto
,yes,nan nan,41.14314388652261,-8.598825890506474,,Porto
,yes,nan nan,41.14336453781186,-8.598829510472955,,Porto
,yes,nan nan,41.14304861856198,-8.598974635678756,,Porto
,yes,nan nan,41.143245869845245,-8.59882959810919,,Porto
,yes,nan nan,41.14296862591175,-8.599037976493555,,Porto
,yes,nan nan,41.143416092867945,-8.598898389766958,,Porto
,yes,nan nan,41.143295457041965,-8.599016166492762,,Porto
,yes,298-304 Rua de Pinho Leal,41.16363979565135,-8.669290047396633,,Porto
,yes,nan nan,41.142836210468744,-8.599847192427218,,Porto
,collapsed,nan nan,41.14272333869702,-8.599306316910988,,Porto
,house,208A Rua de Gomes Freire,41.14269917957986,-8.599950925582371,,Porto
,yes,nan nan,41.14286599557646,-8.59982459144834,,Porto
,yes,nan nan,41.14290652745001,-8.599792798685254,,Porto
,yes,nan nan,41.14276001794096,-8.599904745455701,,Porto
,yes,nan nan,41.14280613333333,-8.599871115981014,,Porto
,yes,nan nan,41.14279720173212,-8.600041323249176,,Porto
,yes,nan nan,41.142940929940025,-8.600158292057039,,Porto
,yes,nan nan,41.142804821415474,-8.60013832946996,,Porto
,yes,nan nan,41.142852206276345,-8.600261762671543,,Porto
,yes,nan nan,41.14277001365931,-8.599983207165838,,Porto
,yes,nan nan,41.142984190858165,-8.600125526221323,,Porto
,yes,nan nan,41.14302787354463,-8.60009572171218,,Porto
,yes,nan nan,41.14310627834938,-8.600001685659967,,Porto
,yes,nan nan,41.14288712387327,-8.599903602257093,,Porto
,yes,nan nan,41.143071981319416,-8.60006164699077,,Porto
,yes,nan nan,41.143164319351364,-8.599997241349596,,Porto
,yes,nan nan,41.14301752430889,-8.599724573150548,,Porto
,yes,nan nan,41.14322522689659,-8.59993277405213,,Porto
,yes,nan nan,41.143253455187555,-8.599775332251673,,Porto
,yes,nan nan,41.143092075437316,-8.599464340205309,,Porto
,yes,nan nan,41.14304202052919,-8.599497938954844,,Porto
,yes,nan nan,41.1429719132702,-8.599270520223936,,Porto
,yes,nan nan,41.143015627674785,-8.599366741973471,,Porto
,yes,nan nan,41.14305766372971,-8.599125524837405,,Porto
,yes,nan nan,41.1428585640632,-8.599342965107626,,Porto
,yes,nan nan,41.14328619286535,-8.599642761539519,,Porto
,yes,nan nan,41.142892331674375,-8.59937221115615,,Porto
,yes,nan nan,41.143177976387456,-8.59952927511348,,Porto
,yes,nan nan,41.142879622106385,-8.599263930100378,,Porto
,yes,nan nan,41.14292544523373,-8.599174441554153,,Porto
,yes,nan nan,41.143140743852676,-8.599447004332468,,Porto
,yes,nan nan,41.14285477397945,-8.599480809566701,,Porto
,yes,nan nan,41.143120632239714,-8.599402477213257,,Porto
,yes,nan nan,41.14292384246852,-8.599422974969585,,Porto
,yes,nan nan,41.14302791496867,-8.59906685162391,,Porto
,yes,nan nan,41.14314238941245,-8.599293694406867,,Porto
,yes,nan nan,41.14307264766501,-8.599343680303624,,Porto
,yes,nan nan,41.142946848997866,-8.599462632958161,,Porto
,yes,nan nan,41.14303094516398,-8.59925780394173,,Porto
,yes,nan nan,41.14323431268219,-8.59965371534477,,Porto
,yes,nan nan,41.14308483292967,-8.59917755165848,,Porto
,yes,nan nan,41.143110006490836,-8.599228117562351,,Porto
,yes,nan nan,41.14296279922373,-8.599116907395736,,Porto
,yes,nan nan,41.14299747650437,-8.599182333176998,,Porto
,yes,nan nan,41.14349381142498,-8.599475271066913,,Porto
,yes,nan nan,41.14350135573777,-8.599710601763702,,Porto
,yes,nan nan,41.143582299702956,-8.599615428489425,,Porto
,yes,nan nan,41.143469643998806,-8.59954412206333,,Porto
,yes,nan nan,41.14342452369815,-8.599446836553604,,Porto
,yes,nan nan,41.14344672156308,-8.599494947047395,,Porto
,collapsed,nan nan,41.14342822354001,-8.599809398097587,,Porto
,yes,nan nan,41.14340098536471,-8.59936954705514,,Porto
,collapsed,nan nan,41.14346635417028,-8.599729529821616,,Porto
,yes,nan nan,41.143533876758895,-8.5996769188633,,Porto
,yes,nan nan,41.14346534271883,-8.599364253494445,,Porto
,yes,nan nan,41.14353107760224,-8.599273204721904,,Porto
,yes,nan nan,41.14373075407284,-8.599543896767427,,Porto
,yes,nan nan,41.14364049794869,-8.599575392010866,,Porto
,yes,nan nan,41.14369532513259,-8.599579923824518,,Porto
,yes,nan nan,41.14368293699329,-8.599269919708524,,Porto
,yes,nan nan,41.14356637995116,-8.59915866515251,,Porto
,yes,nan nan,41.143840761360046,-8.599427001734,,Porto
,yes,nan nan,41.14364922561957,-8.599226704255104,,Porto
,yes,nan nan,41.14362121618888,-8.59918300702701,,Porto
,yes,nan nan,41.14377865581865,-8.599495052024654,,Porto
,yes,nan nan,41.143756902030056,-8.599291262571684,,Porto
,yes,nan nan,41.143444707680594,-8.599077970711663,,Porto
,yes,nan nan,41.14328131171332,-8.599167233493668,,Porto
,yes,nan nan,41.14346916297883,-8.598948987085796,,Porto
,public,nan nan,41.14395498330603,-8.600102547358718,,Porto
,yes,nan nan,41.14339586498538,-8.600359235952906,,Porto
,yes,nan nan,41.14308469486235,-8.600622647455594,,Porto
,yes,nan nan,41.14411179139887,-8.600553392828274,,Porto
,yes,nan nan,41.144277611493735,-8.600538852426167,,Porto
,yes,nan nan,41.144011344477946,-8.600335102688168,,Porto
,yes,nan nan,41.14407280419916,-8.600344652847026,,Porto
,yes,nan nan,41.14429936545826,-8.600328439106816,,Porto
,yes,nan nan,41.14400789786772,-8.600553301238751,,Porto
,yes,nan nan,41.14449880186263,-8.60054780046997,,Porto
,yes,nan nan,41.14402628137417,-8.600484327756842,,Porto
,yes,nan nan,41.14453443195616,-8.60038309365894,,Porto
,yes,nan nan,41.14396476560386,-8.60077372327769,,Porto
,yes,nan nan,41.14391528852562,-8.600760710146533,,Porto
,yes,nan nan,41.14383124572751,-8.600740318533827,,Porto
,yes,nan nan,41.143869748509175,-8.600760502401542,,Porto
,yes,nan nan,41.14358274799655,-8.600856006256983,,Porto
,yes,nan nan,41.14400887244467,-8.600752539128377,,Porto
,yes,nan nan,41.144162171178436,-8.600750621570226,,Porto
,yes,nan nan,41.144070555059365,-8.600760181633827,,Porto
,yes,nan nan,41.144120707007914,-8.600739200688393,,Porto
,yes,nan nan,41.144302912796924,-8.60075063572046,,Porto
,yes,nan nan,41.144361582924354,-8.600756502633164,,Porto
,yes,nan nan,41.1444645137128,-8.600731219966065,,Porto
,yes,nan nan,41.144497067409816,-8.601050798240003,,Porto
,yes,nan nan,41.14437208648305,-8.601022100402922,,Porto
,yes,nan nan,41.14443275904835,-8.60103576855402,,Porto
,yes,nan nan,41.14412433589516,-8.600986834015007,,Porto
,yes,nan nan,41.14446504707201,-8.601043542630348,,Porto
,yes,nan nan,41.144766342990756,-8.60082088264963,,Porto
,yes,nan nan,41.14478382862185,-8.601533279077112,,Porto
,yes,nan nan,41.14499372768506,-8.601050034672346,,Porto
,yes,nan nan,41.144863510144845,-8.601036581951432,,Porto
,yes,nan nan,41.14495104586566,-8.601039510216449,,Porto
,yes,nan nan,41.14511891516411,-8.601201987847485,,Porto
,yes,nan nan,41.14493432627351,-8.601137884258854,,Porto
,yes,nan nan,41.14506047693516,-8.601315470169409,,Porto
,yes,nan nan,41.14498212444728,-8.60122579727891,,Porto
,yes,nan nan,41.145053320402404,-8.601379709454243,,Porto
,yes,nan nan,41.1449894258356,-8.601148432221569,,Porto
,yes,nan nan,41.145044904909966,-8.601438924263112,,Porto
,yes,nan nan,41.145071534293386,-8.601250439462046,,Porto
,yes,nan nan,41.14391164020313,-8.602190003853766,,Porto
,yes,nan nan,41.14410722333664,-8.601481809722051,,Porto
,public,nan nan,41.144313193493254,-8.601587893886403,,Porto
,yes,nan nan,41.14411558124702,-8.602158648576227,,Porto
Igreja de Nossa Senhora da Esperança,church,349 Avenida de Rodrigues de Freitas,41.145380831053764,-8.602411238604486,,Porto
,public,nan nan,41.14504054036975,-8.602379298151904,,Porto
,public,nan nan,41.144561923307776,-8.601672915089742,,Porto
,industrial,nan nan,41.14529111057078,-8.601599803696475,,Porto
,yes,nan nan,41.14507735365236,-8.601595659224191,,Porto
,yes,nan nan,41.14514851418958,-8.601716896616168,,Porto
,yes,nan nan,41.145016471816824,-8.601667514092629,,Porto
,yes,nan nan,41.14494077067975,-8.601595220944064,,Porto
,yes,nan nan,41.14540743549159,-8.601740908742556,,Porto
,yes,nan nan,41.14525372124854,-8.601742287225296,,Porto
,yes,nan nan,41.145296203518114,-8.601750682530692,,Porto
,yes,nan nan,41.145366316557066,-8.601699500080112,,Porto
,yes,nan nan,41.14548467484152,-8.601867809729665,,Porto
,yes,nan nan,41.14550733427256,-8.601804426975962,,Porto
,yes,nan nan,41.14549061899979,-8.601724463561357,,Porto
Coreto de São Lázaro,yes,nan nan,41.145951557474035,-8.602204673551075,,Porto
,yes,nan nan,41.14564285554176,-8.603599722420666,,Porto
,retail,nan nan,41.14582679347951,-8.604006534760298,,Porto
