name,highway,maxspeed,latitude,longitude,length,bridge,service,tunnel
Rua do Outeiro de Ramalde,living_street,,41.16789203105239,-8.645919082475334,37.705,,,
Travessa do Outeiro de Ramalde,"['pedestrian', 'living_street']",,41.168109664785916,-8.645396170852038,90.684,,,
Rua Direita das Campinas,living_street,,41.168027817500494,-8.65173364800604,38.453,,,
Travessa das Campinas,residential,,41.1677123263364,-8.651626007212203,60.599000000000004,,,
Rua Direita das Campinas,residential,,41.16771813858904,-8.652173892951817,63.018,,,
,service,,41.14990433647874,-8.611289248409875,20.412,,parking_aisle,
Rua do Clube dos Fenianos,secondary,,41.1498146,-8.611230500000001,5.572,,,
,service,,41.14990433647874,-8.611289248409875,20.412,,parking_aisle,
,service,,41.150104385391565,-8.609478806005896,7.509,,parking_aisle,
,footway,,41.14919225,-8.610267799999999,7.07,,,
Rua do Bonjardim,residential,,41.1493040498366,-8.60950746261431,37.25,,,
,service,,41.149415449444696,-8.609577004057055,17.384999999999998,,parking_aisle,
,footway,,41.148696,-8.607863550000003,5.158,,,
,footway,,41.14999345,-8.607275900000001,6.415,,,
Rua de Sá da Bandeira,secondary,50,41.14879885,-8.60784345,8.895,,,
,footway,,41.14884535,-8.607854,5.288,,,
Rua de Sá da Bandeira,secondary,50,41.149409594044634,-8.607531397153714,136.676,,,
,footway,,41.14882606273044,-8.607791625876905,6.001,,,
,footway,,41.148346849999996,-8.6063498,7.308,,,
,footway,,41.1483528,-8.60638775,4.027,,,
,service,,41.14940731293922,-8.604601969876782,24.171999999999997,,parking_aisle,
,service,,41.1487008,-8.60465,43.629,,parking_aisle,
,service,,41.14868836895795,-8.604713233826642,42.016000000000005,,parking_aisle,
,footway,,41.14832965,-8.606302750000001,5.183,,,
,footway,,41.1483165,-8.6062661,3.404,,,
,footway,,41.14773485,-8.60396,3.24,,,
Rua Formosa,tertiary,,41.14788685,-8.604810950000001,26.201,,,
,service,,41.14821987814966,-8.604840454513537,67.976,,parking_aisle,
Rua do Estêvão,living_street,,41.1501878925413,-8.60943256591992,5.897,,,
Travessa das Liceiras,pedestrian,,41.150444505005176,-8.60953462122728,54.355,,,
,footway,,41.1465814,-8.60373495,5.06,,,
,footway,,41.146605199999996,-8.60379595,5.431,,,
,footway,,41.14835545,-8.61301175,3.6,,,
,service,,41.1485024512497,-8.614865026418396,19.762000000000004,,parking_aisle,
,footway,,41.14989965000001,-8.614085450000001,4.799,,,
,footway,,41.147907732758526,-8.614521953066616,4.619,,,
,footway,,41.14790085,-8.614594799999999,1.882,,,
,footway,,41.147885349999996,-8.61460455,1.933,,,
,footway,,41.148022749999996,-8.615137950000001,3.194,,,
,service,,41.14890822582314,-8.617349049574267,69.127,,parking_aisle,
,service,,41.14727493949347,-8.617215461336022,6.921,,parking_aisle,
Rua do Carmo,tertiary,,41.14723467053256,-8.617307397135633,16.462,,,
,service,,41.14839376337723,-8.617367915346048,64.073,,parking_aisle,
,service,,41.14839376337723,-8.617367915346048,64.073,,parking_aisle,
,service,,41.14867478734751,-8.617648447992755,36.99,,parking_aisle,
,service,,41.14890822582312,-8.617349049574262,69.12700000000001,,parking_aisle,
,service,,41.147825499999996,-8.61730775,14.251,,parking_aisle,
,service,,41.147838010697285,-8.616971799746848,115.58900000000001,,parking_aisle,
,service,,41.14753409902236,-8.617257425813124,51.11999999999999,,parking_aisle,building_passage
,service,,41.147825499999996,-8.61730775,14.251,,parking_aisle,
,service,,41.147838010697285,-8.616971799746848,115.589,,parking_aisle,
,service,,41.14794105036573,-8.617328398047121,11.682,,parking_aisle,
,service,,41.14805610472568,-8.617407852343803,49.182,,parking_aisle,
,service,,41.14805610472568,-8.617407852343803,49.182,,parking_aisle,
,service,,41.14794105036573,-8.617328398047121,11.682,,parking_aisle,
,"['footway', 'steps']",,41.14875698846095,-8.615470691020267,10.388,,,
,footway,,41.14888885,-8.6160699,32.468,,,
,footway,,41.148797837023494,-8.616229014997778,15.105999999999998,,,
,footway,,41.14876271866627,-8.616261005670724,21.973,,,
Praça de Carlos Alberto,residential,,41.148670100000004,-8.6161702,15.035,,,
,footway,,41.148797837023494,-8.616229014997778,15.105999999999998,,,
,footway,,41.14882165,-8.6158821,2.97,,,
Praça de Carlos Alberto,residential,,41.14880999468241,-8.616056919496387,31.884,,,
,footway,,41.14887549842175,-8.615880496155926,9.009,,,
,footway,,41.14823475,-8.615926850000001,4.689,,,
Praça de Carlos Alberto,residential,,41.148221112900714,-8.615860246208435,12.262,,,
,footway,,41.14817485702144,-8.61593613676254,8.717,,,
,service,,41.14837539694234,-8.615679942523045,37.317,,driveway,
Praça de Carlos Alberto,residential,,41.14842006183519,-8.615701410953054,42.349,,,
,service,,41.148344382641326,-8.61609047190192,28.935000000000002,,driveway,
,footway,,41.1485929,-8.6155921,2.839,,,
,footway,,41.14803115,-8.61520315,2.646,,,
,"['footway', 'steps']",,41.14864432916513,-8.616218182850421,8.459,,,
Rua de Carlos Alberto,residential,,41.1481774,-8.615839099999999,16.388,,,
,footway,,41.14810101316456,-8.615856044846232,5.501,,,
,footway,,41.148123838518615,-8.615914154181016,5.494,,,
Rua Actor João Guedes,residential,,41.1482016,-8.61576005,10.62,,,
,footway,,41.14847404809573,-8.615554884232953,74.392,,,
,footway,,41.148121263584706,-8.615773643598976,11.721,,,
Rua de Carlos Alberto,residential,,41.1480386,-8.6159398,18.787,,,
Rua de Carlos Alberto,residential,,41.1476804672316,-8.61604764318449,63.964,,,
Rua de Carlos Alberto,residential,,41.14804895,-8.615997799999999,18.723,,,
,footway,,41.14813461380256,-8.61597200307932,4.9,,,
,footway,,41.14813121144821,-8.616037350603866,6.068,,,
,"['footway', 'steps']",,41.14797523666382,-8.615868443275291,7.974,,,
,footway,,41.14738475,-8.61597295,8.019,,,
,footway,,41.147394090031504,-8.616051900089982,5.459,,,
,footway,,41.14751727265314,-8.616000310952549,27.729999999999997,,,
,"['footway', 'steps']",,41.147345391696035,-8.615850655175791,9.5,,,
Rua Sá de Noronha,living_street,,41.14724045,-8.615331699999999,3.404,,,
,service,,41.14729005942833,-8.615523120890854,33.795,,driveway,
,"['footway', 'steps']",,41.14726819497442,-8.615196873236561,6.958,,,
,"['footway', 'steps']",,41.14704330216658,-8.61595035779179,8.928,,,
,service,,41.147270725292536,-8.616847723576507,32.544,,driveway,
Rua de Cervantes,residential,,41.156905050000006,-8.6137824,8.576,,,
,footway,,41.156642272358106,-8.614735026822787,219.52100000000002,,,
Rua de Cervantes,residential,,41.15697750091424,-8.613965827638356,26.324,,,
Rua Padre Luís Rodrigues,residential,,41.15678815,-8.6162484,12.208,,,
Rua Padre Luís Rodrigues,residential,,41.156976,-8.61695025,112.515,,,
Alameda dos Capitães de Abril,pedestrian,,41.15638483105052,-8.616895335031575,136.45399999999998,,,
Rua da Boavista,secondary,,41.1559927,-8.6175652,22.762,,,
Alameda dos Capitães de Abril,pedestrian,,41.15638483105051,-8.616895335031572,136.454,,,
,footway,,41.157158169392794,-8.61523433246676,66.254,,,
,footway,,41.15706457255305,-8.615282507000625,51.295,,,
,footway,,41.15696146194976,-8.615710452715705,25.302999999999997,,,
,footway,,41.15664227235812,-8.614735026822787,219.521,,,
,footway,,41.15695443231031,-8.616055101178725,40.686,,,
,footway,,41.15696146194976,-8.615710452715705,25.302999999999997,,,
Alameda dos Capitães de Abril,living_street,,41.15715925000001,-8.6149336,19.111,,,
Alameda dos Capitães de Abril,"['footway', 'steps', 'living_street']",,41.15688719894118,-8.61487762469861,65.92999999999999,,,
,footway,,41.15706457255305,-8.615282507000627,51.295,,,
Rua Dom João Coutinho,secondary,,41.1732834,-8.641994650000001,13.65,,,
Rua Dom João Coutinho,secondary,,41.17366206943164,-8.64243528783517,98.41300000000001,,,
,"['footway', 'steps']",,41.17317092032517,-8.642109053030739,46.283,,,
Rua da Agra de Ramalde,pedestrian,,41.17266965,-8.642345299999999,95.065,,,
,"['footway', 'steps']",,41.17306422923113,-8.641896818140909,26.15,,,yes
,"['footway', 'steps']",,41.17317092032518,-8.64210905303074,46.28299999999999,,,
,service,,41.168265149999996,-8.63227945,25.754,,,
,service,,41.16803715,-8.6331261,25.455,,,
Rua Henrique Alves Costa,residential,,41.1682025,-8.63296475,38.03,,,
Rua Henrique Alves Costa,residential,,41.16779639407411,-8.633408299710162,123.276,,,
,service,,41.168265149999996,-8.63227945,25.754,,,
Rua Henrique Alves Costa,residential,,41.16831745,-8.632540550000002,37.446,,,
"['Rua Henrique Alves Costa', 'Rua Mestre Albino Moreira']",residential,,41.168238481083236,-8.631844292819647,128.989,,,
,service,,41.16803715,-8.6331261,25.455,,,
Rua da Senhora da Lapa,living_street,,41.15813369965718,-8.614022496743605,117.925,,,
Rua Invicta Filmes,residential,,41.17054339291544,-8.627788642595075,199.415,,,
Rua do Castelo de Penedono,residential,,41.16842225,-8.6278933,67.555,,,
Rua do Castelo de Penedono,residential,,41.1685082,-8.62722685,45.647,,,
Rua do Castelo de Numão,residential,,41.1688142,-8.6275762,77.525,,,
Rua do Castelo de Numão,residential,,41.1688142,-8.6275762,77.525,,,
Rua do Padre Himalaya,residential,30,41.16533375,-8.6485301,3.024,,,
,service,,41.16536198840959,-8.648480002448084,11.823,,parking_aisle,
Rua do Padre Himalaya,residential,30,41.16526535,-8.6485316,14.881,,,
Rua do Padre Himalaya,residential,30,41.165140699999995,-8.64856785,13.497,,,
Rua do Padre Himalaya,residential,30,41.165140699999995,-8.64856785,13.497,,,
Rua do Padre Himalaya,residential,30,41.165071,-8.648520000000001,11.125,,,
,service,,41.16507028054604,-8.648743558736076,32.556,,parking_aisle,
Rua do Padre Himalaya,residential,30,41.1653631,-8.6495204,14.907,,,
Rua do Padre Himalaya,residential,30,41.16526404422655,-8.649638479125665,25.808999999999997,,,
Rua Beato Inácio de Azevedo,secondary,,41.164897350000004,-8.6494532,46.883,,,
Rua Beato Inácio de Azevedo,secondary,,41.1649688,-8.64990475,30.368,,,
Rua do Padre Himalaya,residential,30,41.165044916151565,-8.649697939489265,23.914,,,
sem designação,"['footway', 'residential']",20,41.14207397435111,-8.574090965077954,67.577,,,
,"['service', 'track']",,41.14269203316523,-8.57605449409975,381.4600000000001,,driveway,
Rua Conde de Silva Monteiro,primary,,41.15000030708721,-8.577001534123855,622.54,,,
Rua Conde de Silva Monteiro,primary,,41.14718509947112,-8.579643244487443,201.477,,,
,service,,41.14814724054617,-8.57857351131603,158.60299999999998,,,
,cycleway,,41.14409305,-8.57320595,16.431,,,
Rua Luís de Camões,primary,,41.144101821781646,-8.573264739191185,8.038,,,
Rua do Freixo,tertiary,,41.142958050000004,-8.572588249999999,11.586,yes,,
,footway,,41.14225339278404,-8.572872046425868,166.522,,,
Rua do Freixo,tertiary,,41.1430249,-8.57251415,13.112,,,
Rua do Freixo,tertiary,,41.14331445,-8.572742250000001,64.554,,,
Avenida Escritor Costa Barreto,primary,,41.14273206962636,-8.57278837049602,236.381,,,
Rua do Freixo,primary,,41.14373552905812,-8.573245738546856,21.403,,,
Rua do Freixo,primary,,41.14369628564989,-8.573279060771899,18.031,,,
Rua do Freixo,tertiary,,41.14333057901506,-8.573031483165533,107.72000000000001,,,
,service,,41.148584299999996,-8.57775285,47.325,,,
,service,,41.14814724054617,-8.578573511316026,158.60299999999995,,,
,service,,41.149374253321305,-8.577690462046377,226.76999999999998,,,
Travessa do Carregal,residential,30,41.14910827922912,-8.617670028430203,29.339000000000002,,,
Calçada do Carregal,living_street,30,41.1489765650415,-8.617987851595899,41.561,,,
Calçada do Carregal,living_street,30,41.1489765650415,-8.617987851595899,41.561,,,
,footway,,41.148098255893565,-8.61832313074573,10.035,,,
Rua de Clemente Menéres,tertiary,30,41.14767795,-8.62016865,12.991,,,
Rua do Rosário,tertiary,,41.147706488030565,-8.620344596632785,42.590999999999994,,,
Rua de Miguel Bombarda,residential,,41.149799,-8.61971785,196.884,,,
,service,,41.14987065721694,-8.618541715232542,19.015,,parking_aisle,
,"['steps', 'pedestrian']",,41.14980206531631,-8.618469800828544,12.238999999999999,,,
,service,,41.1496686,-8.618500300000001,26.438,,parking_aisle,
Rua de Clemente Menéres,residential,,41.14804134235385,-8.619875942828061,81.58099999999999,,,
Rua de Clemente Menéres,residential,,41.14852694777351,-8.619424808954353,49.671,,,
Rua Professor Jaime Rios de Sousa,residential,,41.148530949999994,-8.62015125,97.656,,,
Rua do Rosário,tertiary,,41.1491446,-8.62077325,97.97,,,
Rua do Campo Alegre,secondary,,41.1530293,-8.6383918,34.457,,,
,service,,41.15280896837661,-8.638267056181725,41.125,,parking_aisle,
Rua do Campo Alegre,secondary,,41.15290951183596,-8.637864218392973,57.84,,,
,service,,41.15197258592984,-8.639507314120076,55.088,,parking_aisle,
,service,,41.15233770851388,-8.639891403169248,154.02100000000002,,parking_aisle,
,service,,41.152129517790414,-8.639793926570777,34.535000000000004,,parking_aisle,
,service,,41.15233770851388,-8.63989140316925,154.02100000000002,,parking_aisle,
Rua do Esteiro de Campanhã,residential,,41.14452895,-8.57680775,32.643,,,
Avenida José Domingues dos Santos,primary,,41.1445367,-8.57715765,52.526,,,
Rua da Faia,residential,,41.14433631583862,-8.574634545795622,78.182,,,
Rua do Freixo,residential,,41.14444486101652,-8.574066875785084,71.838,,,
Rua do Freixo,"['footway', 'residential']",,41.14491935310063,-8.574993403829374,122.94699999999999,yes,,
Rua do Esteiro de Campanhã,residential,,41.14452895,-8.57680775,32.643,,,
Rua do Esteiro de Campanhã,"['footway', 'steps', 'living_street']",,41.14466196759273,-8.577074601864858,63.25099999999999,,,
Rua do Esteiro de Campanhã,residential,,41.14475924723499,-8.576286118369886,75.383,,,
Rua da Faia,residential,,41.1439905,-8.5748044,3.173,,,
Avenida José Domingues dos Santos,primary,,41.14408769116069,-8.575871521280018,186.283,yes,,
Rua do Freixo,residential,,41.14418293660368,-8.57368463565325,18.01,,,
Rua do Freixo,residential,,41.14444486101652,-8.574066875785084,71.838,,,
,footway,,41.16856006651598,-8.676521495696088,122.49700000000001,,,
,footway,,41.168794611923566,-8.675907738852962,36.150000000000006,,,
,footway,,41.16892675882416,-8.676020105747817,18.959,,,
,footway,,41.169221385065974,-8.674852119512579,194.984,,,
,footway,,41.16894601024951,-8.675843938480114,20.406999999999996,,,
,footway,,41.16879461192357,-8.675907738852962,36.150000000000006,,,
,footway,,41.16892675882416,-8.676020105747819,18.959,,,
,footway,,41.1689460102495,-8.675843938480114,20.407,,,
,footway,,41.16933365466534,-8.676246409332043,110.93500000000002,,,
Avenida de Paiva Couceiro,primary,,41.1442981,-8.57898845,35.292,,,
,service,,41.1442198,-8.57921945,7.743,,parking_aisle,
Avenida de Paiva Couceiro,primary,50,41.14394675055162,-8.579771439591863,116.456,,,
Rua Coronel Almeida Valente,residential,,41.176053086946574,-8.61089311773294,109.678,,,
Rua Coronel Almeida Valente,residential,,41.17563744272603,-8.610028152691463,64.041,,,
Rua Conde de Aurora,residential,,41.17541642849488,-8.610525801932615,76.809,,,
,footway,,41.1591231,-8.635677600000001,2.764,,,
,footway,,41.159128550000005,-8.6357143,3.499,,,
Rua João de Deus,residential,,41.15920279558268,-8.635722761799723,17.861,,,
,service,,41.16143965,-8.63873905,13.582,,,
Rua de Pedro Hispano,secondary,,41.16134547441515,-8.638810930999488,25.846999999999998,,,
Rua de Pedro Hispano,secondary,,41.16159385134034,-8.638215208393499,88.176,,,
Rua de Pedro Hispano,secondary,,41.1609294,-8.6398274,126.917,,,
Rua de Pedro Hispano,secondary,,41.1612443,-8.6390528,20.477,,,
,service,,41.15607532675482,-8.630515574724996,28.372,,parking_aisle,
Rua Gonçalo Sampaio,secondary,,41.15475335,-8.63079905,16.935,,,
Rua Gonçalo Sampaio,secondary,,41.154632588880055,-8.63094738611558,19.628,,,
,footway,,41.1556949,-8.629935499999998,3.713,,,
,footway,,41.15571275,-8.6299599,1.986,,,
,service,,41.15524605065232,-8.630089335913496,131.307,,parking_aisle,yes
,service,,41.1559552,-8.63070265,15.029,,parking_aisle,
Rua de Agramonte,tertiary,,41.15578765969919,-8.630701376747943,31.053,,,
Rua de Agramonte,tertiary,,41.15614215734489,-8.630978409846367,60.769999999999996,,,
Praça do Bom Sucesso,secondary,,41.15570935,-8.62984835,11.7,,,
,service,,41.15574495,-8.62985705,6.736,,parking_aisle,
Rua de Nossa Senhora de Fátima,tertiary,,41.16034288522615,-8.621996399727447,37.509,,,
Rua do Pintor António Cruz,service,,41.1567747,-8.654709050000001,11.679,,,
Rua do Pintor António Cruz,service,,41.15695025,-8.65318735,13.651,,,
Rua do Pintor Arpad Szenes,residential,,41.15692063410083,-8.652957436696129,25.955,,,
Rua do Pintor António Cruz,service,,41.1567747,-8.654709050000001,11.679,,,
Rua do Pintor António Cruz,service,,41.156907628897756,-8.654506333678007,38.736000000000004,,,
,footway,,41.156773299119344,-8.654917700973533,41.385999999999996,,,
Rua do Pintor António Cruz,service,,41.156907628897756,-8.654506333678007,38.736,,,
Rua do Pintor António Cruz,service,,41.15693819478571,-8.654038705125652,41.781,,,
Rua de Henrique Alegria,service,,41.15634271663818,-8.653975988399672,67.374,,,
Rua de Henrique Alegria,service,,41.156797600000004,-8.6537847,30.944,,,
Rua do Pintor António Cruz,service,,41.15693819478571,-8.654038705125652,41.781,,,
Rua do Pintor António Cruz,service,,41.15693847719159,-8.65359663392025,32.252,,,
,footway,,41.157056499999996,-8.62957205,11.384,,,
,"['footway', 'cycleway']",,41.15691845764036,-8.629551475361025,28.363,,,
Praça Mouzinho de Albuquerque,primary,,41.15698717810277,-8.629497847514806,16.552999999999997,,,
,footway,,41.1588366,-8.62896295,9.23,,,
Praça Mouzinho de Albuquerque,primary,,41.15888225,-8.62900595,9.288,,,
,cycleway,,41.15941983674412,-8.628779683519953,124.16999999999999,,,
,service,,41.175443599999994,-8.59980435,24.782,,,
,service,,41.175565199999994,-8.59980415,8.783,,parking_aisle,
,service,,41.176012,-8.59951565,110.566,,parking_aisle,
,service,,41.17594043459152,-8.599275752829982,163.233,,parking_aisle,
,service,,41.175565199999994,-8.59980415,8.783,,parking_aisle,
,service,,41.1754916654756,-8.599899477677527,21.082,,,
,service,,41.176069640863275,-8.59960516777788,115.32499999999999,,parking_aisle,
,service,,41.1744553,-8.59761525,19.027,,,
Rua do Actor Ferreira da Silva,residential,,41.17462087823774,-8.597911774236726,57.58,,,
Rua do Actor Ferreira da Silva,residential,,41.174278102530096,-8.597595774348045,34.731,,,
,service,,41.17548284992505,-8.59752536893651,26.172000000000004,,,
,service,,41.174931667789586,-8.597332901811882,112.739,,,
,path,,41.17554271382416,-8.597160377459574,48.306999999999995,,,
,service,,41.17548284992505,-8.59752536893651,26.172000000000004,,,
,service,,41.1744553,-8.59761525,19.027,,,
,service,,41.1743877,-8.59741005,31.411,,,
,service,,41.17493166778958,-8.597332901811882,112.739,,,
,service,,41.1743877,-8.59741005,31.411,,,
Rua de Fernandes Tomás,secondary,,41.15065885,-8.6095827,10.447,,,
,service,,41.15094377812948,-8.609607992579125,74.81399999999998,,parking_aisle,
Beco de Redemoínhos,"['footway', 'steps']",,41.1428697963707,-8.610862174686602,46.399,,,
Rua de Dom Hugo,service,,41.143009582178,-8.610809503347102,26.916,,,
Beco de Redemoínhos,"['footway', 'steps']",,41.14286979637069,-8.6108621746866,46.39900000000001,,,
Calçada de Vandoma,residential,40,41.1430955,-8.610997000000001,8.972,,,
Calçada de Vandoma,"['residential', 'service']",40,41.14307603882095,-8.611108448107059,10.187999999999999,,,
Rua de São Sebastião,service,,41.14263715,-8.61231875,2.103,,,
Rua de São Sebastião,service,,41.142589143043175,-8.612299267130537,9.06,,,
,"['footway', 'steps']",,41.142651765141494,-8.61219305293789,21.106,,,
Rua de São Sebastião,service,,41.14265535,-8.612326150000001,2.13,,,
Rua de São Sebastião,service,,41.142745729278424,-8.612352680108694,18.987000000000002,,,
,"['footway', 'steps']",,41.14269012637753,-8.612207452594227,21.299,,,
,footway,,41.14184586645275,-8.609716111328085,44.918000000000006,,,
,service,50,41.142947500000005,-8.6088454,56.98,,parking_aisle,
,service,20,41.14270186068301,-8.607954071632388,62.115,,parking_aisle,
,service,20,41.14251104247165,-8.607640437893842,5.631,,parking_aisle,
,"['footway', 'steps']",,41.14331485569093,-8.608736058436467,13.360000000000003,,,
,"['footway', 'steps']",,41.14037797012771,-8.61332289856197,7.76,,,
,footway,,41.14034823750518,-8.613665398854499,50.75,,,
Viela do Carvão,pedestrian,,41.140391540542986,-8.613366545956055,3.5140000000000002,,,yes
Rua de Cima do Muro,footway,,41.14072065,-8.611056,33.385,yes,,
Rua de Cima do Muro,footway,,41.140613337015616,-8.611890735080951,108.44000000000001,yes,,
,"['footway', 'steps']",,41.140732237246084,-8.611185829712081,18.151,,,
Rua de Cima do Muro,footway,,41.14056835,-8.6126277,15.827,yes,,
,"['footway', 'steps']",,41.14054876625067,-8.612635000853006,20.954,,,
Rua de Cima do Muro,footway,,41.140613337015616,-8.611890735080951,108.44,yes,,
,footway,,41.14884655,-8.5854669,13.032,,,
,footway,,41.1487484,-8.585592349999999,11.776,,,
,footway,,41.14879458091031,-8.585529552244603,8.517,,,
,footway,,41.14889152823905,-8.585562394553897,20.45,,,
,footway,,41.14884655,-8.5854669,13.032,,,
,footway,,41.14879458091031,-8.585529552244603,8.517,,,
,footway,,41.14870433729938,-8.585489473939411,20.466,,,
,footway,,41.16800444999999,-8.57696405,66.633,,,
,footway,,41.16793495,-8.57739155,6.585,,,
,footway,,41.167765200000005,-8.577052649999999,63.734,,,
,footway,,41.16751135,-8.576841,22.82,,,
,footway,,41.167765200000005,-8.577052649999999,63.734,,,
,footway,,41.167808802411386,-8.576585105596271,60.998999999999995,,,
,footway,,41.16800444999999,-8.57696405,66.633,,,
,footway,,41.1681035227156,-8.576319301707269,45.46000000000001,,,
,footway,,41.16780880241141,-8.576585105596275,60.999,,,
,path,,41.168484176021316,-8.576985655840778,115.236,,,
Rua Ateneu Comercial do Porto,living_street,,41.1480112,-8.60765505,24.327,,,
,service,,41.147907849999996,-8.607698599999999,2.941,,parking_aisle,
,service,,41.14109785,-8.6184694,8.428,,parking_aisle,
,service,,41.14096576361058,-8.618044284329322,464.34200000000004,,parking_aisle,
,service,,41.14116196362939,-8.618363064043917,21.266,,parking_aisle,
,service,,41.14109785,-8.6184694,8.428,,parking_aisle,
,service,,41.140965763610595,-8.618044284329324,464.34200000000004,,parking_aisle,
Rua Nova da Alfândega,primary,50,41.141104600000006,-8.61784855,80.983,,,
Rua Nova da Alfândega,primary,50,41.141311200000004,-8.6183046,8.151,,,
Rua Nova da Alfândega,primary,50,41.141311200000004,-8.6183046,8.151,,,
Rua Nova da Alfândega,primary,50,41.14175296998444,-8.619096592146215,158.699,,,
,service,,41.1413063584,-8.618364660878319,6.111,,parking_aisle,
,service,,41.141582370765526,-8.619666625499331,12.094999999999999,,parking_aisle,
,service,,41.14185154844162,-8.620168965829807,111.76700000000001,,parking_aisle,
Rua Nova da Alfândega,primary,50,41.14235301092725,-8.62002837946096,45.622,,,
Rua Nova da Alfândega,primary,50,41.14295202018435,-8.620750755443764,134.411,,,
,service,,41.14247299955781,-8.620250199593865,4.86,,parking_aisle,
,service,,41.14155243630145,-8.619441707984674,92.14899999999999,,parking_aisle,
,service,,41.141894324348016,-8.620109191051165,101.225,,parking_aisle,
,service,,41.14233011519042,-8.620397501451501,35.393,,parking_aisle,
Rua da Travagem,living_street,,41.165609200000006,-8.6363453,76.688,,,
,footway,,41.16579325,-8.63673585,7.69,,,
Rua da Travagem,living_street,,41.166178553225635,-8.637251228304889,124.325,,,
,footway,,41.177284400000005,-8.6093388,3.656,,,
,footway,,41.177316950000005,-8.609353200000001,3.973,,,
Rua Conde de Avranches,tertiary,,41.177131541205284,-8.610051204928231,123.833,,,
,service,,41.17700215,-8.61243655,4.909,,parking_aisle,
Rua Coronel Almeida Valente,tertiary,,41.17711594576559,-8.61278259254998,63.26899999999999,,,
Rua da Telheira,residential,,41.1786013,-8.6185361,13.353,,,
Rua dos Miosótis,residential,,41.17853685,-8.6186434,17.484,,,
Rua Nova do Tronco,residential,,41.179109064358144,-8.618517548161375,114.07399999999998,,,
Rua da Telheira,residential,,41.17865699254245,-8.618916503050885,51.853,,,
,"['footway', 'steps']",,41.179770748336665,-8.624364029392948,45.876,,,
"['Rua de Santa Luzia', 'Rua da Senhora do Porto']",residential,,41.17947292095544,-8.623898300948081,91.93299999999999,,,
Rua da Senhora do Porto,residential,,41.17919591381686,-8.625511604327896,214.192,,,
,trunk_link,,41.17990281861075,-8.624171517439029,41.722,,,
,"['footway', 'steps']",,41.17977074833665,-8.624364029392948,45.876000000000005,,,
Estrada Interior da Circunvalação,primary,,41.18000661572454,-8.624164813267207,39.823,,,
Praça de Nove de Abril,residential,,41.17260985,-8.6110831,6.524,,,
Rua de Delfim Maia,residential,,41.17264865,-8.6110278,9.009,,,
,cycleway,,41.172612,-8.6111429,12.118,,,
Praça de Nove de Abril,residential,,41.17270360207351,-8.611953735172975,146.94,,,
,footway,,41.1718341,-8.61202845,11.781,,,
,footway,,41.171837455823606,-8.612374950036816,46.28,,,
,footway,,41.171935150415415,-8.61214349143761,22.677,,,
,footway,,41.171821449999996,-8.6118681,15.209,,,
,footway,,41.1718341,-8.61202845,11.781,,,
,footway,,41.171644400000005,-8.61198525,41.299,,,
,footway,,41.171821449999996,-8.6118681,15.209,,,
,footway,,41.17178495,-8.611538150000001,40.631,,,
,footway,,41.1720788058065,-8.6115070775286,93.257,,,
,footway,,41.17246015,-8.6116384,41.572,,,
,footway,,41.1720788058065,-8.611507077528602,93.257,,,
,footway,,41.17255351436997,-8.611309086068838,19.77,,,
,footway,,41.1723899,-8.61206305,31.231,,,
,footway,,41.17229425,-8.612418649999999,32.286,,,
,footway,,41.17219302455722,-8.612219269842866,36.409,,,
,footway,,41.172537615318554,-8.612426428227357,50.312999999999995,,,
,footway,,41.171935150415415,-8.61214349143761,22.677,,,
,footway,,41.172193024557224,-8.612219269842868,36.409,,,
,footway,,41.172165513701145,-8.611966965377286,49.29599999999999,,,
,footway,,41.172582750000004,-8.6111459,10.022,,,
,cycleway,,41.172612,-8.6111429,12.118,,,
,footway,,41.172170449999996,-8.6112521,92.496,,,
,footway,,41.17263505,-8.6119233,120.643,,,
,footway,,41.172553514369966,-8.611309086068836,19.77,,,
,footway,,41.171300499999994,-8.6123818,71.311,,,
,footway,,41.171644400000005,-8.61198525,41.299,,,
,footway,,41.17129665,-8.61169015,64.971,,,
,footway,,41.1714118,-8.61201845,10.728,,,
,footway,,41.1727257,-8.6127342,18.029,,,
Rua do Amial,secondary,,41.173205843232296,-8.612980460776695,101.157,,,
Praça de Nove de Abril,secondary,,41.17235614151423,-8.612726278323617,94.255,,,
,trunk_link,60,41.178071335640794,-8.622205045668279,157.352,,,
Estrada Interior da Circunvalação,primary,,41.18228764545926,-8.61812785963345,262.772,,,
,trunk_link,50,41.18143467172566,-8.619610539593706,47.138999999999996,,,
Estrada Interior da Circunvalação,primary,,41.18420141177402,-8.642623788453227,72.24099999999999,,,
,steps,,41.14543589166986,-8.618749904401158,13.633,,,
,"['footway', 'steps']",,41.14463630193419,-8.619121051758961,23.243,,,
,"['footway', 'steps']",,41.1446719816245,-8.618942675740977,8.607000000000001,,,
,"['footway', 'steps']",,41.14486453643496,-8.61913221715184,56.32499999999999,,,
,"['footway', 'steps']",,41.14460011097192,-8.619716350379365,36.248,,,
,footway,,41.14477494952771,-8.620045587710319,154.837,,,
,"['footway', 'steps']",,41.1448346155385,-8.619597103402684,76.53,,,
,path,,41.144441657686485,-8.622094060525125,2.8310000000000004,,,
,footway,,41.14421935,-8.6198704,15.549,,,
,footway,,41.1442431,-8.61996495,5.767,,,
,footway,,41.14424078915173,-8.620304068842465,58.08200000000001,,,
