name,highway,maxspeed,latitude,longitude,length,bridge,service,tunnel
,footway,,41.155536999999995,-8.63170045,17.283,,,
,footway,,41.15559995549347,-8.631791861352049,5.652,,,
,footway,,41.15562360315302,-8.631741587113748,6.183,,,
,footway,,41.156100050000006,-8.63325065,9.805,,,
,footway,,41.1559677,-8.6334836,39.06,,,
,footway,,41.15623635,-8.633454,44.712,,,
,footway,,41.15648945,-8.63332385,52.04,,,
,footway,,41.15632860000001,-8.63381655,37.891,,,
,footway,,41.15654215,-8.6337446,38.911,,,
,footway,,41.15623635,-8.633454,44.712,,,
,footway,,41.156589450000006,-8.6340656,37.853,,,
,footway,,41.15684235,-8.63357115,62.234,,,
,footway,,41.15654215,-8.6337446,38.911,,,
,footway,,41.1567962,-8.6341941,24.463,,,
,footway,,41.156700058764315,-8.634024904661267,46.245000000000005,,,
,footway,,41.15693967370798,-8.634256433795333,45.444,,,
,footway,,41.1568232,-8.63458105,23.556,,,
,footway,,41.15673445,-8.634757950000001,12.038,,,
,footway,,41.15672845,-8.63466365,9.775,,,
,footway,,41.15667295,-8.63443335,24.077,,,
,footway,,41.156581349999996,-8.63461135,12.024,,,
,footway,,41.15653435,-8.63447565,21.478,,,
,footway,,41.156652349999995,-8.634590800000002,11.087,,,
,footway,,41.1563916,-8.634527049999999,25.856,,,
,footway,,41.15651595,-8.634283150000002,23.465,,,
,footway,,41.15653435,-8.63447565,21.478,,,
,footway,,41.1568232,-8.63458105,23.556,,,
,footway,,41.15680815,-8.63438945,20.712,,,
,footway,,41.15693967370798,-8.634256433795333,45.444,,,
,footway,,41.1567962,-8.6341941,24.463,,,
,footway,,41.15667295,-8.63443335,24.077,,,
,footway,,41.15665455,-8.634240850000001,21.556,,,
,footway,,41.15680815,-8.63438945,20.712,,,
,footway,,41.15651595,-8.634283150000002,23.465,,,
,footway,,41.15665455,-8.634240850000001,21.556,,,
,footway,,41.156700058764315,-8.634024904661267,46.245000000000005,,,
,footway,,41.1565771,-8.634697150000001,7.347,,,
,footway,,41.15662494742768,-8.634707962670612,6.089,,,
,footway,,41.15660442369665,-8.634755892997205,5.997,,,
,footway,,41.156681,-8.634795050000001,6.551,,,
,footway,,41.15663951045285,-8.63478320390477,4.683000000000001,,,
,footway,,41.15666066497721,-8.63473996887289,5.8999999999999995,,,
,footway,,41.156593900000004,-8.6348342,10.05,,,
,footway,,41.15660442369666,-8.634755892997207,5.997,,,
,footway,,41.15663951045285,-8.63478320390477,4.683,,,
,footway,,41.15667185,-8.63466945,8.152,,,
,footway,,41.15666066497722,-8.63473996887289,5.8999999999999995,,,
,footway,,41.15662494742768,-8.634707962670612,6.089,,,
,footway,,41.156652349999995,-8.634590800000002,11.087,,,
,footway,,41.15672845,-8.63466365,9.775,,,
,footway,,41.15667185,-8.63466945,8.152,,,
,footway,,41.1563832,-8.632280399999999,8.198,,,
,footway,,41.15631875,-8.6322243,8.962,,,
,footway,,41.1564108,-8.632135250000001,23.251,,,
,footway,,41.1564108,-8.632135250000001,23.251,,,
,footway,,41.156600861078154,-8.631800941006794,51.519999999999996,,,
,footway,,41.1566284323616,-8.631960747653551,49.974999999999994,,,
,footway,,41.157046449999996,-8.63317205,18.549,,,
,footway,,41.157166149999995,-8.632938,28.827,,,
,footway,,41.15710545,-8.6330961,3.77,,,
,footway,,41.15693946148593,-8.632843082993176,61.07,,,
,footway,,41.1566359,-8.6328585,32.412,,,
,footway,,41.15648945,-8.63332385,52.04,,,
,footway,,41.156418099999996,-8.632947999999999,38.912,,,
,footway,,41.15679403410287,-8.633143506912868,50.538000000000004,,,
,footway,,41.15684235,-8.63357115,62.234,,,
,footway,,41.157046449999996,-8.63317205,18.549,,,
,footway,,41.15679403410287,-8.633143506912868,50.538000000000004,,,
,footway,,41.1573314,-8.633318599999999,16.873,,,
,footway,,41.15750893655933,-8.633238228898117,39.212,,,
,footway,,41.1573285683261,-8.633592593327299,44.459,,,
,footway,,41.157145650000004,-8.63373455,20.899,,,
,footway,,41.15732856832609,-8.633592593327299,44.458999999999996,,,
,footway,,41.15706961606472,-8.634034355891123,58.454,,,
,footway,,41.1570168,-8.63331085,40.166,,,
,footway,,41.156993,-8.633585199999999,21.265,,,
,footway,,41.15681193836865,-8.633791391182019,60.403999999999996,,,
,footway,,41.1570168,-8.63331085,40.166,,,
,footway,,41.15720625000001,-8.63293685,35.31,,,
,footway,,41.1571938,-8.633185600000001,20.973,,,
,footway,,41.15710545,-8.6330961,3.77,,,
,footway,,41.15752745,-8.632981350000001,21.024,,,
,footway,,41.15770227374241,-8.632791443231048,56.892,,,
,footway,,41.15750893655933,-8.633238228898117,39.211999999999996,,,
,footway,,41.15720625000001,-8.63293685,35.31,,,
,footway,,41.15737265,-8.63283525,21.209,,,
,footway,,41.157446130280945,-8.632546119000493,58.016999999999996,,,
,footway,,41.157543200000006,-8.632732149999999,36.039,,,
,footway,,41.157446130280945,-8.632546119000493,58.016999999999996,,,
,footway,,41.15770227374241,-8.632791443231048,56.892,,,
,footway,,41.15737265,-8.63283525,21.209,,,
,footway,,41.15752745,-8.632981350000001,21.024,,,
,footway,,41.1573602,-8.633084,35.566,,,
,footway,,41.157543200000006,-8.632732149999999,36.039,,,
,footway,,41.1571938,-8.633185600000001,20.973,,,
,footway,,41.1573314,-8.633318599999999,16.873,,,
,footway,,41.157169999999994,-8.633459949999999,40.276,,,
,footway,,41.1573602,-8.633084,35.566,,,
,footway,,41.156993,-8.633585199999999,21.265,,,
,footway,,41.157145650000004,-8.63373455,20.899,,,
,footway,,41.1569743,-8.6338513,38.387,,,
,footway,,41.157169999999994,-8.633459949999999,40.276,,,
,footway,,41.1569743,-8.6338513,38.387,,,
,footway,,41.15706961606472,-8.634034355891123,58.454,,,
,footway,,41.15681193836865,-8.633791391182019,60.403999999999996,,,
,footway,,41.15560755,-8.63277385,12.557,,,
,footway,,41.15548454999999,-8.6330208,37.022,,,
,footway,,41.155502600000005,-8.6327601,20.799,,,
,footway,,41.15533275,-8.632869750000001,37.759,,,
,footway,,41.155524299999996,-8.6324989,37.545,,,
,footway,,41.155502600000005,-8.6327601,20.799,,,
,footway,,41.15614185,-8.63196955,17.658,,,
,footway,,41.156223771721464,-8.631772895901275,23.475,,,
,footway,,41.15609918214867,-8.631838383343826,11.676000000000002,,,
,footway,,41.15636255,-8.63156015,28.039,,,
,footway,,41.15623283341207,-8.631605290941716,12.021,,,
,footway,,41.15622377172146,-8.631772895901275,23.474999999999998,,,
,footway,,41.15611050009014,-8.631674971006154,22.434,,,
,footway,,41.15623283341207,-8.631605290941716,12.020999999999999,,,
,footway,,41.156213136808304,-8.631420321579771,28.272000000000002,,,
,footway,,41.15609918214867,-8.631838383343828,11.675999999999998,,,
,footway,,41.15611050009015,-8.631674971006154,22.434,,,
,footway,,41.15596551778047,-8.631883654364284,29.938,,,
,footway,,41.15582655,-8.63194995,3.498,,,
,footway,,41.155958,-8.6320634,31.412,,,
,footway,,41.15596551778047,-8.631883654364284,29.938,,,
,footway,,41.15635825,-8.63136175,29.602,,,
,footway,,41.156213136808304,-8.631420321579773,28.272,,,
,footway,,41.15602193554111,-8.631551273205416,81.41499999999999,,,
,footway,,41.15636255,-8.63156015,28.039,,,
,footway,,41.15635825,-8.63136175,29.602,,,
,footway,,41.156389711506556,-8.631794872932351,70.12100000000001,,,
,footway,,41.1562541,-8.63216865,8.19,,,
,footway,,41.15618125,-8.6321075,11.001,,,
,footway,,41.156389711506556,-8.631794872932351,70.12100000000001,,,
,footway,,41.15561699610788,-8.631020129926354,33.775,,,
,footway,,41.15561057635307,-8.630787188241106,14.559000000000001,,,
,"['footway', 'steps']",,41.15571322065447,-8.630885090602039,23.854,,,
,"['footway', 'steps']",,41.15571322065447,-8.630885090602039,23.854,,,
Rua do Monte do Bonfim,residential,50,41.1526328,-8.593654350000001,14.447,,,
,footway,,41.152555861653006,-8.59366475656073,6.959,,,
,footway,,41.15222325000001,-8.59422875,18.092,,,
,footway,,41.15220135,-8.5943373,7.524,,,
,footway,,41.15209310722149,-8.594173730399143,35.957,,,
,footway,,41.1524354,-8.593654449999999,24.29,,,
,footway,,41.15228405,-8.593702799999999,18.961,,,
,footway,,41.152165124513274,-8.59375044504123,56.41799999999999,,,
,footway,,41.15220135,-8.5943373,7.524,,,
,footway,,41.15221305,-8.5943888,5.964,,,
,footway,,41.152377905451466,-8.594403043231212,34.874,,,
,footway,,41.15255705,-8.594239900000002,22.474,,,
,footway,,41.1525075,-8.594038000000001,29.792,,,
,footway,,41.15262765959104,-8.593888889729978,46.023,,,
,footway,,41.152467099999996,-8.5938206,25.772,,,
,footway,,41.1524354,-8.593654449999999,24.29,,,
,footway,,41.152555861653006,-8.59366475656073,6.959,,,
,footway,,41.15262765959104,-8.593888889729978,46.023,,,
,footway,,41.15213315,-8.59400005,2.773,,,
,footway,,41.152188249999995,-8.5938915,19.148,,,
,footway,,41.15216512451327,-8.593750445041232,56.41799999999999,,,
,footway,,41.15213315,-8.59400005,2.773,,,
,footway,,41.1522,-8.59407895,19.707,,,
,steps,,41.15207925,-8.5939729,12.487,,,
,footway,,41.15209310722149,-8.594173730399143,35.957,,,
,footway,,41.15222325000001,-8.59422875,18.092,,,
,footway,,41.15233445,-8.594042649999999,21.691,,,
,footway,,41.152384,-8.594244549999999,29.724,,,
,footway,,41.1522,-8.59407895,19.707,,,
,footway,,41.15255705,-8.594239900000002,22.474,,,
,footway,,41.152384,-8.594244549999999,29.724,,,
,footway,,41.152377905451466,-8.594403043231212,34.874,,,
,footway,,41.15233445,-8.594042649999999,21.691,,,
,footway,,41.152467099999996,-8.5938206,25.772,,,
,footway,,41.15231575,-8.593868950000001,21.396,,,
,footway,,41.1525075,-8.594038000000001,29.792,,,
,footway,,41.15231575,-8.593868950000001,21.396,,,
,footway,,41.152188249999995,-8.5938915,19.148,,,
,footway,,41.15228405,-8.593702799999999,18.961,,,
,steps,,41.15207925,-8.5939729,12.487,,,
,footway,,41.15197415,-8.59403845,22.022,,,
,footway,,41.1521276,-8.593746150000001,37.652,,,
,footway,,41.15196915,-8.593870800000001,17.385,,,
,footway,,41.1521276,-8.593746150000001,37.652,,,
,footway,,41.151873,-8.594223750000001,14.095,,,
,footway,,41.15169580932782,-8.594234898657017,33.174,,,
,footway,,41.152017046635834,-8.594360706821245,42.446,,,
,footway,,41.151873,-8.594223750000001,14.095,,,
,footway,,41.15191310000001,-8.59415025,1.104,,,
,footway,,41.1517250680581,-8.594049460917104,54.695,,,
,steps,,41.15157145,-8.5941483,7.147,,,
,footway,,41.15172506805809,-8.594049460917104,54.69499999999999,,,
,footway,,41.15169580932782,-8.594234898657017,33.174,,,
,steps,,41.15150375,-8.594100300000001,9.92,,,
,footway,,41.15141375,-8.5940274,13.552,,,
,footway,,41.151383442808886,-8.594168040350143,59.541999999999994,,,
,footway,,41.15154369074155,-8.593981879989611,29.696,,,
,steps,,41.15150375,-8.594100300000001,9.92,,,
,steps,,41.15157145,-8.5941483,7.147,,,
,footway,,41.151539099999994,-8.594139850000001,2.144,,,
,footway,,41.1515499,-8.59411415,2.797,,,
,footway,,41.151539099999994,-8.594139850000001,2.144,,,
,footway,,41.15152419177764,-8.594198905965627,32.213,,,
,footway,,41.15152419177764,-8.594198905965627,32.213,,,
,footway,,41.1515499,-8.59411415,2.797,,,
,footway,,41.151597503219044,-8.59399894082878,48.821999999999996,,,
,footway,,41.151597503219044,-8.59399894082878,48.821999999999996,,,
,footway,,41.15191310000001,-8.59415025,1.104,,,
,footway,,41.15197415,-8.59403845,22.022,,,
,footway,,41.15205605,-8.59428065,38.559,,,
,footway,,41.15205605,-8.59428065,38.559,,,
,footway,,41.15221305,-8.5943888,5.964,,,
,footway,,41.152017046635834,-8.594360706821243,42.446,,,
,footway,,41.15191245,-8.59379615,2.67,,,
,footway,,41.15194609737595,-8.593617188342884,73.738,,,
,footway,,41.15194609737595,-8.593617188342884,73.738,,,
,footway,,41.15196915,-8.593870800000001,17.385,,,
,steps,,41.15186045,-8.593767,12.39,,,
,footway,,41.15191245,-8.59379615,2.67,,,
,footway,,41.15189685,-8.59382435,3.2,,,
,footway,,41.15189685,-8.59382435,3.2,,,
,footway,,41.15181715773588,-8.593870260632773,46.765,,,
,footway,,41.15181715773588,-8.593870260632771,46.765,,,
,steps,,41.15186045,-8.593767,12.39,,,
,footway,,41.151774,-8.59380895,16.828,,,
,footway,,41.1517644,-8.5936725,14.201,,,
,footway,,41.151876026488615,-8.593532160116926,41.522999999999996,,,
,footway,,41.151774,-8.59380895,16.828,,,
,footway,,41.15156005,-8.5935881,16.635,,,
,footway,,41.15156005,-8.5935881,16.635,,,
,footway,,41.151619049999994,-8.5934816,5.505,,,
,footway,,41.15165915,-8.59356435,15.394,,,
,footway,,41.15165915,-8.59356435,15.394,,,
,footway,,41.1517644,-8.5936725,14.201,,,
,footway,,41.15176465,-8.5935029,22.712,,,
,"['footway', 'steps']",,41.15165419050933,-8.59373612651791,24.131,,,
,footway,,41.15176465,-8.5935029,22.712,,,
,footway,,41.15171069213888,-8.593376664801829,26.252000000000002,,,
,footway,,41.151876026488615,-8.593532160116926,41.522999999999996,,,
,"['footway', 'steps']",,41.15165419050934,-8.59373612651791,24.131,,,
,footway,,41.15146317921488,-8.593830285434153,40.164,,,
,footway,,41.15154369074155,-8.593981879989611,29.696,,,
,footway,,41.15141375,-8.5940274,13.552,,,
,footway,,41.15138344280888,-8.59416804035014,59.542,,,
,footway,,41.15146317921488,-8.593830285434153,40.164,,,
,footway,,41.15108803565877,-8.593980721309546,19.787999999999997,,,
,footway,,41.151241261932384,-8.593882396835225,21.249,,,
,footway,,41.15113257371015,-8.593856416021456,7.793,,,
,footway,,41.15104635,-8.59408565,3.138,,,
,footway,,41.151128384938964,-8.594181433701555,24.799,,,
,footway,,41.15108803565876,-8.593980721309542,19.788,,,
Rua de Barros Lima,tertiary,50,41.15200175,-8.59455175,127.035,,,
,service,,41.151364947706924,-8.594728111547937,62.211999999999996,,,
,service,,41.151364947706924,-8.594728111547937,62.211999999999996,,,
Rua de Pinto Bessa,tertiary,50,41.15079129061203,-8.593276828999931,64.77699999999999,,,
Travessa de Pinto Bessa,living_street,,41.15090785157851,-8.592677011115216,66.55199999999999,,,
Travessa de Pinto Bessa,living_street,,41.150907851578516,-8.592677011115216,66.55199999999999,,,
,footway,,41.151619049999994,-8.5934816,5.505,,,
,footway,,41.15171069213888,-8.593376664801829,26.252000000000002,,,
,steps,,41.15160977447515,-8.593436009501954,6.198,,,
Rua do Monte do Bonfim,residential,50,41.152044007729664,-8.593428257731988,120.946,,,
,steps,,41.15160977447515,-8.593436009501954,6.198,,,
Rua de Godim,residential,,41.153762400000005,-8.58757945,7.386,,,
,service,,41.15376805,-8.5875241,4.294,,driveway,
Rua de Godim,residential,,41.15408974963666,-8.587110271210463,101.647,,,
,service,,41.154538057731536,-8.585211819734807,448.753,,,
,service,,41.154538057731536,-8.585211819734809,448.75300000000004,,,
,service,,41.15483900913184,-8.586036106782064,26.143,,,
,service,,41.15473013298391,-8.586961624097826,70.925,,,
,service,,41.15543275,-8.58458495,6.406,,parking_aisle,
Rua da Fonte Velha,residential,,41.155361185860784,-8.584673728221839,20.15,,,
Rua da Fonte Velha,"['path', 'footway', 'residential']",,41.1556956108062,-8.584455046686521,79.106,,,
,service,,41.15543275,-8.58458495,6.406,,parking_aisle,
,service,,41.155329937997074,-8.584457604044188,71.471,,parking_aisle,
Rua da Lameira de Baixo,residential,,41.1580006,-8.583194299999999,18.68,,,
Rua da Lameira de Baixo,residential,,41.1580993,-8.583484599999998,34.653,,,
Rua Nuno Grande,residential,,41.15751934212891,-8.583550799505648,122.77099999999999,,,
Rua de São Roque da Lameira,tertiary,,41.15856745,-8.5837039,49.422,,,
,service,,41.15841382443361,-8.583830754968357,22.948,,,
Rua de São Roque da Lameira,tertiary,,41.158396357386756,-8.584080290289778,24.21,,,
,service,,41.15824774554989,-8.583523987880625,12.946,,,
,service,,41.15850887107879,-8.58348760902708,15.215,,,
,service,,41.158624081642216,-8.583438542662986,13.769,,,
,service,,41.15840956569557,-8.583291371461604,71.085,,,
Rua de São Roque da Lameira,tertiary,,41.15856745,-8.5837039,49.422,,,
Rua de São Roque da Lameira,tertiary,,41.158757949999995,-8.5832964,30.892,,,
Rua da Lameira de Baixo,residential,,41.1580993,-8.583484599999998,34.653,,,
,service,,41.1582048,-8.5836355,11.191,,,
Rua da Lameira de Baixo,residential,,41.15825446923206,-8.583938503469724,48.737,,,
,service,,41.15831698975875,-8.58342404157676,16.166,,,
,service,,41.1582715,-8.58361925,6.665,,,
,service,,41.15833765,-8.5835481,17.996,,,
,service,,41.15841115,-8.5834834,8.624,,,
,service,,41.1584026,-8.5836124,19.223,,,
,service,,41.15833143602738,-8.583674986660306,9.504,,,
,service,,41.155593249999995,-8.58158865,15.051,,parking_aisle,
,service,,41.155671,-8.58156715,4.626,,parking_aisle,
,service,,41.15562983108025,-8.581710853316833,21.293999999999997,,driveway,
"Rua da Fábrica ""A Invencível""",secondary,,41.1557168,-8.58215805,18.638,,,
,service,,41.155565100000004,-8.581819500000002,6.436,,parking_aisle,
,service,,41.15558677139804,-8.581989152450213,28.692999999999998,,driveway,
,service,,41.15550945,-8.581586,3.592,,parking_aisle,
,service,,41.155593249999995,-8.58158865,15.051,,parking_aisle,
,service,,41.155598499999996,-8.5809242,16.773,,parking_aisle,
,service,,41.15572682127564,-8.580834914355739,18.353,,parking_aisle,
,service,,41.155650974924384,-8.581236631033992,60.042,,parking_aisle,
,service,,41.15579275,-8.581192699999999,64.04,,parking_aisle,
,service,,41.15595055,-8.5808169,31.651,,parking_aisle,
,service,,41.15572682127564,-8.580834914355739,18.353,,parking_aisle,
,service,,41.15572915,-8.5815588,11.008,,parking_aisle,
,service,,41.15579275,-8.581192699999999,64.04,,parking_aisle,
,service,,41.15590676543754,-8.581599548758964,29.314999999999998,,parking_aisle,
,service,,41.155671,-8.58156715,4.626,,parking_aisle,
,service,,41.15572915,-8.5815588,11.008,,parking_aisle,
,service,,41.155650974924384,-8.581236631033992,60.042,,parking_aisle,
,service,,41.15542765,-8.581586,14.6,,parking_aisle,
,service,,41.15537865,-8.58130875,46.571,,parking_aisle,
,service,,41.155258073812895,-8.581333636813968,71.493,,parking_aisle,
,service,,41.15546165,-8.58099565,15.93,,parking_aisle,
,service,,41.15537865,-8.58130875,46.571,,parking_aisle,
,service,,41.155258073812895,-8.581333636813968,71.493,,parking_aisle,
,service,,41.15542765,-8.581586,14.6,,parking_aisle,
,service,,41.15550945,-8.581586,3.592,,parking_aisle,
,service,,41.15551065,-8.5812729,52.568,,parking_aisle,
,service,,41.155598499999996,-8.5809242,16.773,,parking_aisle,
,service,,41.15546165,-8.58099565,15.93,,parking_aisle,
,service,,41.15551065,-8.5812729,52.568,,parking_aisle,
,service,,41.155565100000004,-8.581819500000002,6.436,,parking_aisle,
,service,,41.15553458870882,-8.581697985418607,18.87,,driveway,
,"['path', 'service']",,41.15514798792583,-8.581808735048782,86.242,,parking_aisle,
,living_street,,41.15516125,-8.577379050000001,39.191,,,
,living_street,,41.155650124237994,-8.577633669820207,68.486,,,
,living_street,,41.15539514213767,-8.577654779657664,29.014000000000003,,,
,living_street,,41.155359652046315,-8.577026109114202,201.78400000000002,,,
,living_street,,41.155650124238,-8.577633669820209,68.486,,,
,service,,41.154678928146346,-8.57606693431992,85.00099999999999,,driveway,
Adro da Igreja de Campanhã,unclassified,,41.154457,-8.5735915,42.171,,,
Adro da Igreja de Campanhã,unclassified,,41.15435855,-8.573813099999999,9.73,,,
Adro da Igreja de Campanhã,unclassified,,41.1545557845831,-8.573917131454206,37.053999999999995,,,
Adro da Igreja de Campanhã,unclassified,,41.15452085,-8.57332165,5.193,,,
Adro da Igreja de Campanhã,unclassified,,41.15443751298055,-8.573219212774733,27.994000000000003,,,
,unclassified,,41.154449344138015,-8.573118200180591,41.19,,,
Adro da Igreja de Campanhã,unclassified,,41.154228599999996,-8.5738208,10.895,,,
Rua da Igreja de Campanhã,residential,,41.154353495234986,-8.572806841495998,33.771,,,
,service,,41.157556318557305,-8.580449693184145,394.383,,parking_aisle,
Rua 11,track,,41.153096500000004,-8.579465599999999,32.733,,,
Beco de Bonjóia,living_street,,41.15296404776854,-8.578407743448098,23.668,,,
Rua de Bonjóia,residential,,41.15277561677676,-8.578575265799412,45.886,,,
Beco de Bonjóia,living_street,,41.15285354089167,-8.57830719146467,9.492,,,
Beco de Bonjóia,living_street,,41.15285354089167,-8.57830719146467,9.492,,,
Beco de Bonjóia,living_street,,41.15296404776854,-8.578407743448098,23.668,,,
Beco de Bonjóia,living_street,,41.1529710383849,-8.578267124835191,18.549,,,
Beco de Bonjóia,living_street,,41.1529710383849,-8.578267124835191,18.549,,,
Rua 2,"['residential', 'track']",,41.15449901101892,-8.57999642125063,35.840999999999994,,,
Rua 2,residential,,41.154678838344104,-8.57949173736022,70.113,,,
Rua 9,track,,41.15484948032833,-8.579591427631772,94.998,,,
Rua 1,residential,,41.15478355,-8.579083,19.288,,,
Rua 9,track,,41.15484948032833,-8.579591427631772,94.998,,,
Travessa do Monte da Bela,residential,,41.15525292879046,-8.579103524067738,85.153,,,
Caminho da Bela,pedestrian,,41.15545676328164,-8.579359895432441,56.99700000000001,,,
Travessa do Monte da Bela,residential,,41.155919918612184,-8.579132247645509,63.253,,,
Travessa do Monte da Bela,residential,,41.15525292879046,-8.579103524067738,85.153,,,
Caminho da Bela,pedestrian,,41.15545676328165,-8.579359895432443,56.997,,,
Travessa de Bonjóia,residential,,41.1533581,-8.5800538,11.75,,,
Viela de Bonjóia,living_street,,41.15327005,-8.580074100000001,12.972,,,
Travessa de Bonjóia,residential,,41.15302891691514,-8.579677360779911,84.53999999999999,,,
Viela de Bonjóia,living_street,,41.15327005,-8.580074100000001,12.972,,,
Viela de Bonjóia,pedestrian,,41.15292346882575,-8.58016812261341,71.554,,,
Viela de Bonjóia,pedestrian,,41.153406491309006,-8.580343764953197,53.323,,,
Rua de Bonjóia,residential,,41.15260514903139,-8.580293915620302,16.759999999999998,,,
Viela de Bonjóia,pedestrian,,41.15292346882574,-8.58016812261341,71.554,,,
Viela de Bonjóia,pedestrian,,41.15340649130901,-8.580343764953199,53.32299999999999,,,
Rua do Falcão,residential,,41.15804335,-8.57504295,91.277,,,
Rua do Falcão,residential,,41.15717963228052,-8.574748045146132,108.201,,,
Associação Nun'Álvares de Campanhã,service,,41.15738499984109,-8.575156784634355,123.82100000000001,,driveway,building_passage
Rua do Maestro Raúl Casimiro,residential,,41.15833365,-8.575891649999999,28.535,,,
Praceta do Maestro Afonso Valentim,residential,,41.15807532042208,-8.575793463296762,35.194,,,
Praceta do Maestro Afonso Valentim,residential,,41.15812490974037,-8.575919576615991,33.997,,,
Rua do Maestro Raúl Casimiro,residential,,41.1579775,-8.5759243,6.246,,,
Praceta do Maestro Afonso Valentim,residential,,41.15812490974037,-8.575919576615991,33.997,,,
Praceta do Maestro Afonso Valentim,residential,,41.15807532042208,-8.575793463296762,35.194,,,
Rua do Maestro Raúl Casimiro,residential,,41.15839745,-8.576129550000001,31.493,,,
Rua do Maestro Raúl Casimiro,residential,,41.15833365,-8.575891649999999,28.535,,,
Rua do Maestro Raúl Casimiro,residential,,41.158470707225206,-8.575821563353252,23.383000000000003,,,
Rua Doutor Alberto de Aguiar,residential,,41.1572174,-8.591766400000001,102.979,,,
Rua Doutor Alberto de Aguiar,residential,,41.15752200689474,-8.592967593947472,110.00099999999999,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15752337003655,-8.59225074402549,38.150999999999996,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15771865,-8.5920858,15.859,,,
Rua do Doutor António Ramos de Almeida,living_street,,41.15774417624262,-8.592424420914002,60.45,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15752337003655,-8.59225074402549,38.150999999999996,,,
Rua Coronel Hélder Ribeiro,living_street,,41.1580563,-8.59168885,12.194,,,
Rua Coronel Hélder Ribeiro,footway,,41.158125,-8.591519649999999,23.353,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15819803821578,-8.591873432260527,42.698,,,
Rua Coronel Hélder Ribeiro,footway,,41.158125,-8.591519649999999,23.353,,,
Rua das Antas,residential,20,41.15807135,-8.5913651,16.53,,,
Rua de José da Silva,living_street,,41.1578502,-8.5923081,45.933,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15771865,-8.5920858,15.859,,,
Rua Coronel Hélder Ribeiro,living_street,,41.1578465530603,-8.591979188287821,17.919,,,
Rua de José da Silva,living_street,,41.1578502,-8.5923081,45.933,,,
Rua do Doutor António Ramos de Almeida,living_street,,41.15774417624262,-8.592424420914002,60.45,,,
,living_street,,41.157986872959846,-8.592529585778594,16.899,,,
Rua do Tenente Vidal Pinheiro,living_street,,41.15797645,-8.59219435,52.325,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15794565933839,-8.591805624199596,19.681,,,
Rua Coronel Hélder Ribeiro,living_street,,41.1578465530603,-8.591979188287823,17.918999999999997,,,
Rua do Tenente Vidal Pinheiro,living_street,,41.15797645,-8.59219435,52.325,,,
,living_street,,41.157986872959846,-8.592529585778594,16.899,,,
,living_street,,41.15811776355425,-8.592449325525521,15.834,,,
Rua Coronel Hélder Ribeiro,living_street,,41.1580563,-8.59168885,12.194,,,
Rua do Engenheiro Mem Verdial,living_street,,41.15809776720613,-8.592077102538052,62.918000000000006,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15794565933839,-8.591805624199596,19.681,,,
Rua Coronel Hélder Ribeiro,living_street,,41.15819803821578,-8.591873432260527,42.698,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.1424248,-8.593873850000001,43.167,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.14269165,-8.59404615,22.822,,,
,footway,,41.1425268,-8.59415955,33.081,,,
,footway,,41.1426785,-8.59380265,35.556,,,
,footway,,41.1442009,-8.593998299999999,24.167,,,
,path,,41.144103799999996,-8.59371745,41.061,,,
,footway,,41.144402792301136,-8.594023918602325,42.909000000000006,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.144795,-8.5954447,23.165,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.1450294,-8.595596350000001,34.821,,,
,footway,,41.14495630000001,-8.5953195,34.582,,,
,footway,,41.1448214,-8.5956899,34.323,,,
,footway,,41.145068300000005,-8.594717750000001,21.969,,,
,footway,,41.1450849,-8.59496635,31.112,,,
,footway,,41.145429545949476,-8.595127432702451,84.31200000000001,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.14431175000001,-8.59512235,21.559,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.14454945,-8.5952832,37.774,,,
,footway,,41.144469,-8.59499635,34.981,,,
,footway,,41.144327,-8.5953615,33.845,,,
,footway,,41.144636649999995,-8.59426455,22.917,,,
,footway,,41.14485415,-8.5944929,38.744,,,
,footway,,41.144628999999995,-8.59457985,43.322,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.1440558,-8.59495465,41.925,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.14431175000001,-8.59512235,21.559,,,
,footway,,41.1442952,-8.59487745,34.571,,,
,footway,,41.144159,-8.5952463,34.228,,,
,footway,,41.144636649999995,-8.59426455,22.917,,,
,footway,,41.14452335,-8.5942672,16.334,,,
,footway,,41.144402792301136,-8.594023918602325,42.909000000000006,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.14372039999999,-8.59473575,41.193,,,
Avenida Principal do Cemitério do Prado do Repouso,footway,,41.1440558,-8.59495465,41.925,,,
,footway,,41.143956200000005,-8.594656950000001,35.49,,,
