name,address,latitude,longitude
,,41.141185828268966,-8.596593551916405
,,41.1410757909332,-8.596231643292212
,,41.14094874203172,-8.59648350919351
,,41.141125268508425,-8.596404507934976
,,41.141203206317996,-8.596651338668751
,,41.14115555587481,-8.5965036966133
,,41.140583152760584,-8.596264784322312
,,41.14110533054754,-8.596333042231882
,,41.140940401368724,-8.596113050390068
,,41.14097339970977,-8.596203522156092
,,41.141060314264884,-8.59617379168088
,,41.14180200079601,-8.597847340993717
,,41.141825753987874,-8.597712795576577
,,41.14185237903465,-8.597367737694842
,,41.141730901822235,-8.597462470252939
,,41.141734608031506,-8.597418961443688
,,41.14174572335879,-8.597511960135702
,,41.14171278909284,-8.59756544640983
,,41.14183199417405,-8.597663550329235
,,41.14184114261621,-8.597528818895306
,,41.14181899788848,-8.597762426251583
,,41.14185564164881,-8.59731123585783
,,41.14171901251878,-8.597604341938183
,,41.141848992242195,-8.597414850380611
,,41.14184471334881,-8.597473528324471
,,41.1417357962532,-8.597715771059763
,,41.14172411255607,-8.597643664072754
,,41.14183718366352,-8.597591966025837
,,41.141322883776056,-8.596059900943978
,,41.14126755071008,-8.595952199121378
,,41.1414257937192,-8.596713109986414
Antiga Serração J. Correia de Vasconcelos,,41.14148746350223,-8.596404771644703
,,41.14163293189704,-8.596724161130629
,,41.141157431766445,-8.595845151667858
,,41.14129639489546,-8.596002843732466
,,41.14190085414081,-8.59720445569571
,,41.141872282335726,-8.59711173006727
,,41.14168579661525,-8.597166561836632
,,41.14175615730474,-8.597163997169204
,,41.141710100262166,-8.597129000997091
,,41.14171331232743,-8.59708528296676
,,41.14171757180304,-8.597228966899085
,,41.14180228770206,-8.597123059856846
,,41.141788156587715,-8.597246181711505
,,41.14193899379248,-8.597331884837738
,,41.141917536302124,-8.597413779918497
,,41.14191670458033,-8.597364235640931
,,41.14190915309595,-8.597462662216758
,,41.14195344854843,-8.597294960251752
,,41.14188994184564,-8.59754996317976
,,41.14195136815476,-8.597232962923972
,,41.14183743012564,-8.596943648302531
,,41.14205361643576,-8.597270552892724
,,41.14202017871414,-8.597069497975207
,,41.14205646220232,-8.597195538635061
,,41.14201736043444,-8.597473543739344
,,41.14196744560762,-8.596976457398291
,,41.14206059730927,-8.59710271029698
,,41.14203227731553,-8.597410280896836
,,41.14200278086273,-8.597023570971984
,,41.14190890333799,-8.596950850130334
,,41.1420570428022,-8.59734166145535
,,41.14205157275066,-8.597977300819053
,,41.142095666285925,-8.597915568577843
,,41.14216917487762,-8.598265497387066
,,41.14214258353577,-8.598212571788444
,,41.14224680370144,-8.597986325374464
,,41.14229706095429,-8.598149294026491
,,41.14218106398977,-8.598008468255449
,,41.14216454408748,-8.598345936417031
,,41.1422672780692,-8.598360633243633
,,41.14216356328982,-8.598422780975735
,,41.142223647076115,-8.598497788584526
,,41.14228958598753,-8.598449930489872
,,41.14223149683366,-8.598382132173441
,,41.14219429223072,-8.598514036590183
,,41.142251688300234,-8.598480607207797
,,41.14220012477237,-8.598401367266268
,,41.142310510865514,-8.598241177742853
,,41.14231974298306,-8.598293957882092
,,41.14235470760529,-8.598405192309073
,,41.14233222563238,-8.598340799534014
,,41.14240983509875,-8.598376309644808
,,41.14234588954139,-8.59817991872275
,,41.14244800929497,-8.598355572947922
,,41.14235194012792,-8.59821335342662
,,41.14236360219935,-8.598259754792991
,,41.142503682850354,-8.598276962832877
,,41.14249348103929,-8.598175402771314
,,41.14276269365491,-8.598146812468826
,,41.167248667218004,-8.63446806587177
,,41.167236582781754,-8.634298846036417
,,41.167312327396836,-8.634598626544982
,,41.16827961681172,-8.634215819136436
,,41.167163430066225,-8.634050633500923
,,41.14261804860689,-8.597684125249065
,,41.14252765635386,-8.597859494620517
,,41.142541269465646,-8.597767932061068
,,41.14246198767266,-8.597852042927864
,,41.14282747394868,-8.598038859894329
,,41.1425774879792,-8.597659679397395
,,41.142502851575045,-8.597883895451101
,,41.14247405017651,-8.597912327377342
,,41.142525787957574,-8.597637044078144
,,41.1423607111679,-8.598012975833681
,,41.14243877223275,-8.597945268819728
,,41.142555405907,-8.597754640632928
,,41.14287538872153,-8.598089118185765
,,41.142408614999944,-8.597972832326375
,,41.14268809702616,-8.59784323717157
,,41.14255856713488,-8.5978310558979
,,41.142518221631875,-8.597791016696638
,,41.14257763068459,-8.597726295701372
,,41.14274559961879,-8.597953376639072
,,41.142489944232885,-8.597820728522612
,,41.14265952359324,-8.597786739757696
,,41.14232199461064,-8.598047609937973
,,41.14263741115284,-8.597741986973704
,,41.14247996731725,-8.597562529382108
,,41.142305841265696,-8.597752534485958
,,41.14230842273805,-8.59793593318369
,,41.14241761833652,-8.597483503506549
,,41.14216008234067,-8.597670760940996
,,41.14230252159306,-8.597548794465787
,,41.142260311538834,-8.597665031298693
,,41.1421996260158,-8.597541331034563
,,41.14232862682745,-8.597449963697475
,,41.14228705723271,-8.597587423140316
,,41.142243760166785,-8.597705403956386
,,41.142227789453536,-8.597768220439404
,,41.142287667654266,-8.597297644811924
,,41.14236687247877,-8.597362747841702
,,41.14227266423495,-8.5976232431381
,,41.14231377111149,-8.597498888643843
,,41.142239810910034,-8.597230047090944
,,41.14217202754922,-8.597157669058051
,,41.142109669384006,-8.596998305490763
,,41.16733690666801,-8.632564346457865
,,41.16749094194747,-8.634643118861648
,,41.16731521719538,-8.632642251885537
,,41.16735981873743,-8.63248232773072
,,41.16745244537253,-8.634597239152557
,,41.167540803553486,-8.634668330038185
,Rua do Lugarinho,41.167396741467826,-8.63228550663305
,,41.167382899585085,-8.632398908096357
,,41.16782424562911,-8.634751703061669
,,41.16765712322802,-8.634600278878452
,,41.16772065810879,-8.634559066533416
,,41.167737180435324,-8.634713198326045
,,41.167895661105405,-8.634784941159428
,,41.142450183510306,-8.598484861037438
,,41.14227071099559,-8.598605130494434
,,41.14249292914109,-8.59845720787686
,,41.14291610574677,-8.59833237510549
,,41.14232546761854,-8.598737081017546
,,41.14295532226703,-8.598389087049723
,,41.14272212733243,-8.598556374857688
,,41.14292272743987,-8.598415605472134
,,41.142869817405675,-8.598452198130762
,,41.142798605568906,-8.59850181674978
,,41.142715410512714,-8.598349515724202
,,41.14286453670051,-8.598371831730178
,,41.142539079418846,-8.598425703627614
,,41.14295504105167,-8.598196966532601
,,41.142767591156954,-8.59843617540569
,,41.14278719882188,-8.598308881008258
,,41.14300706184251,-8.598275081923045
,,41.14303563308999,-8.59832917379495
,,41.14234898558176,-8.598552173503926
,,41.14227814681638,-8.598696210405507
,,41.14266506662553,-8.598597649813069
,,41.14283224189265,-8.598279286290497
,,41.14262913844717,-8.598622204864576
,,41.14287447081139,-8.598245426882078
,,41.14240726172055,-8.598504657271778
,,41.142662202681336,-8.598507262085553
,,41.142600100047254,-8.598423662560585
,,41.14281489319758,-8.59840542240639
,,41.14234462933087,-8.598800017564622
,,41.142412364792015,-8.598972859486453
,,41.14241988572447,-8.598895383033865
,,41.142428523828826,-8.59903771920449
,,41.1424751355407,-8.599080388085692
,,41.14242446663163,-8.598818201712337
,,41.14246293608248,-8.599151882366463
,,41.14252059911267,-8.599298064091274
,,41.14250393156576,-8.599210249408797
,Rua de Gomes Freire,41.14259139994962,-8.599446194451042
,,41.14255670643717,-8.599347887628191
,Rua de Gomes Freire,41.14257607323831,-8.599400178217534
,,41.14262412118493,-8.599570960525964
,,41.14280351358278,-8.599746976078942
,,41.14299677344707,-8.599532378678136
,,41.142861173227246,-8.599706225986461
,,41.14295234389562,-8.59957032232869
,,41.14291049503224,-8.599605551133067
,Rua de Gomes Freire,41.142695760674215,-8.599744146179793
,,41.142769523717,-8.599781334715225
,,41.14272233322991,-8.599810484331467
,Rua de Gomes Freire,41.14263208945778,-8.599695864971093
,,41.1425986240071,-8.598754395382976
,Rua de Gomes Freire,41.14260857860656,-8.59950083877546
,Rua de Gomes Freire,41.14266598827287,-8.599859199583218
,,41.14259507735995,-8.598912192599313
,,41.14304897114716,-8.598394667217084
,,41.143047760365015,-8.598471718276725
,,41.14316266266524,-8.59854945116908
,,41.14308030213505,-8.598608440954798
,,41.14300230319279,-8.598663380615086
,,41.14298004814806,-8.598753149335835
,,41.14300435045595,-8.59857468056555
,,41.14310724003895,-8.598500076879956
,,41.14321187122073,-8.598586917716021
,,41.14311315855005,-8.598656022996291
,,41.14321886932228,-8.598510933518662
,,41.143182566695174,-8.598447479857196
,,41.1429665544686,-8.598601124050449
,,41.142771819145125,-8.598908422823108
,,41.143116702735256,-8.598582434209458
,,41.14304499615683,-8.598633708729121
,,41.142922372534684,-8.598793978842638
,,41.14314070604443,-8.598476235870896
,,41.14270627188472,-8.598960739256423
,,41.14287418605512,-8.598830806783209
,,41.14282425838241,-8.59886836442561
,,41.143055348626014,-8.598537517789413
,,41.14305276306082,-8.598700539087679
,,41.14291135322357,-8.59888787984396
,,41.14306271991583,-8.59878052770373
,,41.143032336362275,-8.598799984016912
,,41.14310375283287,-8.59874665946548
,,41.14281830795745,-8.59895405887579
,,41.14277486276145,-8.598987415851392
,,41.142745585862315,-8.599008632540075
,,41.14298983758886,-8.598829946412891
,,41.14286713600127,-8.598918702576126
,,41.143273273796396,-8.598622781085385
,,41.14320396788969,-8.598677147774119
,,41.143153010704985,-8.59870992068063
,,41.14295191203276,-8.59885696271177
,,41.14299663889616,-8.598929809317964
,,41.14310490646475,-8.598854085675848
,,41.14318153097957,-8.598798979199145
,,41.14303541185181,-8.598903091774524
,,41.14307355476357,-8.598876139887679
,,41.14290464827546,-8.598998613673498
,,41.14285843918019,-8.599032317219866
,,41.1428128552575,-8.599066628183119
,,41.143304501504154,-8.598699082405714
,,41.14278190380838,-8.599090677528768
,,41.14293581818234,-8.598975500235166
,,41.14296683509711,-8.598952611950358
,,41.14322446787342,-8.598764903104883
,,41.14314388652261,-8.598825890506474
,,41.14336453781186,-8.598829510472955
,,41.14304861856198,-8.598974635678756
,,41.143245869845245,-8.59882959810919
,,41.14296862591175,-8.599037976493555
,,41.143416092867945,-8.598898389766958
,,41.143295457041965,-8.599016166492762
,Rua de Pinho Leal,41.16363979565135,-8.669290047396633
,,41.142836210468744,-8.599847192427218
,,41.14272333869702,-8.599306316910988
,Rua de Gomes Freire,41.14269917957986,-8.599950925582371
,,41.14286599557646,-8.59982459144834
,,41.14290652745001,-8.599792798685254
,,41.14276001794096,-8.599904745455701
,,41.14280613333333,-8.599871115981014
,,41.14279720173212,-8.600041323249176
,,41.142940929940025,-8.600158292057039
,,41.142804821415474,-8.60013832946996
,,41.142852206276345,-8.600261762671543
,,41.14277001365931,-8.599983207165838
,,41.142984190858165,-8.600125526221323
,,41.14302787354463,-8.60009572171218
,,41.14310627834938,-8.600001685659967
,,41.14288712387327,-8.599903602257093
,,41.143071981319416,-8.60006164699077
,,41.143164319351364,-8.599997241349596
,,41.14301752430889,-8.599724573150548
,,41.14322522689659,-8.59993277405213
,,41.143253455187555,-8.599775332251673
,,41.143092075437316,-8.599464340205309
,,41.14304202052919,-8.599497938954844
,,41.1429719132702,-8.599270520223936
,,41.143015627674785,-8.599366741973471
,,41.14305766372971,-8.599125524837405
,,41.1428585640632,-8.599342965107626
,,41.14328619286535,-8.599642761539519
,,41.142892331674375,-8.59937221115615
,,41.143177976387456,-8.59952927511348
,,41.142879622106385,-8.599263930100378
,,41.14292544523373,-8.599174441554153
,,41.143140743852676,-8.599447004332468
,,41.14285477397945,-8.599480809566701
,,41.143120632239714,-8.599402477213257
,,41.14292384246852,-8.599422974969585
,,41.14302791496867,-8.59906685162391
,,41.14314238941245,-8.599293694406867
,,41.14307264766501,-8.599343680303624
,,41.142946848997866,-8.599462632958161
,,41.14303094516398,-8.59925780394173
,,41.14323431268219,-8.59965371534477
,,41.14308483292967,-8.59917755165848
,,41.143110006490836,-8.599228117562351
,,41.14296279922373,-8.599116907395736
,,41.14299747650437,-8.599182333176998
,,41.14349381142498,-8.599475271066913
,,41.14350135573777,-8.599710601763702
,,41.143582299702956,-8.599615428489425
,,41.143469643998806,-8.59954412206333
,,41.14342452369815,-8.599446836553604
,,41.14344672156308,-8.599494947047395
,,41.14342822354001,-8.599809398097587
,,41.14340098536471,-8.59936954705514
,,41.14346635417028,-8.599729529821616
,,41.143533876758895,-8.5996769188633
,,41.14346534271883,-8.599364253494445
,,41.14353107760224,-8.599273204721904
,,41.14373075407284,-8.599543896767427
,,41.14364049794869,-8.599575392010866
,,41.14369532513259,-8.599579923824518
,,41.14368293699329,-8.599269919708524
,,41.14356637995116,-8.59915866515251
,,41.143840761360046,-8.599427001734
,,41.14364922561957,-8.599226704255104
,,41.14362121618888,-8.59918300702701
,,41.14377865581865,-8.599495052024654
,,41.143756902030056,-8.599291262571684
,,41.143444707680594,-8.599077970711663
,,41.14328131171332,-8.599167233493668
,,41.14346916297883,-8.598948987085796
,,41.14395498330603,-8.600102547358718
,,41.14339586498538,-8.600359235952906
,,41.14308469486235,-8.600622647455594
,,41.14411179139887,-8.600553392828274
,,41.144277611493735,-8.600538852426167
,,41.144011344477946,-8.600335102688168
,,41.14407280419916,-8.600344652847026
,,41.14429936545826,-8.600328439106816
,,41.14400789786772,-8.600553301238751
,,41.14449880186263,-8.60054780046997
,,41.14402628137417,-8.600484327756842
,,41.14453443195616,-8.60038309365894
,,41.14396476560386,-8.60077372327769
,,41.14391528852562,-8.600760710146533
,,41.14383124572751,-8.600740318533827
,,41.143869748509175,-8.600760502401542
,,41.14358274799655,-8.600856006256983
,,41.14400887244467,-8.600752539128377
,,41.144162171178436,-8.600750621570226
,,41.144070555059365,-8.600760181633827
,,41.144120707007914,-8.600739200688393
,,41.144302912796924,-8.60075063572046
,,41.144361582924354,-8.600756502633164
,,41.1444645137128,-8.600731219966065
,,41.144497067409816,-8.601050798240003
,,41.14437208648305,-8.601022100402922
,,41.14443275904835,-8.60103576855402
,,41.14412433589516,-8.600986834015007
,,41.14446504707201,-8.601043542630348
,,41.144766342990756,-8.60082088264963
,,41.14478382862185,-8.601533279077112
,,41.14499372768506,-8.601050034672346
,,41.144863510144845,-8.601036581951432
,,41.14495104586566,-8.601039510216449
,,41.14511891516411,-8.601201987847485
,,41.14493432627351,-8.601137884258854
,,41.14506047693516,-8.601315470169409
,,41.14498212444728,-8.60122579727891
,,41.145053320402404,-8.601379709454243
,,41.1449894258356,-8.601148432221569
,,41.145044904909966,-8.601438924263112
,,41.145071534293386,-8.601250439462046
,,41.14391164020313,-8.602190003853766
,,41.14410722333664,-8.601481809722051
,,41.144313193493254,-8.601587893886403
,,41.14411558124702,-8.602158648576227
Igreja de Nossa Senhora da Esperança,Avenida de Rodrigues de Freitas,41.145380831053764,-8.602411238604486
,,41.14504054036975,-8.602379298151904
,,41.144561923307776,-8.601672915089742
,,41.14529111057078,-8.601599803696475
,,41.14507735365236,-8.601595659224191
,,41.14514851418958,-8.601716896616168
,,41.145016471816824,-8.601667514092629
,,41.14494077067975,-8.601595220944064
,,41.14540743549159,-8.601740908742556
,,41.14525372124854,-8.601742287225296
,,41.145296203518114,-8.601750682530692
,,41.145366316557066,-8.601699500080112
,,41.14548467484152,-8.601867809729665
,,41.14550733427256,-8.601804426975962
,,41.14549061899979,-8.601724463561357
Coreto de São Lázaro,,41.145951557474035,-8.602204673551075
,,41.14564285554176,-8.603599722420666
,,41.14582679347951,-8.604006534760298
,,41.145754349134876,-8.603408840665882
,,41.145931715895216,-8.6037666765471
,,41.14559296260011,-8.603817936377016
,,41.145935260475724,-8.603877199059069
,,41.14595415969229,-8.603634861353939
,,41.145630470603066,-8.60370489271909
Talho São Lázaro,,41.14582248611117,-8.603465015005954
,,41.145679638574556,-8.603520512908268
,,41.14596278257057,-8.603933508009158
Fredi Fredi,,41.145935481532774,-8.60382205120806
Casa Guedes,Praça dos Poveiros,41.14598110766613,-8.60348080370665
,Praça dos Poveiros,41.14595080469206,-8.603568759112589
,,41.1455728949163,-8.603893488384005
,,41.14566674304702,-8.603921446626321
Bufete Horizontal,,41.145935414407624,-8.603701831553158
,,41.14592021565695,-8.603464739039484
,,41.14582729740627,-8.603626374044975
,,41.14578207688151,-8.603732960440519
Horta Fresca,,41.145873805756786,-8.603463975163917
,,41.14555419661032,-8.604057022640594
,,41.14554112296398,-8.604152972854518
,,41.145722750680264,-8.604154983932904
,,41.14590979417985,-8.604129353863064
,,41.145919232284285,-8.604202562713175
,,41.1455337281909,-8.604206174520302
,,41.145911616805115,-8.60405282850318
,,41.14569401313474,-8.604647452034875
,,41.14549227247566,-8.604488593645547
,,41.14573734846578,-8.604900208219503
,,41.145515318124616,-8.604315180219693
,,41.14570479935945,-8.604296842609575
,,41.14564932885281,-8.604962481226517
,,41.14556426957343,-8.604710185347288
,,41.14596518589325,-8.604266215147414
,,41.14587916157687,-8.604560533128584
,,41.145832748071925,-8.6044595524275
,,41.145661439105275,-8.604453284037403
,,41.14645695673668,-8.602310019738495
,,41.14630132369813,-8.602771818415762
,,41.146412362469626,-8.602495884125142
,,41.14643398541432,-8.60238437358227
,,41.14646675928686,-8.602249741287292
Conde & Silva,,41.146372412128905,-8.6026055271126
Casa Lemos,,41.14627533841528,-8.60292257884204
,,41.14634122658483,-8.60268330784115
,,41.14646865053766,-8.602957653860916
,,41.14682888971444,-8.602105521685287
,,41.14623170590193,-8.603324335988546
,,41.14624796821487,-8.603240930389346
,,41.14641998025847,-8.602972816941024
,,41.14638181839201,-8.602929001674482
,,41.146791525159486,-8.602327100835979
,,41.146811585527885,-8.602255778789571
,,41.14669641095193,-8.602251031012539
,,41.14662635418242,-8.602798470275065
,,41.146747113384976,-8.60246843803091
,,41.14667615715716,-8.602738284449163
,,41.14661392619031,-8.602867934605396
Primor,,41.1467251356614,-8.602541358491917
Churrasqueira Padrão,,41.14670954773461,-8.60261193108061
,,41.14669095674884,-8.602670921861328
,,41.14675923252245,-8.602392348147191
,,41.146603672167075,-8.602940052845753
,,41.14660735652181,-8.603012798823027
,,41.146557832002635,-8.603050641090254
,,41.146523963301654,-8.603272267931867
,Rua de Santo Ildefonso,41.14653981435068,-8.603203089438184
,,41.14644763531828,-8.603667333333332
,Largo da Ramadinha,41.14650222595325,-8.603336519511657
,,41.14657658247204,-8.603135379884664
,,41.14650154865347,-8.603502256804934
,,41.146490175655146,-8.603412974733393
,,41.14646794271536,-8.603582377280425
,,41.146207283334206,-8.603627256069426
,,41.14640749189581,-8.603453931225632
,,41.146249239121836,-8.604713088468579
,,41.14625043758448,-8.604575152853286
,,41.14624985271558,-8.604828061950178
,,41.146889835770864,-8.602849522805863
,,41.147004047684035,-8.602830624443286
Enfermeiros Reunidos,,41.1470778763073,-8.602243530638395
,,41.147030306363924,-8.602395175455523
Aquadom,,41.147018709252364,-8.602481503083409
,,41.14702750847163,-8.602436210077128
,,41.14701379008568,-8.602543048797108
,,41.14696427887676,-8.602644948613898
,,41.1470801725469,-8.602338744838564
Expert,,41.14687439262651,-8.60291001305257
,,41.14670567246989,-8.603599032003695
,,41.14684684948401,-8.60307018490897
,,41.14690339130976,-8.603005497702487
,,41.146826758114784,-8.603311677988787
,,41.1467870935841,-8.603459432138257
Venham mais 5,,41.14680554113992,-8.603389747071677
,,41.14684055958143,-8.603223150978902
,,41.14725255073286,-8.602888855951264
,,41.14718226877747,-8.602532618493074
Oásis,,41.14717811083865,-8.602603272418518
,,41.1472050973668,-8.602739975411705
,,41.14728258782212,-8.603065144516904
,,41.147164333333336,-8.602893833333333
,,41.14733704677451,-8.603213062369445
,,41.14743320318572,-8.603621142832525
,,41.147096816928325,-8.60344595928522
,,41.1473897313124,-8.603509869917445
,,41.14716021686849,-8.603339915518854
A Supersónica,,41.14742100753542,-8.60356134062187
,,41.14746711913072,-8.603747384413278
,,41.1474328203816,-8.603684682959305
Liga dos Combatentes,,41.14749778685041,-8.603822659903962
Lamiré Pianos,,41.14713500738127,-8.603774296563914
,,41.14739204993298,-8.603439264145964
,,41.14669519353048,-8.60371552927439
,,41.147067264849376,-8.603515369020473
Passos Manuel Gravuras,,41.14732729445912,-8.60364442399424
,,41.14707666764223,-8.60360225490645
,,41.14718601114316,-8.603533700543483
,,41.14733239902607,-8.603716332653166
,,41.14285770280678,-8.610529043631464
,,41.14296794107453,-8.610519985457579
,,41.1466410843986,-8.604276334462643
,,41.146601235087836,-8.604067823033956
,,41.14669023262243,-8.603941644917755
Sol e Sombra,,41.1466768088513,-8.60436208003134
Don Grillon,,41.14663962710666,-8.604217330135699
Millennium bcp,,41.14658958048708,-8.604132381655953
San Martino,,41.14661616978989,-8.604012289253914
Poveiros,,41.14666108827476,-8.60446315010379
Penhalta Noivas,,41.14662764669071,-8.604403169551425
Poveiros,,41.14668049115059,-8.60452629938033
Centro Comercial Invictos,,41.147112370775716,-8.604314000661779
Edifício da Liga dos Combatentes,,41.14756756805199,-8.604155052862653
,Rua de Passos Manuel,41.146835441610854,-8.60524758793113
Grupo de Xadrez do Porto,,41.14681760677991,-8.60504938680491
,,41.14678854075571,-8.604894855027856
Diva Lingerie,,41.14676791862086,-8.604808102811864
,,41.146999427552366,-8.604952553861688
Coliseu do Porto,Rua de Passos Manuel,41.14715654021691,-8.605276127806933
,,41.146987962309936,-8.604726579801621
,,41.147534640881595,-8.604877190858746
,,41.14766805796877,-8.604532952931963
,,41.147291805794715,-8.604614845487362
,,41.14733172893084,-8.604718139756578
,,41.14773932069222,-8.604798443623059
,,41.1475869721714,-8.60507266241483
,,41.14766952085877,-8.604951226704781
,,41.14746564018028,-8.60543696400147
Casa Rodrigues,,41.1477882825224,-8.60498538958143
,,41.1473478164839,-8.60561206679796
,,41.148010192983065,-8.605718334258166
Armazéns Nova Iorque,,41.14803402112531,-8.605797086783006
,,41.14763925207928,-8.605280732374727
,,41.14796563776574,-8.605559626259348
,,41.147851614879414,-8.605175455623193
,,41.1478664921001,-8.605234264667487
,,41.14761041469544,-8.605176352028613
Pé Formoso,,41.147917566465914,-8.605434711344618
,,41.14781405209579,-8.60504799363386
São Tomé,,41.14798869931291,-8.605640309058986
,,41.14789414999999,-8.60532995
,,41.14783279129576,-8.605112781728105
,,41.14795254077939,-8.605487170178346
,,41.14805711218109,-8.605876359141819
,,41.14788288367846,-8.606307471403408
,,41.147805002485875,-8.60632555960748
,,41.14793716791656,-8.606272336068713
,,41.147705346791824,-8.606339977385034
,,41.14815956594552,-8.606096446233055
,,41.14773482229867,-8.606301534563025
,,41.147603063379755,-8.606369737165293
,,41.147483485059624,-8.60640419831807
,,41.14795403929963,-8.605960522605255
,,41.1471805526314,-8.606213789912935
,Rua de Santa Catarina,41.14740981555394,-8.606436014613012
,,41.14749475239554,-8.60591268755616
,,41.14779281342292,-8.605812212826205
,,41.147879992623544,-8.60571083469227
,,41.147761099814595,-8.606100025134884
,,41.14721054622643,-8.606029669137353
,,41.14791227278357,-8.605819569028215
,,41.1477112703341,-8.60538923339178
,,41.14784800046537,-8.605599348124063
Olympia Club,,41.1470077812348,-8.605959368790309
,,41.14756676124571,-8.60557626324935
,,41.147728428379125,-8.606138316491124
,,41.147637182458084,-8.605955754561398
,,41.147305916823,-8.606369027346558
,,41.14706812024666,-8.606559646954425
,,41.14719501549634,-8.606495654684695
,,41.1671997948756,-8.63283483473269
,,41.16721386612091,-8.632958506176205
,,41.1672920905618,-8.632731053445765
Vício do Café,,41.147212477273975,-8.607255327936427
,,41.14735356191343,-8.607686629954257
,,41.14712510914789,-8.606954595709684
Mosdental - Equipamento Dentário,,41.147320180826355,-8.607208504271675
,,41.14720016958334,-8.606937536882404
,,41.14726415562069,-8.60693446162898
,,41.147163492355816,-8.606939746132374
,,41.14731648196124,-8.606887723404606
,,41.14735245373017,-8.606872900594961
,,41.14740299086947,-8.606892438650872
,,41.14760340694153,-8.606788833612246
,Rua de Santa Catarina,41.14745603066683,-8.606868815814254
,,41.147504638925525,-8.60684014208836
Adriano Vieira Silva Lima - Solas e Cabedais,,41.14756071937308,-8.607583077504732
,,41.14760509553682,-8.607065329555303
,,41.147805970688324,-8.607277425137442
A Beneficência Familiar A.S.M,,41.14772188505072,-8.607470808324242
,,41.14772077252151,-8.60674307506923
,,41.147906528619245,-8.60710519313909
Grande Hotel do Porto,,41.14803302779029,-8.607053595387624
,,41.14747752468024,-8.608341781813744
,,41.147479939896854,-8.60810206712229
,,41.14758544746516,-8.60826412098383
,,41.14740101687954,-8.608152727612278
,,41.14753299677628,-8.608072627259636
,,41.147731227941236,-8.608199516825586
,,41.1476398613911,-8.60802008038827
,,41.14788358076393,-8.608070292058807
,,41.14775065038473,-8.607954737550212
,,41.14765139070844,-8.60825022463274
,,41.14781330660481,-8.60815105023716
,,41.14790182141231,-8.60783103108758
,,41.14779652395005,-8.607893507613976
,,41.14796283574384,-8.608024317866823
,,41.14807391800802,-8.607942068018826
Teatro Municipal Rivoli,Praça de Dom João I,41.147821515013355,-8.60994468531013
Clínica Liga Mutualista Porto,,41.14822737700185,-8.609672710954195
Capa na Baixa,,41.14813063245434,-8.609662331103861
,,41.14769714999999,-8.6086894
,,41.147861750000004,-8.609176699999999
,,41.148323017269945,-8.609765062057521
,,41.14826558165238,-8.610049166835894
Ordem dos Engenheiros: Delegação do Norte,,41.14839955421668,-8.609861763248162
A Lutuosa de Portugal - Associação de Socorros Mútuos,Avenida dos Aliados,41.148397657440086,-8.61039437858217
,,41.14852198145183,-8.609932944424846
,,41.14834669695135,-8.610105208262517
Hotel Chique,Avenida dos Aliados,41.14857445320606,-8.610416624221017
,,41.1487141495772,-8.610080446334003
Clínica Dentária da Liga,,41.148640055871574,-8.609999167148
,,41.14846016563667,-8.610294916842147
Hotel Paulista,Avenida dos Aliados,41.14876968718482,-8.610322555792646
First Rent,,41.14863044506966,-8.610223936827852
,,41.14879209064254,-8.610103673706993
,,41.14884641644819,-8.61016391820745
,,41.158921121051826,-8.638751908457559
,,41.159353266748724,-8.639381276875387
Portus Cale Hotel ****,Avenida da Boavista,41.159275019993785,-8.636047543364484
,Rua Ofélia diogo,41.15935340783916,-8.631776052700902
,Rua Pedro Veiga,41.15724913310371,-8.635881438200467
,Rua Pedro Veiga,41.15714491766486,-8.635518879541689
Igreja do Santíssimo Sacramento,,41.157975506228006,-8.635722036110666
,,41.14822192908428,-8.606955274706234
,,41.14809928534365,-8.606656862539085
,,41.148207540726865,-8.606633559992265
,,41.148265673646016,-8.606482754489209
,,41.14831269524019,-8.606639623168471
A Pérola do Bolhão,Rua Formosa,41.14833438143016,-8.606712592459502
,,41.14829005279261,-8.606561940079313
,,41.14835722609661,-8.606779471748814
,,41.148352223382005,-8.606851215515883
,Rua Formosa,41.14838001795259,-8.606942167600018
,,41.148391950349335,-8.60715620444213
,Rua Formosa,41.14836433669981,-8.607051196123484
,Rua de António Pedro,41.14822941529073,-8.607167152932716
Beneficência Familiar ASM,,41.14848486736814,-8.60745398368931
,,41.14831253918982,-8.607461068298496
,,41.148254041699005,-8.60723484069724
,,41.14826670763337,-8.60735182318774
,,41.148450975168295,-8.607333992885902
,,41.148520053305205,-8.607573000918677
,,41.148407361939945,-8.60726122790747
,,41.14828663379657,-8.607567544279336
,,41.14854236549178,-8.607653435604366
,Rua de Sá da Bandeira,41.14846146159862,-8.607899130215555
,,41.148267278867415,-8.607655140609664
,,41.14856750057447,-8.60773770927093
,,41.148394520339416,-8.607748472659953
,,41.148281641260304,-8.60780590066782
,,41.14227078614107,-8.614891150693257
,Rua do Bonjardim,41.14843499888059,-8.609240259351603
,,41.14106655673068,-8.613077758370375
,,41.14111175838986,-8.613089243090794
,,41.14101255395654,-8.613064307212012
,,41.14124106430112,-8.613122697008768
,,41.14095689183302,-8.613048593009717
,,41.14115550401607,-8.61310059874504
,,41.141281729580946,-8.613121151728263
,,41.14119774492212,-8.613118954135832
,,41.140725153922276,-8.613632280681154
,,41.14083556025793,-8.613735999937552
,,41.14071195985863,-8.613353710369113
