name,address,latitude,longitude
Capela Carlos Alberto: Igreja Luterana do Porto,,41.14600984364781,-8.62691193026383
,Rua de Ramalho Ortigão,41.1494248174315,-8.611566287274233
Axis Porto Club Hotel,Avenida dos Aliados,41.14995646619397,-8.611563925504173
,,41.145485943611426,-8.60945364626319
,,41.149271792376396,-8.611690157889353
,,41.14913317504111,-8.611956345088078
,,41.146190123267964,-8.61203643699415
,,41.140190200000006,-8.613896049999996
,,41.14977205054522,-8.611493873787426
Café do Cais,,41.140230264943774,-8.613906466326153
AJHLP,Rua de Rodrigues Sampaio,41.14860409338962,-8.609560795295854
,,41.15061404911843,-8.61002242867229
,,41.15098141882548,-8.609260840146083
Departamento de Armas e Explosivos da Polícia de Segurança Pública,,41.14962328496717,-8.611534968828705
A Igreja de Jesus Cristo dos Santos dos Últimos Dias,Avenida Marechal Gomes da Costa,41.158974315784796,-8.663810409929514
,Rua de Pelágio,41.17501112497232,-8.666621825825409
,Rua de Pelágio,41.173153063768005,-8.666493793460086
,Rua de Pelágio,41.17384704511687,-8.666432016681664
,Rua de Pelágio,41.17436999041691,-8.666892786211744
,Rua de Pelágio,41.172799902889196,-8.666470900258417
,Rua de Pelágio,41.17350434663168,-8.666511843126075
,Rua de Pelágio,41.17475544938976,-8.666801412069962
,Rua de Pelágio,41.1741743707583,-8.666361144621973
,Rua de Pelágio,41.17391497979953,-8.66609470203088
,Rua de Pelágio,41.17400805916623,-8.665769144148474
,Rua de Pelágio,41.17453430400952,-8.666292610323547
,Rua de Pelágio,41.17426947855462,-8.666030284486826
Forte de São Francisco Xavier,,41.16859394893189,-8.689951749178194
,,41.16848492301557,-8.666049013330781
,,41.168964844701335,-8.666261265600491
,,41.16907905,-8.66581215
,,41.1688419484184,-8.667481723617488
,,41.169517224286416,-8.571126803557465
,,41.163731776251,-8.56994226057795
Edificio A,,41.17539402777265,-8.582745286035312
,,41.16291327601428,-8.569655561617884
,,41.17770840821437,-8.581721024600379
Edificio U,,41.17613753066253,-8.581403891473519
,,41.17703949467473,-8.581493633023115
,,41.16339599831848,-8.569721857426325
,,41.176996713976536,-8.581977470789623
Igreja de Nossa Senhora do Calvário,,41.16413594522099,-8.570715230775763
,,41.175305949999995,-8.582451699999998
,,41.17743053424094,-8.582638352002448
,,41.172453757520145,-8.580611515654107
Edificio J,,41.17660594999999,-8.58063925
,,41.1771786191224,-8.581871846167163
,,41.1626048,-8.568978399999999
,,41.17735299048981,-8.582094032705031
,,41.16085951599711,-8.571267005503374
,,41.17727675,-8.58198685
,,41.161152052146406,-8.571637215977576
,,41.17654935048108,-8.580434833403308
,,41.1607709301066,-8.572813371859239
,,41.16488357873368,-8.578243384520967
Edificio L,,41.17633775114519,-8.5810857682224
,,41.17056280781383,-8.576982782353998
,,41.1769561,-8.581078000000002
,,41.1774809342356,-8.582529601989403
,,41.17753135,-8.5824233
,,41.16104285,-8.5724293
,,41.17759190827208,-8.582206441220945
Edificio I,,41.176799448253995,-8.581368903855761
,,41.160443665470055,-8.572964025556736
,,41.162973439446645,-8.569333422687597
,,41.16375475101184,-8.568627473987041
,,41.16057030054976,-8.573143684865073
,,41.15670081063516,-8.671235730854391
,,41.15493434429576,-8.671859530717045
,,41.15578374999999,-8.6724037
,,41.15456032006797,-8.673263029476248
,,41.15572534999999,-8.67201115
,,41.15529795043184,-8.673497588124253
,,41.15588937723346,-8.672671986968371
,,41.15538752889921,-8.673463583635355
,,41.15455086166201,-8.672448729401934
,,41.154513562424775,-8.672710639041538
,,41.15454860364158,-8.672921926143921
Edifícios Atlântico,,41.15404493551792,-8.664478744427866
Fitness Up Foz,Rua Marta Mesquita da Câmara,41.15464000639243,-8.665328018368795
Casa de Serralves,,41.159601768233394,-8.656357386929427
Hotel Boa-Vista Porto,,41.149773116970096,-8.673864443290459
Igreja Nova de Aldoar,Rua Professor Melo Adrião,41.16996633405592,-8.667266223282486
Museu de Serralves,,41.15904601304442,-8.65933235989265
Torre da Casa da Câmara,,41.14303088609276,-8.611645538105446
Igreja de Ramalde,,41.16831114808147,-8.647974958800187
,,41.15946448519582,-8.659733261659396
,,41.15134272799375,-8.615980074072692
Capela do Senhor dos Aflitos,,41.14750540833011,-8.618844539421941
,,41.14792528069534,-8.632369446447289
,,41.1521612220972,-8.623878266953184
,,41.16376522618275,-8.655432905919508
,,41.15226443368864,-8.616321521695605
BP,,41.15148703205832,-8.655267436000708
Torre F,,41.15009231435637,-8.636519772571853
,,41.150042766947195,-8.636059283451283
,,41.15156404622367,-8.655497067342184
Torre H,,41.15000445,-8.635807
,,41.164064378413855,-8.655053808725038
,,41.15704408855591,-8.616818068182537
,,41.151676493639876,-8.655142518897225
Casa Andresen,,41.15360565267073,-8.642580097915825
,,41.15712344999999,-8.616777449999997
Capela-Farol de São Miguel-o-Anjo,,41.14708660452448,-8.666784411081457
,,41.14702810157858,-8.618872056375858
,Rua de Diogo Botelho,41.151631384282084,-8.65530806246426
Fuga,,41.147456366830845,-8.662611629355434
Torre E,,41.150109156276905,-8.63680579038559
Torre G,,41.150055647232705,-8.636287130468041
Igreja de São Martinho de Cedofeita,,41.15578900004343,-8.621685311928848
Casa da Música,,41.160896900519255,-8.629516112988481
,Rua de João Grave,41.159168941551016,-8.644452120640288
,,41.141855924081135,-8.613442382746252
INN Oporto,,41.141804336767,-8.613408036637567
Feitoria Britânica,,41.141585672916165,-8.61373870333561
,,41.14174931566314,-8.613364117693994
,Avenida de Fernão de Magalhães,41.15246159444773,-8.596578931210406
,Avenida de Fernão de Magalhães,41.15232545515383,-8.59665761884724
,Avenida de Fernão de Magalhães,41.15274499427247,-8.596415081237971
,Avenida de Fernão de Magalhães,41.15221805,-8.5967197
,Avenida de Fernão de Magalhães,41.15260245563946,-8.596497468774494
,Avenida de Fernão de Magalhães,41.1528482,-8.596355450000003
,,41.17560721200441,-8.589537716884529
Fundação Engenheiro António de Almeida,Rua Tenente Valadim,41.16192985000001,-8.64030215
Igreja do Corpo Santo de Massarelos,,41.14592823530765,-8.630494765191484
Labirintho,,41.15942535,-8.626099649999999
GNR - Destacamento de Acção Fiscal do Porto,Rua de Monchique,41.14493644325303,-8.625797466144073
Forte de São João Baptista,,41.148963321006384,-8.674463217820394
,,41.15788686655062,-8.63054026588182
,,41.15680639344917,-8.629628956603542
EDP,Rua Ofélia Diogo da Costa,41.158879098119634,-8.63185168105662
,,41.15893182130109,-8.629868762307122
EDP,,41.159594484784456,-8.631480636245175
Boavista Prime,Avenida da Boavista,41.158721099730116,-8.632812642258623
Estação Ferroviária de Porto-Boavista,,41.159005230588804,-8.629418421445093
,,41.15895720447434,-8.629791200386599
,,41.15900717463201,-8.629705038874942
,,41.14850655496163,-8.631828920687989
,,41.15240670291523,-8.63664408925487
,,41.15797979795162,-8.641619567730402
,,41.158379513551836,-8.641489875397694
,,41.158787086345015,-8.641360892694404
ISAG,,41.17521097761641,-8.65748829038688
,,41.17475960309805,-8.659164568819703
Cantina (P),,41.17640464092485,-8.595474202782503
Associação de Estudantes (X),,41.17623972023042,-8.59690988207092
Química (E),,41.178260292665215,-8.59695445174109
Minas e Metalurgia (F),,41.17827288532129,-8.596510494207513
Civil (G),,41.17819732170919,-8.59597271460095
Electrotecnia & Informática (I),,41.178169701848816,-8.595214577812166
Mecânica (L),,41.178124161474486,-8.59460862503162
Civil Norte (H),,41.17884183964667,-8.595795053296404
Pavilhão FCNAUP (K),,41.178778622740424,-8.595355464340416
Electrotecnia Norte (J),,41.178635782195535,-8.595235249512122
Mecânica Norte (M),,41.17876495987901,-8.594602458033737
Administração (A),,41.17812016420023,-8.59776156676557
CICA (D),,41.17780711768662,-8.59504113035694
INESC TEC (S),Rua Doutor Roberto Frias,41.17943500717753,-8.595251806034042
Torre do INEGI,Dr. Roberto Frias,41.179378867573455,-8.59419181934896
INEGI Nave (U),,41.17963023697949,-8.594570613550397
INEGI Nave (U),,41.17940473757234,-8.594623631525495
Laboratório de Engenharia do Ambiente (R),,41.178829872201526,-8.59640098631431
,,41.17867592680145,-8.596402954013383
Central de Gases (Q),,41.178684831131136,-8.596544320560357
Pavilhão Desportivo Luís Falcão (GADUP),,41.17664755831983,-8.594270818762533
Bar de Minas,,41.17851248924112,-8.59749792747071
Parque de Ciência e Tecnologia da Universidade do Porto,Rua Actor Ferreira da Silva,41.17625565030517,-8.596083041062139
,Rua Arquitecto Nicolau Nasoni,41.1457028919968,-8.613598437480206
,,41.149700728148105,-8.619657994017075
,Rua de Miguel Bombarda,41.149586908035715,-8.620536606669603
,Rua de Miguel Bombarda,41.149609890280466,-8.620126903139361
,,41.14956309962561,-8.620717055899327
CICA,,41.14659682620835,-8.622337373749831
,,41.148435649999996,-8.59445895
,,41.1480124509602,-8.593776515977032
,,41.14779933194113,-8.594713027162998
,Rua de Monchique,41.14498353758257,-8.626751071605382
,Avenida dos Aliados,41.14759795526736,-8.610690589635118
Palácio Atlântico,Praça de Dom João I,41.14805643665812,-8.608671974954182
,,41.1444140292718,-8.608162907363871
,,41.14545615130379,-8.607913262079457
,,41.1446144193989,-8.608858863653102
,,41.14436455061058,-8.608727448636417
,,41.144991435099634,-8.610272770914259
,,41.14516222760158,-8.608088355997674
,,41.144994048754626,-8.610451205560237
,,41.1449911315106,-8.610371774727739
,,41.141591841989914,-8.61339113656383
Casa Alão de Morais,,41.14275535271302,-8.610690086956097
,,41.14255563823461,-8.611106510728764
Casa do Beco dos Redemoinhos,,41.142868420434,-8.610739981371076
Sé do Porto,,41.14279064073948,-8.611216514250955
Casa das Colunas,,41.1429506985363,-8.610842484670954
Oratório da Capela de São Sebastião,,41.143207195411115,-8.61136846975101
,,41.14289365435124,-8.612624689981692
,,41.142658518862184,-8.612477074796988
,,41.14292376275292,-8.612232789405482
,,41.14262026734083,-8.612417098338987
,,41.14289345549895,-8.612536146215657
,,41.14289735116568,-8.612452796506545
,,41.14272781342421,-8.612502177137195
Casa da Câmara,,41.143059358579585,-8.611729141968622
,,41.14269133551884,-8.612492807212481
,,41.14282566453388,-8.612429730593467
Torre Medieval,,41.14274694896692,-8.612226289326955
,,41.14255892880494,-8.612496649796574
,,41.14289606494286,-8.612309226626875
,,41.142645228898886,-8.61263434889481
,,41.142782907834636,-8.612746891567944
Cathedral Design Apartments,,41.14288043003906,-8.612375876338888
,,41.14284613620944,-8.61272520051325
,,41.14349112902519,-8.611324356766954
Cúria Diocesana,,41.142262490623935,-8.611141348177664
,,41.14330807704419,-8.611706472655545
,,41.14312059201457,-8.611865233974425
,,41.143228664135385,-8.612105833095175
,,41.14305722557901,-8.612038218216428
,,41.14459752781326,-8.611296649078133
,,41.14325267053389,-8.611697988638166
Mercado de São Sebastião,,41.1438647732875,-8.611201608734174
,,41.14267179380003,-8.613265330508229
,,41.14297787883681,-8.612755213319303
,,41.143078512481125,-8.611965121787597
,,41.14307495625541,-8.612477008326932
,,41.144068168124434,-8.611758483471439
,,41.1433292009365,-8.61184823475034
,,41.142794479181696,-8.613153122958972
,,41.144153804257556,-8.611782989154769
,,41.1433641008421,-8.612011303584136
Igreja de São Lourenço (Grilos),,41.14208745038827,-8.612684096491192
,,41.14490328577642,-8.611068927708917
,,41.14321310759043,-8.611767356496156
,,41.14326967727522,-8.612936529964168
,,41.14360373687433,-8.612579122714832
,,41.143415726283486,-8.612991756651063
,,41.14328046304426,-8.612881498566166
,,41.14348493451812,-8.612463748522856
,,41.14243936314015,-8.613520396942745
Mouzinho Plaza,,41.14369335447851,-8.612526358038936
,,41.14322977812627,-8.612977223071374
,,41.1416444763004,-8.613251360245012
My Ribeira Guest House,Rua Clube Fluvial Portuense,41.14158988639985,-8.613210242375974
,Rua Henrique Alves Costa,41.16782553941787,-8.633237763052774
,Rua do Lugarinho,41.167583913025155,-8.633743956144185
Arco de Dom Sebastião,,41.1428076446937,-8.612304635062637
Casa dos Freires de Andrade,,41.14231773336363,-8.61054668233785
,,41.14185986138202,-8.610972674706403
,,41.1417461386707,-8.611179090544354
Capela de Nossa Senhora das Verdades,,41.14166174991315,-8.611359701317967
Associação 25 de Abril,,41.14147115993412,-8.611258770169568
,,41.14159947532484,-8.611332958654764
,,41.14158177175286,-8.6111476151241
,,41.14162088625602,-8.610086670668542
,,41.14233068309013,-8.60981545735954
,,41.142203245672455,-8.609489005949067
,,41.141575280821414,-8.609811455845477
,,41.14108053110471,-8.609993652826788
,,41.142318474094175,-8.60964832972439
Igreja de Nossa Senhora do Patrocínio,,41.141340473375465,-8.610179402171488
,,41.141497685017875,-8.610957354368358
Ascensor da Lada,,41.14092557304912,-8.61114388822954
Lada River House,,41.1412257171391,-8.611186496207374
Capela da Lada,,41.140888221206886,-8.61044064941421
,,41.14088305622186,-8.610330595892238
,,41.14104848129201,-8.612251787643729
,,41.141212092925244,-8.611793654059085
,,41.14110674289195,-8.611958874544046
Barredo Ribeira Apartments,,41.14097341188653,-8.612125699591939
,,41.140666558354965,-8.612492363825327
,,41.14065848157323,-8.612607481782572
,,41.141030569045675,-8.612335949737643
,,41.141003113972644,-8.612883166740618
,,41.14106548264946,-8.612774905943557
,,41.14091295333534,-8.612418806387451
Carris Hoteles Porto Ribeira,,41.14122937652008,-8.613562449463378
,,41.14067023323447,-8.613210452125386
,,41.14058835640323,-8.61415526316995
,,41.14099162124068,-8.614296583310168
,,41.14057513817602,-8.613322241091092
Hotel Pestana,Praça da Ribeira,41.14050122803116,-8.613188773254604
,,41.14048358525792,-8.613666198056878
,,41.140507955410925,-8.613552023393774
,,41.14045026466703,-8.61390957943318
,,41.14051353468679,-8.613464469920658
,,41.14049842739792,-8.613611403829065
,,41.14047021222525,-8.613781193728414
,,41.14069586968724,-8.61508087379997
,,41.140422598205795,-8.614088215080436
Capela da Senhora do Ó,,41.14050147464972,-8.614626842236488
,Rua do Infante Dom Henrique,41.140813975711275,-8.614728403270416
,,41.140439042185015,-8.613958760679754
,,41.14037583834949,-8.614356133426393
,,41.14055040264907,-8.614996088775998
Igreja de São Nicolau,,41.14051946108135,-8.615207488348128
,,41.140356082156046,-8.614824057438835
,,41.14023718864784,-8.614680688032555
,,41.14034771029389,-8.61556613908101
Escola Superior Artística do Porto,,41.14015287693944,-8.615847117036257
,,41.14039184381324,-8.615711448309344
Museu do Vinho do Porto,Rua da Reboleira,41.140109176839644,-8.615302981341248
Torre da Reboleira,Rua da Reboleira,41.140240462711525,-8.615737344344842
Polícia Marítima,,41.140180346903755,-8.616130143411377
Hard Club,,41.142006501594814,-8.61490659245469
,Largo de São Domingos,41.14342942366442,-8.614806723038333
,,41.143819692779864,-8.613344388182252
,,41.144235009310215,-8.612819258561874
,,41.1439686388066,-8.613176668383028
,Rua Mestre Albino Moreira,41.16793791974607,-8.631854271330612
,,41.1678196567189,-8.63227580719785
,,41.16794440898811,-8.632810366862012
,,41.1413940111889,-8.61311319908394
Palácio das Artes,,41.142689622399246,-8.61490585503037
Centro de Medicina Nuclear,,41.141854276807386,-8.615851498447276
Hospital Ordem São Francisco,,41.14193891914859,-8.616315327705054
Instituto do Vinho do Porto,,41.14195376177343,-8.615518551391261
,,41.142259127014405,-8.61580594168064
,,41.14209773319465,-8.61589617121566
Hospital Ordem São Francisco,,41.14182534608858,-8.616127207299536
Unidade de Hemodiálise do Hospital Ordem São Francisco,,41.14148377307325,-8.616475454710976
Igreja de São Francisco,Rua do Infante Dom Henrique,41.14098684706162,-8.615720116919821
,,41.140976682069514,-8.616545214753403
Capela de São Nicolau,,41.1408673,-8.6154178
Clube Literário do Porto,,41.140999593606615,-8.616992610636812
Capitania do Porto do Douro,Rua Nova da Alfândega,41.14106832230117,-8.617124739510965
,,41.14417527171311,-8.612505975027236
,,41.14449004640288,-8.612387625071822
,,41.14444865067026,-8.612109320598515
,,41.14454933419078,-8.612248550313195
,,41.14462125263752,-8.611929730930832
,,41.144546304484344,-8.611991554968661
,,41.14474615765609,-8.611794575702753
,,41.14467503485807,-8.612026686152149
,,41.144517193378555,-8.611953780325186
,,41.14458939383462,-8.612175998681685
,,41.142404214182754,-8.613482833072718
,,41.14204888052689,-8.613582291418458
BN Apartments Ribeira,,41.14208807522716,-8.613611925100171
,,41.14213848210739,-8.613626941331542
,,41.142538903898696,-8.6135745175508
,,41.14258534638331,-8.613595783514045
,,41.142331141079204,-8.613402256059716
,Rua dos Mercadores,41.142097686423085,-8.613257870877202
,,41.14261352078444,-8.61342252169763
,,41.14241223986702,-8.613245706523847
,,41.14193473505934,-8.613532890190932
,,41.142496492818445,-8.613343976375837
,,41.14276304052775,-8.613533257884063
,,41.14189515337797,-8.613490059335062
Mercadores Apartments,,41.1423686068842,-8.613444877631505
,,41.14257374718075,-8.613403210965755
,,41.142350737184806,-8.613164759195463
,,41.14264531829412,-8.613605769428275
,,41.14229660664903,-8.613300840303209
,,41.14253267586554,-8.613374605102381
,,41.14246638697692,-8.61331241052533
,,41.14255777023183,-8.613769378512513
,,41.14199106536388,-8.613564128756918
,,41.14217453985298,-8.613395506242647
,,41.14249621155426,-8.613745873158114
Porto à Noite,,41.14248754905684,-8.61354560097453
,,41.142715144716874,-8.613597264972858
,,41.14266307152256,-8.613487982204301
,,41.14244664820132,-8.613280337257642
,,41.142146644353154,-8.613292632910712
Oporto Golden View,,41.14219365236103,-8.61367906638225
,,41.142617588171014,-8.613222718047494
,,41.14295898919159,-8.613242258435646
,,41.142845078952604,-8.613376659233923
,,41.142895145755496,-8.613294532974784
,,41.14291968713971,-8.613257011057039
,,41.143016807426314,-8.613178192063888
,,41.14287826214752,-8.613349223257806
Federação de Colectividades do Porto,,41.142432641783934,-8.612971346899663
,,41.14274580874968,-8.613382495619845
,,41.14243883932215,-8.613063828983476
,,41.14286032212458,-8.613063770755721
,,41.142973756250996,-8.613192066808494
,,41.14253660115222,-8.612924258872594
,,41.14255394209181,-8.613164495296724
,,41.14297571009536,-8.613003155574988
,,41.14300033370075,-8.613102857002017
,,41.14311909086848,-8.612434963454275
,,41.1433815451955,-8.612362335183711
,,41.14313638453501,-8.612386646322067
,,41.14357524445586,-8.61210635790418
,,41.1432787533371,-8.612553950888609
,,41.14310245055995,-8.61272946627648
,,41.143089703520594,-8.612871130584638
,,41.14335251119378,-8.612394613052071
,,41.14304442154703,-8.613072933822473
,,41.143281314735844,-8.612792290494774
,,41.143283704859414,-8.612698507551636
,,41.14330275936494,-8.612597337383942
,,41.143130676043164,-8.61263575177968
,,41.14331333449268,-8.612527990788296
,,41.143003998977335,-8.612627756413646
,,41.143120579348,-8.612692915799135
,,41.14310736315018,-8.612958888277408
,,41.14329366100131,-8.612645834871627
,,41.14332301474123,-8.61247419332766
,,41.14299484440383,-8.612536396828954
Porto Insight Apartments,,41.14320112721509,-8.61231615694594
,,41.14309020659548,-8.61255544726674
,,41.14391366312215,-8.61209878294617
,,41.14376232949121,-8.612077295692162
,,41.143571084269006,-8.61193112908563
,,41.143838915167414,-8.612009189818073
,,41.14378603907339,-8.611921062084582
,,41.144153732686654,-8.611959503722604
,,41.14372063821642,-8.611904276930499
,,41.14361586078795,-8.611962957067917
,,41.143735575446314,-8.612039275198104
,,41.143900898882364,-8.611897394026979
,,41.14404716133102,-8.61190056593098
,,41.14390593001884,-8.611975069720973
,,41.14384489607496,-8.61190840124304
,,41.14365857617847,-8.612004570831928
,,41.143996060298726,-8.612082157960739
,,41.1442162772136,-8.611964186946471
,,41.14369855210575,-8.612023990657026
,,41.14364593956847,-8.611876334986135
,,41.143796958874724,-8.612091268808582
,,41.143959453111506,-8.611922947032056
,,41.14349220112968,-8.611833482124332
,,41.143419114536904,-8.6115056380601
,,41.14424346862058,-8.61150437360841
,,41.144420779574546,-8.611338057706853
,,41.14437049956371,-8.61133449422174
,,41.14428945258323,-8.611449897816568
,,41.14423139229182,-8.61177970042147
,,41.14432537964287,-8.611675442639282
Old City Design Apartments,,41.14413086562463,-8.611556747830395
,,41.14404521627179,-8.611527905873038
,,41.143792358423326,-8.611506319563059
,,41.14408841181948,-8.611560432404039
,,41.1434709060993,-8.611428541908971
,,41.14348883997116,-8.611734936963867
,,41.143439970221735,-8.611706008131684
,,41.14429413017657,-8.611307082219206
,,41.14399280540398,-8.611506065066022
,,41.143849929339616,-8.61152437540797
,,41.14343146455688,-8.611576329428308
,,41.14429614563025,-8.611594170337096
,,41.144178864718114,-8.611526884585007
,,41.1437353733874,-8.611493910166347
,,41.143459519882505,-8.61163432364435
Casas da Travessa,,41.14392971054915,-8.611498135269873
,,41.14085602823297,-8.61106503570573
,,41.14087159058185,-8.611253444013064
,,41.14086538445921,-8.611312676441305
,,41.140867652761656,-8.610972214704088
,,41.14091472959469,-8.611927908956721
,,41.14090281461958,-8.61070336600958
,,41.14098175216804,-8.611951143959155
,,41.14087543861059,-8.610818012816742
,,41.14092418280551,-8.610536789068876
,,41.14090107143754,-8.610586113041322
,,41.140874331858456,-8.611707493368955
,,41.14089447648207,-8.610881747869579
,,41.14085988496879,-8.611900615789109
,,41.14088020835753,-8.611194421317272
,,41.14086532010761,-8.611849339489886
,,41.140890432590275,-8.611512900999259
,,41.14086585772903,-8.611131316930091
,,41.14086801312301,-8.61177679469615
,,41.14099307014665,-8.611847010618062
,,41.14088497740071,-8.611578144185488
,,41.140857738947886,-8.61137258067351
,,41.1408786756499,-8.611643808222157
,,41.140915328266644,-8.610490485745759
,Rua de Ferreira Borges,41.1423917908026,-8.615039085252292
,,41.142454711181614,-8.61471598988832
,,41.142330089722385,-8.61489173513727
,,41.14256887124614,-8.615039022641362
