Type,Location,Neighborhood,Residential,Shop,Work,Latitude,Longitude
restaurant,,"Porto, Portugal",,,,41.1465544,-8.6034534
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1539533,-8.6185474
cafe,Rua de Passos Manuel,"Porto, Portugal",,,,41.1467919,-8.6053098
atm,,"Porto, Portugal",,,,41.1800619,-8.6060775
cafe,,"Porto, Portugal",,,,41.1801172,-8.6078796
cafe,,"Porto, Portugal",,,,41.1805856,-8.6074716
cafe,,"Porto, Portugal",,,,41.1804887,-8.6080724
cafe,,"Porto, Portugal",,,,41.1802101,-8.6057711
cafe,Rua Nova da Alfândega,"Porto, Portugal",,,,41.1408367,-8.6167539
restaurant,,"Porto, Portugal",,,,41.1407529,-8.6166119
restaurant,,"Porto, Portugal",,,,41.1563911,-8.6047518
cafe,,"Porto, Portugal",,,,41.1618084,-8.6069254
cafe,Praça Marquês de Pombal,"Porto, Portugal",,,,41.1620103,-8.6041735
restaurant,Praça dos Poveiros,"Porto, Portugal",,,,41.1460257,-8.6041749
restaurant,,"Porto, Portugal",,,,41.1506706,-8.6388467
restaurant,Cais das Pedras,"Porto, Portugal",,,,41.1456093,-8.6296872
cafe,,"Porto, Portugal",,,,41.1651166,-8.6706218
clinic,Avenida da Boavista,"Porto, Portugal",,,,41.1661662,-8.6795345
cafe,,"Porto, Portugal",,,,41.1685813,-8.6882018
clinic,Rua de Santa Catarina,"Porto, Portugal",,,,41.1471122,-8.6066709
school,Rua de Santa Catarina,"Porto, Portugal",,,,41.1488817,-8.6059873
college,Rua dos Bragas,"Porto, Portugal",,,association,41.1519431,-8.6165185
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1476425,-8.60668
cafe,,"Porto, Portugal",,,,41.1567709,-8.6793261
atm,,"Porto, Portugal",,,,41.1476641,-8.6108199
bank,Avenida dos Aliados,"Porto, Portugal",,,,41.1473722,-8.6108526
restaurant,,"Porto, Portugal",,,,41.1470974,-8.6102895
restaurant,,"Porto, Portugal",,,,41.1468418,-8.6102443
cafe,,"Porto, Portugal",,,,41.1468963,-8.6105149
cafe,,"Porto, Portugal",,,,41.1474492,-8.6093148
cafe,,"Porto, Portugal",,,,41.1461686,-8.6096974
bank,,"Porto, Portugal",,,,41.1476932,-8.6105741
cafe,,"Porto, Portugal",,,,41.1472064,-8.6086598
restaurant,,"Porto, Portugal",,,,41.1472336,-8.6083628
restaurant,Rua de Gonçalo Cristóvão,"Porto, Portugal",,,,41.1536923,-8.6096351
cafe,,"Porto, Portugal",,,,41.155302,-8.609076
cafe,Rua de Camões,"Porto, Portugal",,,,41.1521946,-8.6102621
bank,Rua de São João de Brito,"Porto, Portugal",,,,41.1673994,-8.649665
doctors,Rua João de Deus,"Porto, Portugal",,,,41.1591681,-8.6354628
cafe,Rua da Madeira,"Porto, Portugal",,,,41.1459669,-8.6102645
restaurant,,"Porto, Portugal",,,,41.1459569,-8.6101607
restaurant,,"Porto, Portugal",,,,41.1459601,-8.6098843
bank,Praça da Batalha,"Porto, Portugal",,,,41.1456057,-8.607524
restaurant,,"Porto, Portugal",,,,41.1455401,-8.607606
restaurant,Rua do Ouro,"Porto, Portugal",,,,41.1480652,-8.6495702
restaurant,,"Porto, Portugal",,,,41.148445,-8.6490948
restaurant,,"Porto, Portugal",,,,41.1449948,-8.6124943
restaurant,,"Porto, Portugal",,,,41.1453788,-8.6291829
restaurant,Rua Caldeireiros,"Porto, Portugal",,,,41.1453143,-8.6131851
restaurant,,"Porto, Portugal",,,,41.1563007,-8.6293174
cafe,Rua São João de Brito,"Porto, Portugal",,,,41.1620041,-8.6509396
restaurant,Largo de São Domingos,"Porto, Portugal",,,,41.1431646,-8.6149087
cafe,,"Porto, Portugal",,,,41.1484415,-8.5862823
restaurant,,"Porto, Portugal",,,,41.1481737,-8.5862947
atm,,"Porto, Portugal",,,,41.1484632,-8.5862332
cafe,Praça Guilherme Gomes Fernandes,"Porto, Portugal",,,,41.1478296,-8.6149455
restaurant,Rua da Alegria,"Porto, Portugal",,,,41.1556981,-8.6023039
school,Rua de António Cardoso,"Porto, Portugal",,,,41.1569399,-8.6412668
school,,"Porto, Portugal",,,,41.1656643,-8.6589462
restaurant,Rua Sá de Noronha,"Porto, Portugal",,,,41.1476042,-8.6153774
restaurant,Rua dos Mártires da Liberdade,"Porto, Portugal",,,,41.1512354,-8.6139089
cafe,Rua dos Bragas,"Porto, Portugal",,,,41.1529321,-8.6138481
restaurant,,"Porto, Portugal",,,,41.1501889,-8.6721308
cafe,Rua do Castelo de Numão,"Porto, Portugal",,,,41.1688032,-8.6277457
atm,,"Porto, Portugal",,,,41.1508216,-8.585683
atm,,"Porto, Portugal",,,,41.1585677,-8.6223411
atm,,"Porto, Portugal",,,,41.1505078,-8.5854298
restaurant,,"Porto, Portugal",,,,41.153109,-8.5877856
restaurant,,"Porto, Portugal",,,,41.1586068,-8.5838093
restaurant,,"Porto, Portugal",,,,41.1582954,-8.6331693
restaurant,,"Porto, Portugal",,,,41.1560337,-8.6210023
restaurant,,"Porto, Portugal",,,,41.1560768,-8.6212685
restaurant,Rua dos Caldeireiros,"Porto, Portugal",,,,41.1451816,-8.6135153
university,Rua Alfredo Allen,"Porto, Portugal",,,,41.1756879,-8.6031064
restaurant,Largo da Ramadinha,"Porto, Portugal",,,,41.1464177,-8.603219
restaurant,Praça Gomes Teixeira,"Porto, Portugal",,,,41.1473547,-8.6152313
restaurant,Rua Fernandes Tomás,"Porto, Portugal",,,,41.1495098,-8.6049419
restaurant,,"Porto, Portugal",,,,41.1487819,-8.586944
restaurant,,"Porto, Portugal",,,,41.1493229,-8.5864679
cafe,Rua de Justino Teixeira,"Porto, Portugal",,,,41.1494216,-8.5864437
cafe,Rua de Justino Teixeira,"Porto, Portugal",,,,41.1492638,-8.5864793
cafe,Rua de Justino Teixeira,"Porto, Portugal",,,,41.1491621,-8.5865017
restaurant,,"Porto, Portugal",,,,41.1493709,-8.5864551
cafe,Rua de Justino Teixeira,"Porto, Portugal",,,,41.1492033,-8.5864917
bank,,"Porto, Portugal",,,,41.1489064,-8.586891
cafe,,"Porto, Portugal",,,,41.163001,-8.5730987
cafe,,"Porto, Portugal",,,,41.1661196,-8.572218
cafe,,"Porto, Portugal",,,,41.1633827,-8.5725838
dentist,Rua do Cerco do Porto,"Porto, Portugal",,,,41.1660939,-8.5683321
pharmacy,,"Porto, Portugal",,,,41.1633254,-8.5728389
restaurant,,"Porto, Portugal",,,,41.1630742,-8.572919
place_of_worship,,"Porto, Portugal",,,,41.163731,-8.566735
bank,,"Porto, Portugal",,,,41.1660474,-8.5706388
cafe,,"Porto, Portugal",,,,41.1636557,-8.5732643
restaurant,Rua do Passeio Alegre,"Porto, Portugal",,,,41.1478703,-8.6660235
restaurant,Rua de Aníbal Cunha,"Porto, Portugal",,,,41.156037,-8.6207784
post_office,Praça do Bom Sucesso,"Porto, Portugal",,,,41.1562494,-8.6300465
cafe,,"Porto, Portugal",,,,41.1489593,-8.6016896
community_centre,Rua Álvares Cabral,"Porto, Portugal",,,,41.1546991,-8.6157291
community_centre,Rua do Bonfim,"Porto, Portugal",,,,41.150389,-8.5948264
restaurant,Rua de Ferreira Cardoso,"Porto, Portugal",,,,41.1469808,-8.5964343
cafe,Rua de Ferreira Cardoso,"Porto, Portugal",,,,41.146663,-8.5960227
bank,,"Porto, Portugal",,,,41.1578187,-8.5933693
cafe,Rua de Santa Catarina,"Porto, Portugal",,,,41.1517504,-8.6049521
restaurant,,"Porto, Portugal",,,,41.1620967,-8.6067632
cafe,,"Porto, Portugal",,,,41.1639645,-8.6623417
cafe,,"Porto, Portugal",,,,41.1588165,-8.6336672
restaurant,,"Porto, Portugal",,,,41.1707367,-8.6561367
atm,,"Porto, Portugal",,,,41.1733943,-8.5871134
restaurant,,"Porto, Portugal",,,,41.1772545,-8.5881673
atm,,"Porto, Portugal",,,,41.1750407,-8.5860351
cafe,Rua Escura,"Porto, Portugal",,,,41.1434032,-8.6117346
restaurant,,"Porto, Portugal",,,,41.1433498,-8.6122805
restaurant,,"Porto, Portugal",,,,41.142469,-8.6100568
restaurant,,"Porto, Portugal",,,,41.1431576,-8.6127014
cafe,,"Porto, Portugal",,,,41.1425357,-8.6131976
restaurant,,"Porto, Portugal",,,,41.1425802,-8.6133851
restaurant,Rua Mouzinho da Silveira,"Porto, Portugal",,,,41.1445146,-8.6116163
restaurant,Rua de Mouzinho da Silveira,"Porto, Portugal",,,,41.1431775,-8.613441
restaurant,,"Porto, Portugal",,,,41.1426851,-8.6138519
restaurant,,"Porto, Portugal",,,,41.1418372,-8.6135661
clinic,,"Porto, Portugal",,,,41.1419768,-8.6135022
school,,"Porto, Portugal",,,,41.1414093,-8.6140549
bank,,"Porto, Portugal",,,,41.1412557,-8.6143886
restaurant,,"Porto, Portugal",,,,41.1407125,-8.6124241
restaurant,,"Porto, Portugal",,,,41.1407265,-8.6122629
restaurant,,"Porto, Portugal",,,,41.1413062,-8.6128745
police,Largo Primeiro de Dezembro,"Porto, Portugal",,,,41.1427567,-8.6093164
restaurant,,"Porto, Portugal",,,,41.1431424,-8.6099147
place_of_worship,,"Porto, Portugal",,,,41.142149,-8.6086856
restaurant,,"Porto, Portugal",,,,41.1411992,-8.60861
restaurant,Rua do Almada,"Porto, Portugal",,,,41.1472214,-8.612109
restaurant,Rua do Ouro,"Porto, Portugal",,,,41.1481237,-8.6493503
cafe,Rua do Heroísmo,"Porto, Portugal",,bakery,,41.1463837,-8.5928427
restaurant,Rua de Belomonte,"Porto, Portugal",,,,41.1426735,-8.6162038
restaurant,,"Porto, Portugal",,,,41.1499646,-8.6732605
restaurant,Rua da Conceição,"Porto, Portugal",,,,41.1498728,-8.6145574
restaurant,,"Porto, Portugal",,bakery,,41.1731297,-8.6551744
cafe,,"Porto, Portugal",,,,41.1701028,-8.6569072
cafe,,"Porto, Portugal",,,,41.1701719,-8.6568412
cafe,,"Porto, Portugal",,,,41.1732596,-8.6547288
atm,,"Porto, Portugal",,,,41.1702429,-8.6567971
bank,,"Porto, Portugal",,,,41.1748186,-8.6537307
restaurant,Rua de Passos Manuel,"Porto, Portugal",,,,41.1464475,-8.6047763
restaurant,Rua Pedro Hispano,"Porto, Portugal",,,,41.1655252,-8.6293883
cafe,Praça do Bom Sucesso,"Porto, Portugal",,,,41.1554672,-8.6290247
restaurant,,"Porto, Portugal",,,,41.1438311,-8.6022764
school,Praça de Pedro Nunes,"Porto, Portugal",,,,41.155413,-8.6235657
restaurant,,"Porto, Portugal",,,,41.1560582,-8.6212242
cafe,,"Porto, Portugal",,,,41.1428129,-8.602538
cafe,,"Porto, Portugal",,,,41.1427502,-8.6031912
restaurant,,"Porto, Portugal",,,,41.1437147,-8.6044584
cafe,,"Porto, Portugal",,,,41.1435805,-8.6039488
restaurant,,"Porto, Portugal",,,,41.1438066,-8.6045872
bank,,"Porto, Portugal",,,,41.1482609,-8.5988528
bank,,"Porto, Portugal",,,,41.1486439,-8.5977597
restaurant,Rua Duque de Loulé,"Porto, Portugal",,,,41.1450516,-8.6041928
restaurant,,"Porto, Portugal",,,,41.1451849,-8.6042372
restaurant,,"Porto, Portugal",,,,41.1451636,-8.6040656
restaurant,,"Porto, Portugal",,,,41.1435761,-8.6024079
restaurant,Rua do Sol,"Porto, Portugal",,,,41.1434219,-8.6077491
cafe,Rua da Firmeza,"Porto, Portugal",,,,41.1510704,-8.6057977
school,,"Porto, Portugal",,,,41.1440382,-8.6053197
restaurant,,"Porto, Portugal",,,,41.1442108,-8.6058107
clinic,,"Porto, Portugal",,,,41.1443169,-8.6061324
cafe,,"Porto, Portugal",,,,41.1442937,-8.6072832
cafe,,"Porto, Portugal",,,,41.1442281,-8.6073234
cafe,Praça da República,"Porto, Portugal",,,,41.1545652,-8.6118216
restaurant,,"Porto, Portugal",,,,41.1837848,-8.6000885
restaurant,,"Porto, Portugal",,,,41.1834869,-8.599459
cafe,,"Porto, Portugal",,,,41.1428662,-8.6154605
restaurant,Largo de São Domingos,"Porto, Portugal",,,,41.143087,-8.6146285
atm,,"Porto, Portugal",,,,41.1431654,-8.6145856
restaurant,Rua das Flores,"Porto, Portugal",,,,41.1440397,-8.6133825
restaurant,Largo Doutor Tito Fontes,"Porto, Portugal",,,,41.1531244,-8.6083542
restaurant,Rua da Lada,"Porto, Portugal",,,,41.1408311,-8.6110003
restaurant,Praça de Carlos Alberto,"Porto, Portugal",,,,41.1485315,-8.6154504
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.1529548,-8.6079941
restaurant,Rua dos Mercadores,"Porto, Portugal",,,,41.1413553,-8.6129667
restaurant,Rua Cândido dos Reis,"Porto, Portugal",,,,41.1473473,-8.6139512
pharmacy,Rua do Castelo de Numão,"Porto, Portugal",,,,41.1687441,-8.6277986
cafe,Avenida de Camilo,"Porto, Portugal",,,,41.1482063,-8.5973505
restaurant,,"Porto, Portugal",,,,41.1615986,-8.6005267
restaurant,Rua de Costa Cabral,"Porto, Portugal",,,,41.1784389,-8.5842239
place_of_worship,Rua Miguel Bombarda,"Porto, Portugal",,,,41.1494094,-8.6230964
cafe,Travessa de São Carlos,"Porto, Portugal",,,,41.1515768,-8.6140837
bank,,"Porto, Portugal",,,,41.1499046,-8.6760501
cafe,Rua do Campo Alegre,"Porto, Portugal",,,,41.1540613,-8.6432252
cafe,Rua de Eugénio de Castro,"Porto, Portugal",,,,41.1633149,-8.6479761
restaurant,Avenida da Boavista,"Porto, Portugal",,,,41.1602437,-8.6403418
restaurant,Avenida da Boavista,"Porto, Portugal",,,,41.1604638,-8.6402828
cafe,,"Porto, Portugal",,,,41.1521135,-8.5906668
bank,,"Porto, Portugal",,,,41.1461933,-8.6138526
cafe,,"Porto, Portugal",,,,41.1479098,-8.6125908
restaurant,,"Porto, Portugal",,,,41.1449921,-8.623772
restaurant,Passeio de São Lázaro,"Porto, Portugal",,,,41.1457308,-8.6033409
cafe,,"Porto, Portugal",,,,41.1456538,-8.6124966
restaurant,,"Porto, Portugal",,,,41.1531675,-8.6381706
cafe,,"Porto, Portugal",,,,41.1428434,-8.6202435
restaurant,,"Porto, Portugal",,,,41.156945,-8.631203
restaurant,Rua de Mouzinho da Silveira,"Porto, Portugal",,,,41.1443122,-8.6122856
restaurant,Rua Santo Ildefonso,"Porto, Portugal",,,,41.1473691,-8.6010676
restaurant,Rua da Alegria,"Porto, Portugal",,,,41.1603696,-8.6008023
marketplace,,"Porto, Portugal",,,,41.1467055,-8.6146569
cafe,Rua das Flores,"Porto, Portugal",,,,41.1450788,-8.6117716
community_centre,Rua de Fernandes Tomás,"Porto, Portugal",,,,41.1506018,-8.6096503
restaurant,Rua de Fernandes Tomás,"Porto, Portugal",,,,41.150647,-8.6100464
restaurant,Rua Trindade Coelho,"Porto, Portugal",,,,41.1452909,-8.6118978
restaurant,,"Porto, Portugal",,,,41.1837003,-8.59976
cafe,Rua dos Heróis e Mártires de Angola,"Porto, Portugal",,bakery,,41.1515978,-8.6105587
restaurant,,"Porto, Portugal",,,,41.1477766,-8.6149491
atm,,"Porto, Portugal",,,,41.1430283,-8.6139924
cafe,Rua dos Heróis e Mártires de Angola,"Porto, Portugal",,,,41.1515706,-8.6106801
restaurant,,"Porto, Portugal",,,,41.1426026,-8.6167072
cafe,,"Porto, Portugal",,,,41.1458158,-8.610511
restaurant,Avenida da Boavista,"Porto, Portugal",,,,41.1585076,-8.6339171
restaurant,,"Porto, Portugal",,,,41.1445507,-8.6088179
restaurant,,"Porto, Portugal",,,,41.1747979,-8.5847637
restaurant,,"Porto, Portugal",,,,41.143568,-8.6180407
place_of_worship,,"Porto, Portugal",,,,41.147008,-8.5903112
cafe,Rua de Camões,"Porto, Portugal",,,,41.1552866,-8.6099139
restaurant,,"Porto, Portugal",,,,41.1573279,-8.6101065
cafe,,"Porto, Portugal",,,,41.1571877,-8.6098817
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1529738,-8.6049022
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1545128,-8.6048092
cafe,,"Porto, Portugal",,,,41.1558302,-8.6090408
restaurant,Rua do Carmo,"Porto, Portugal",,,,41.1470831,-8.6168057
restaurant,,"Porto, Portugal",,,,41.1463194,-8.6045384
restaurant,,"Porto, Portugal",,,,41.1460116,-8.6042618
restaurant,Praça dos Poveiros,"Porto, Portugal",,,,41.146185,-8.6045515
cafe,Praça de Carlos Alberto,"Porto, Portugal",,,,41.1484849,-8.6154741
restaurant,,"Porto, Portugal",,confectionery,,41.1455127,-8.6148698
restaurant,Rua de Santo Ildefonso,"Porto, Portugal",,,,41.1467708,-8.6025997
cafe,,"Porto, Portugal",,,,41.1424742,-8.6106802
cafe,,"Porto, Portugal",,,,41.1459797,-8.6147759
restaurant,,"Porto, Portugal",,,,41.1711857,-8.6876575
restaurant,,"Porto, Portugal",,,,41.1715005,-8.6878721
restaurant,Rua Azevedo Albuquerque,"Porto, Portugal",,,,41.1447277,-8.6185195
marketplace,,"Porto, Portugal",,,,41.1704188,-8.672223
cafe,,"Porto, Portugal",,,,41.1703651,-8.6716536
cafe,,"Porto, Portugal",,,,41.1694346,-8.666823
post_office,Rua da Vilarinha,"Porto, Portugal",,,,41.1709706,-8.6711077
cafe,,"Porto, Portugal",,,,41.1503578,-8.6072425
doctors,,"Porto, Portugal",,,,41.1686859,-8.6682811
cafe,,"Porto, Portugal",,,,41.1634041,-8.6863587
restaurant,Rua do Heroísmo,"Porto, Portugal",,,,41.1463614,-8.5930338
restaurant,Rua do Cais da Ribeira,"Porto, Portugal",,,,41.1407564,-8.6107394
marketplace,,"Porto, Portugal",,,,41.1485826,-8.6158325
cafe,Rua de Miguel Bombarda,"Porto, Portugal",,,,41.1494101,-8.6223284
restaurant,Cais da Estiva,"Porto, Portugal",,,,41.1403597,-8.6141116
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1488717,-8.6062625
restaurant,Travessa de Cedofeita,"Porto, Portugal",,,,41.1496745,-8.6158886
restaurant,Rua do Senhor da Boa Morte,"Porto, Portugal",,,,41.1486136,-8.6492267
restaurant,Rua da Conceição,"Porto, Portugal",,,,41.1500055,-8.6144395
restaurant,Praça da Ribeira,"Porto, Portugal",,,,41.1408139,-8.6128833
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1494891,-8.6129026
restaurant,Rua da Fábrica,"Porto, Portugal",,,,41.1474592,-8.6133434
restaurant,Rua Jorge Reinel,"Porto, Portugal",,,,41.1610977,-8.6583032
cafe,,"Porto, Portugal",,,,41.1610443,-8.6584274
restaurant,Rua de Tânger,"Porto, Portugal",,,,41.1627577,-8.6621497
cafe,,"Porto, Portugal",,,,41.1559685,-8.6639312
cafe,,"Porto, Portugal",,,,41.1562426,-8.6641739
restaurant,,"Porto, Portugal",,,,41.1603996,-8.6048545
bank,,"Porto, Portugal",,,,41.1630901,-8.6620997
bank,,"Porto, Portugal",,,,41.1638487,-8.6630525
post_office,,"Porto, Portugal",,,,41.162295,-8.6657765
restaurant,,"Porto, Portugal",,,,41.1421115,-8.6181868
atm,,"Porto, Portugal",,,,41.1733938,-8.6109169
cafe,,"Porto, Portugal",,,,41.173878,-8.5828112
restaurant,Avenida de Fernão de Magalhães,"Porto, Portugal",,,,41.1745332,-8.584161
restaurant,,"Porto, Portugal",,,,41.1477612,-8.608317
marketplace,Rua de Contumil,"Porto, Portugal",,,,41.1684964,-8.5857635
restaurant,Rua do Vale Formoso,"Porto, Portugal",,,,41.1650347,-8.6110431
restaurant,Rua do Almada,"Porto, Portugal",,,,41.1476253,-8.6122309
restaurant,Rua Sá de Noronha,"Porto, Portugal",,,,41.1481339,-8.6152477
restaurant,,"Porto, Portugal",,,,41.1426925,-8.6143937
restaurant,,"Porto, Portugal",,,,41.1479992,-8.6227803
atm,,"Porto, Portugal",,,,41.1484969,-8.585515
cafe,Praça do Marquês de Pombal,"Porto, Portugal",,,,41.1603615,-8.6047237
restaurant,Rua do Almada,"Porto, Portugal",,,,41.1482651,-8.6122349
restaurant,Rua das Carmelitas,"Porto, Portugal",,,,41.1464622,-8.6149325
restaurant,,"Porto, Portugal",,,,41.1475858,-8.6122316
restaurant,Rua Afonso Martins Alho,"Porto, Portugal",,,,41.1443837,-8.6122811
restaurant,,"Porto, Portugal",,,,41.1489092,-8.6122038
restaurant,,"Porto, Portugal",,,,41.1483828,-8.6121397
doctors,,"Porto, Portugal",,,,41.1502867,-8.6117541
cafe,,"Porto, Portugal",,,,41.1573613,-8.626648
restaurant,Avenida da Boavista,"Porto, Portugal",,,,41.1575098,-8.6275814
bank,Praça Mouzinho de Albuquerque,"Porto, Portugal",,,,41.1573422,-8.6279731
bank,Rua Júlio Dinis,"Porto, Portugal",,,,41.1570132,-8.6283605
bank,,"Porto, Portugal",,,,41.1568696,-8.6286691
cafe,Rua de Alexandre Braga,"Porto, Portugal",,,,41.1485546,-8.6068806
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1561959,-8.6192333
cafe,Avenida da Boavista,"Porto, Portugal",,,,41.1572927,-8.6245922
cafe,,"Porto, Portugal",,,,41.1560083,-8.6181131
restaurant,,"Porto, Portugal",,,,41.1462475,-8.6047201
restaurant,,"Porto, Portugal",,,,41.1464225,-8.6139293
restaurant,Rua do Freixo,"Porto, Portugal",,,,41.1473032,-8.5875102
restaurant,Largo da Penaventosa,"Porto, Portugal",,,,41.1427843,-8.6131431
restaurant,Travessa da Figueirôa,"Porto, Portugal",,,,41.1556414,-8.6184218
restaurant,Travessa da Figueirôa,"Porto, Portugal",,,,41.1554712,-8.6186353
restaurant,Rua da Constituição,"Porto, Portugal",,,,41.1627606,-8.6108537
cafe,,"Porto, Portugal",,,,41.1427859,-8.6129957
restaurant,,"Porto, Portugal",,,,41.1448938,-8.612511
restaurant,Rua de Entreparedes,"Porto, Portugal",,,,41.1451354,-8.6059458
restaurant,Rua dos Caldeireiros,"Porto, Portugal",,,,41.1452455,-8.6126657
cafe,,"Porto, Portugal",,,,41.140605,-8.6139277
pharmacy,,"Porto, Portugal",,,,41.1519441,-8.6642477
cafe,Rua do Vale Formoso,"Porto, Portugal",,fine grocery store,,41.1664658,-8.6114761
restaurant,,"Porto, Portugal",,,,41.1452764,-8.6114983
restaurant,,"Porto, Portugal",,,,41.1452583,-8.6136715
restaurant,,"Porto, Portugal",,,,41.140613,-8.6138524
cafe,,"Porto, Portugal",,,,41.1483654,-8.6095837
restaurant,Rua de Sá da Bandeira,"Porto, Portugal",,,,41.1504509,-8.6068505
restaurant,Rua de Miragaia,"Porto, Portugal",,,,41.1436766,-8.6210954
restaurant,Travessa do Carregal,"Porto, Portugal",,,,41.1492361,-8.6166064
restaurant,Praça de Almeida Garrett,"Porto, Portugal",,,,41.1453307,-8.6112159
atm,,"Porto, Portugal",,,,41.1445768,-8.6122935
restaurant,,"Porto, Portugal",,,,41.1443536,-8.6127117
restaurant,Rua do Almada,"Porto, Portugal",,,,41.1476462,-8.6120958
bank,,"Porto, Portugal",,,,41.1640925,-8.6425945
restaurant,Rua de São Bento da Vitória,"Porto, Portugal",,,,41.1450171,-8.6151989
restaurant,Rua Escura,"Porto, Portugal",,,,41.1433355,-8.611308
cafe,Travessa de Santo Isidro,"Porto, Portugal",,,,41.1590768,-8.6005187
restaurant,Rua de Guedes de Azevedo,"Porto, Portugal",,,,41.1521014,-8.6063359
atm,,"Porto, Portugal",,,,41.1492926,-8.6163751
cafe,Avenida de Rodrigues de Freitas,"Porto, Portugal",,,,41.1458557,-8.5976521
restaurant,Rua dos Mercadores,"Porto, Portugal",,,,41.1413555,-8.6130436
restaurant,Rua de Belomonte,"Porto, Portugal",,,,41.1425728,-8.6166534
restaurant,Avenida de Rodrigues de Freitas,"Porto, Portugal",,,,41.1453185,-8.6041696
restaurant,Rua do Campo Alegre,"Porto, Portugal",,,,41.1527069,-8.6334772
restaurant,Rua do Campo Alegre,"Porto, Portugal",,,,41.1523034,-8.6350846
cafe,Largo de São Domingos,"Porto, Portugal",,,,41.1427132,-8.6153888
restaurant,Rua da Senhora da Luz,"Porto, Portugal",,,,41.1501938,-8.6756494
restaurant,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1424322,-8.6156957
restaurant,Rua dos Caldeireiros,"Porto, Portugal",,,,41.1453334,-8.6131136
restaurant,Rua de Santo Ildefonso,"Porto, Portugal",,,,41.1462045,-8.6052648
restaurant,Rua de Santo Ildefonso,"Porto, Portugal",,,,41.1464223,-8.6045534
restaurant,Rua da Senhora da Luz,"Porto, Portugal",,,,41.1526304,-8.6779491
restaurant,Esplanada do Castelo,"Porto, Portugal",,,,41.1497529,-8.6744526
restaurant,,"Porto, Portugal",,,,41.1447899,-8.6124012
restaurant,,"Porto, Portugal",,,,41.143752,-8.613024
restaurant,,"Porto, Portugal",,,,41.1431024,-8.6139201
atm,,"Porto, Portugal",,,,41.1455451,-8.6144829
restaurant,,"Porto, Portugal",,,,41.1418554,-8.6137648
community_centre,,"Porto, Portugal",,,,41.1426515,-8.6129418
restaurant,Rua de Cima do Muro,"Porto, Portugal",,,,41.1405942,-8.6126072
restaurant,,"Porto, Portugal",,,,41.1434239,-8.6209387
restaurant,,"Porto, Portugal",,,,41.1497971,-8.6151581
restaurant,Rua de São Bento da Vitória,"Porto, Portugal",,,,41.1443166,-8.6155732
cafe,,"Porto, Portugal",,,,41.1464247,-8.6031581
cafe,Rua do Morgado de Mateus,"Porto, Portugal",,,,41.1466593,-8.601384
dentist,Rua da Boavista,"Porto, Portugal",,,,41.1559277,-8.6178139
cafe,Rua da Boavista,"Porto, Portugal",,,,41.1560927,-8.6186245
cafe,,"Porto, Portugal",,,,41.1561769,-8.6194256
restaurant,,"Porto, Portugal",,,,41.1434573,-8.617551
restaurant,,"Porto, Portugal",,,,41.1490172,-8.6202165
restaurant,Rua do Padre Luís Cabral,"Porto, Portugal",,,,41.1499265,-8.6742505
restaurant,Passeio de São Lázaro,"Porto, Portugal",,,,41.1464627,-8.6021514
cafe,Passeio de São Lázaro,"Porto, Portugal",,,,41.1463018,-8.6027501
restaurant,,"Porto, Portugal",,,,41.1402473,-8.6152951
restaurant,,"Porto, Portugal",,,,41.1508106,-8.6141933
restaurant,,"Porto, Portugal",,,,41.1427665,-8.6147312
restaurant,Rua das Taipas,"Porto, Portugal",,,,41.1430637,-8.6173866
restaurant,Avenida do Brasil,"Porto, Portugal",,,,41.1562482,-8.680924
restaurant,Rua do Rosário,"Porto, Portugal",,,,41.14789,-8.6204265
restaurant,Praça Guilherme Gomes Fernandes,"Porto, Portugal",,,,41.1476499,-8.6145124
restaurant,,"Porto, Portugal",,,,41.1464421,-8.6166185
restaurant,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1424986,-8.6156505
restaurant,Rua Sá de Noronha,"Porto, Portugal",,,,41.1478378,-8.6152907
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1492727,-8.6130577
restaurant,Rua da Estação,"Porto, Portugal",,,,41.1479936,-8.586312
place_of_worship,Rua do Heroísmo,"Porto, Portugal",,,,41.1463399,-8.5931592
restaurant,Rua da Lapa,"Porto, Portugal",,,,41.1554463,-8.6134779
restaurant,Rua da Boavista,"Porto, Portugal",,,,41.1552346,-8.6136479
restaurant,Rua de Fernandes Tomás,"Porto, Portugal",,,,41.1506702,-8.6094024
university,Rua Alfredo Allen,"Porto, Portugal",,,,41.1758872,-8.6031184
cafe,,"Porto, Portugal",,,,41.1765332,-8.6047666
restaurant,,"Porto, Portugal",,,,41.1425319,-8.6125886
cafe,Avenida Vímara Peres,"Porto, Portugal",,,,41.1429864,-8.610377
restaurant,,"Porto, Portugal",,,,41.1590526,-8.5928227
cafe,,"Porto, Portugal",,,,41.1553931,-8.6504435
