Type,Location,Neighborhood,Residential,Shop,Work,Latitude,Longitude
restaurant,,"Porto, Portugal",,,,41.1625902,-8.6331575
restaurant,,"Porto, Portugal",,,,41.1533294,-8.6307967
pharmacy,,"Porto, Portugal",,,,41.1503017,-8.625643
restaurant,,"Porto, Portugal",,,,41.1639716,-8.6342009
cafe,,"Porto, Portugal",,,,41.1523246,-8.6279285
cafe,,"Porto, Portugal",,,,41.1691615,-8.6364491
cafe,,"Porto, Portugal",,,,41.1686436,-8.6360472
cafe,,"Porto, Portugal",,,,41.1668238,-8.6271094
cafe,,"Porto, Portugal",,,,41.1646819,-8.6317274
cafe,,"Porto, Portugal",,,,41.1624536,-8.6339111
restaurant,Rua Adolfo Casais Monteiro,"Porto, Portugal",,,,41.1499228,-8.6230925
cafe,Rua de Dom Manuel II,"Porto, Portugal",,,,41.147703,-8.6219215
restaurant,Rua de Dom Manuel II,"Porto, Portugal",,,,41.148391,-8.624398
restaurant,,"Porto, Portugal",,,,41.1483525,-8.6205249
atm,,"Porto, Portugal",,,,41.1524496,-8.6178527
cafe,Estrada Exterior da Circunvalação,"Porto, Portugal",,,,41.1841936,-8.6035373
place_of_worship,,"Porto, Portugal",,,,41.1458582,-8.613868
marketplace,,"Porto, Portugal",,,,41.1457852,-8.6069934
restaurant,,"Porto, Portugal",,,,41.1404741,-8.61537
restaurant,Praça Dona Filipa de Lencastre,"Porto, Portugal",,,,41.1483641,-8.612607
police,Rua de São Roque da Lameira,"Porto, Portugal",,,,41.1579566,-8.5860041
police,Rua de São Roque da Lameira,"Porto, Portugal",,,,41.1579192,-8.5860136
police,,"Porto, Portugal",,,,41.1592147,-8.5868639
cafe,,"Porto, Portugal",,,,41.158783,-8.657755
library,,"Porto, Portugal",,,,41.1590274,-8.6595091
restaurant,,"Porto, Portugal",,,,41.1409837,-8.6166097
restaurant,,"Porto, Portugal",,,,41.1411661,-8.6156382
restaurant,Rua de Mouzinho da Silveira,"Porto, Portugal",,,,41.1444471,-8.6122905
dentist,,"Porto, Portugal",,,,41.1617725,-8.6203155
restaurant,,"Porto, Portugal",,,,41.1615249,-8.6208605
cafe,,"Porto, Portugal",,,,41.162609,-8.6207432
community_centre,,"Porto, Portugal",,,,41.1546057,-8.6004553
clinic,,"Porto, Portugal",,,,41.1511957,-8.6071846
clinic,,"Porto, Portugal",,,,41.1513714,-8.6074448
clinic,,"Porto, Portugal",,,,41.1512452,-8.6074944
restaurant,,"Porto, Portugal",,,,41.144263,-8.6174801
restaurant,,"Porto, Portugal",,,,41.1441212,-8.6176073
restaurant,Traversa de Cedofeita,"Porto, Portugal",,,,41.1498792,-8.6154955
restaurant,Rua Arquitecto Marques da Silva,"Porto, Portugal",,,,41.1533682,-8.6304789
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1529101,-8.6048913
restaurant,,"Porto, Portugal",,,,41.1475024,-8.6039922
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1511303,-8.6172627
cafe,,"Porto, Portugal",,,,41.1462209,-8.6076256
bank,,"Porto, Portugal",,,,41.1462269,-8.6101022
bank,,"Porto, Portugal",,,,41.1658568,-8.6248057
bank,,"Porto, Portugal",,,,41.1725825,-8.6130161
bank,,"Porto, Portugal",,,,41.163897,-8.5989967
restaurant,,"Porto, Portugal",,,,41.1479051,-8.6125054
atm,,"Porto, Portugal",,,,41.1616392,-8.6037817
restaurant,,"Porto, Portugal",,,,41.1616656,-8.6034718
cafe,,"Porto, Portugal",,,,41.1616044,-8.6037242
restaurant,,"Porto, Portugal",,,,41.1618671,-8.6038308
restaurant,,"Porto, Portugal",,,,41.1613992,-8.6097342
cafe,,"Porto, Portugal",,,,41.1614797,-8.6102675
cafe,,"Porto, Portugal",,,,41.1615261,-8.6108358
cafe,,"Porto, Portugal",,,,41.1619533,-8.614138
restaurant,,"Porto, Portugal",,,,41.1616781,-8.6142519
cafe,,"Porto, Portugal",,,,41.1618584,-8.6136505
dentist,,"Porto, Portugal",,,,41.1620139,-8.6147689
cafe,,"Porto, Portugal",,,,41.1569278,-8.6282924
atm,,"Porto, Portugal",,,,41.1569591,-8.6283173
cafe,,"Porto, Portugal",,,,41.1504147,-8.609459
cafe,Rua de Fernandes Tomás,"Porto, Portugal",,,,41.1506594,-8.6093287
restaurant,,"Porto, Portugal",,,,41.1546385,-8.5995902
cafe,,"Porto, Portugal",,,,41.1566186,-8.5992176
cafe,,"Porto, Portugal",,,,41.1536289,-8.5995492
restaurant,,"Porto, Portugal",,,,41.1481529,-8.600867
cafe,,"Porto, Portugal",,,,41.1653704,-8.6034277
cafe,,"Porto, Portugal",,,,41.1622325,-8.6124463
clinic,,"Porto, Portugal",,,,41.1622256,-8.6127055
cafe,,"Porto, Portugal",,,,41.1619593,-8.611489
clinic,,"Porto, Portugal",,,,41.1622351,-8.6128041
restaurant,,"Porto, Portugal",,,,41.1440138,-8.612657
restaurant,,"Porto, Portugal",,,,41.1502377,-8.6057275
cafe,Praça da Liberdade,"Porto, Portugal",,,,41.1462989,-8.6119038
atm,,"Porto, Portugal",,,,41.1481262,-8.6106585
atm,,"Porto, Portugal",,,,41.1469815,-8.6109569
restaurant,,"Porto, Portugal",,,,41.1468948,-8.609297
university,,"Porto, Portugal",,,,41.1536022,-8.6722073
pharmacy,,"Porto, Portugal",,,,41.1566163,-8.6101198
restaurant,Rua de Santa Catarina,"Porto, Portugal",,,,41.1478327,-8.6064342
place_of_worship,,"Porto, Portugal",,,,41.1524359,-8.5588004
restaurant,,"Porto, Portugal",,,,41.1556307,-8.629207
cafe,Rua do Almada,"Porto, Portugal",,,,41.1464452,-8.6122686
cafe,Escadas Codecal,"Porto, Portugal",,,,41.1411404,-8.610063
cafe,Rua do Almada,"Porto, Portugal",,,,41.1465395,-8.6123066
cafe,,"Porto, Portugal",,,,41.1586613,-8.5987883
atm,,"Porto, Portugal",,,,41.1456617,-8.6103054
restaurant,,"Porto, Portugal",,,,41.140352,-8.6135828
cafe,,"Porto, Portugal",,,,41.1424506,-8.6140752
restaurant,Rua dos Canastreiros,"Porto, Portugal",,,,41.1406257,-8.6124883
cafe,Avenida de Gustavo Eiffel,"Porto, Portugal",,,,41.1410326,-8.6091523
restaurant,Cais da Ribeira,"Porto, Portugal",,,,41.1407798,-8.6106099
cafe,Rua Sá de Noronha,"Porto, Portugal",,,,41.1484699,-8.615088
cafe,,"Porto, Portugal",,,,41.1560009,-8.619363
restaurant,Rua de Belomonte,"Porto, Portugal",,,,41.1426544,-8.6163108
clinic,,"Porto, Portugal",,,,41.1499419,-8.6181816
restaurant,,"Porto, Portugal",,,,41.1533164,-8.6046747
cafe,,"Porto, Portugal",,,,41.1532198,-8.6046787
cafe,,"Porto, Portugal",,,,41.154233,-8.6046315
pharmacy,,"Porto, Portugal",,,,41.1546735,-8.604608
cafe,,"Porto, Portugal",,confectionery,,41.1537767,-8.604636
restaurant,,"Porto, Portugal",,,,41.1525021,-8.6047017
cafe,,"Porto, Portugal",,,,41.1508656,-8.6041559
school,,"Porto, Portugal",,,,41.151271,-8.6068004
atm,,"Porto, Portugal",,,,41.1509093,-8.6065967
restaurant,,"Porto, Portugal",,,,41.1470893,-8.6096181
cafe,,"Porto, Portugal",,,,41.1616733,-8.6096391
restaurant,,"Porto, Portugal",,,,41.1574942,-8.6073766
cafe,,"Porto, Portugal",,,,41.1487235,-8.5862026
pharmacy,,"Porto, Portugal",,,,41.1478584,-8.5864126
cafe,,"Porto, Portugal",,,,41.1501728,-8.6174308
atm,,"Porto, Portugal",,,,41.1457308,-8.6103338
cafe,,"Porto, Portugal",,,,41.149729,-8.616759
pharmacy,,"Porto, Portugal",,,,41.1482224,-8.6648833
restaurant,,"Porto, Portugal",,,,41.1461661,-8.6148822
cafe,,"Porto, Portugal",,,,41.1505981,-8.6053913
cafe,Avenida da França,"Porto, Portugal",,,,41.1606927,-8.6281858
bank,Rua de Gonçalo Cristóvão,"Porto, Portugal",,,,41.153376,-8.6104783
restaurant,,"Porto, Portugal",,,,41.1489894,-8.6158466
cafe,,"Porto, Portugal",,,,41.1496962,-8.6167007
atm,,"Porto, Portugal",,,,41.1573202,-8.6103632
cafe,,"Porto, Portugal",,,,41.1587256,-8.6119309
cafe,,"Porto, Portugal",,,,41.1601687,-8.6100294
cafe,,"Porto, Portugal",,,,41.1604371,-8.6089109
restaurant,,"Porto, Portugal",,,,41.1489057,-8.6095691
restaurant,,"Porto, Portugal",,,,41.1476786,-8.6149634
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.1489551,-8.6093656
pharmacy,,"Porto, Portugal",,,,41.1500263,-8.6167024
cafe,,"Porto, Portugal",,,,41.1500828,-8.6167178
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.148864,-8.6095279
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.1488204,-8.6095242
cafe,,"Porto, Portugal",,,,41.1573665,-8.6095855
restaurant,,"Porto, Portugal",,,,41.1483465,-8.6125549
restaurant,,"Porto, Portugal",,,,41.1482832,-8.612297
restaurant,,"Porto, Portugal",,,,41.1483148,-8.6124268
cafe,,"Porto, Portugal",,,,41.1421073,-8.5967204
cafe,,"Porto, Portugal",,,,41.1596159,-8.6117254
restaurant,,"Porto, Portugal",,,,41.1463508,-8.5938674
restaurant,,"Porto, Portugal",,,,41.1583159,-8.61006
cafe,,"Porto, Portugal",,,,41.1605275,-8.6100541
cafe,,"Porto, Portugal",,,,41.1606626,-8.6061716
cafe,,"Porto, Portugal",,,,41.1605025,-8.6054164
pharmacy,Rua da Lapa,"Porto, Portugal",,,,41.1565954,-8.6132491
cafe,Rua da Regeneração,"Porto, Portugal",,,,41.1556505,-8.6117825
cafe,,"Porto, Portugal",,,,41.1541654,-8.6118411
cafe,Rua do Bonjardim,"Porto, Portugal",,,,41.1569428,-8.6074758
cafe,Rua do Bonjardim,"Porto, Portugal",,,,41.1565165,-8.6078315
atm,,"Porto, Portugal",,,,41.1616666,-8.6037246
restaurant,,"Porto, Portugal",,,,41.1517388,-8.6768708
restaurant,,"Porto, Portugal",,,,41.1562367,-8.6185575
restaurant,,"Porto, Portugal",,,,41.1583028,-8.6322771
community_centre,,"Porto, Portugal",,,,41.1422289,-8.6010412
cafe,,"Porto, Portugal",,,,41.145325,-8.6112252
restaurant,,"Porto, Portugal",,,,41.1424608,-8.6156664
restaurant,Rua de Ceuta,"Porto, Portugal",,,,41.1481985,-8.6139632
cafe,Rua de Guedes de Azevedo,"Porto, Portugal",,,,41.1522817,-8.607696
restaurant,Rua do Alferes Malheiro,"Porto, Portugal",,,,41.1512164,-8.6086592
restaurant,Rua de Guedes de Azevedo,"Porto, Portugal",,,,41.1525128,-8.6079782
cafe,Travessa de Anselmo Braancamp,"Porto, Portugal",,,,41.1533648,-8.6006689
dentist,Rua de Cunha Júnior,"Porto, Portugal",,,,41.1635776,-8.6126725
restaurant,,"Porto, Portugal",,,,41.1439225,-8.612788
bank,,"Porto, Portugal",,,,41.1434774,-8.6133989
cafe,Rua das Flores,"Porto, Portugal",,,,41.1450922,-8.6114749
cafe,,"Porto, Portugal",,,,41.1451666,-8.6113259
bank,,"Porto, Portugal",,,,41.1524554,-8.6774714
bank,,"Porto, Portugal",,,,41.1539287,-8.6738522
restaurant,,"Porto, Portugal",,,,41.1547088,-8.6743711
restaurant,,"Porto, Portugal",,,,41.1535943,-8.6134937
cafe,Rua da Senhora da Lapa,"Porto, Portugal",,,,41.1574395,-8.6127169
restaurant,Praça da República,"Porto, Portugal",,,,41.1538249,-8.611851
restaurant,Rua de João das Regras,"Porto, Portugal",,,,41.1550948,-8.6102119
restaurant,,"Porto, Portugal",,,,41.146249,-8.6027897
restaurant,,"Porto, Portugal",,,,41.1462296,-8.6028628
cafe,,"Porto, Portugal",,,,41.1650926,-8.6000358
cafe,,"Porto, Portugal",,,,41.1642125,-8.6019631
cafe,,"Porto, Portugal",,,,41.1645376,-8.6021856
clinic,Rua Professor Correia de Araújo,"Porto, Portugal",,,,41.1643168,-8.5988272
restaurant,,"Porto, Portugal",,,,41.1494986,-8.6142423
atm,,"Porto, Portugal",,,,41.1498762,-8.6149188
restaurant,,"Porto, Portugal",,,,41.149876,-8.6143857
restaurant,,"Porto, Portugal",,,,41.1466735,-8.6046887
restaurant,,"Porto, Portugal",,,,41.1466558,-8.6091637
restaurant,Rua do Carvalhido,"Porto, Portugal",,,,41.1691761,-8.6256571
cafe,,"Porto, Portugal",,,,41.1547078,-8.6286949
cafe,,"Porto, Portugal",,,,41.1553017,-8.6025057
cafe,,"Porto, Portugal",,,,41.147525,-8.6008603
restaurant,Largo Doutor Tito Fontes,"Porto, Portugal",,,,41.1527728,-8.6085372
atm,,"Porto, Portugal",,,,41.1498568,-8.6068808
atm,,"Porto, Portugal",,,,41.1493316,-8.6073593
atm,,"Porto, Portugal",,,,41.1492168,-8.6069608
restaurant,,"Porto, Portugal",,,,41.1491459,-8.6069498
cafe,,"Porto, Portugal",,,,41.1490468,-8.6069994
restaurant,,"Porto, Portugal",,,,41.1488182,-8.6071138
restaurant,,"Porto, Portugal",,,,41.1489491,-8.6070483
restaurant,,"Porto, Portugal",,,,41.1492925,-8.6074434
restaurant,,"Porto, Portugal",,,,41.1491934,-8.607493
restaurant,,"Porto, Portugal",,,,41.1490957,-8.6075419
restaurant,,"Porto, Portugal",,,,41.1489648,-8.6076074
restaurant,,"Porto, Portugal",,,,41.1488363,-8.6075378
restaurant,,"Porto, Portugal",,,,41.1487641,-8.6072983
cafe,,"Porto, Portugal",,,,41.149316,-8.6073169
cafe,,"Porto, Portugal",,,,41.1489887,-8.6074823
cafe,,"Porto, Portugal",,,,41.1489007,-8.6071632
restaurant,Rua Martires da Liberdade,"Porto, Portugal",,music,,41.1512878,-8.6138824
restaurant,Rua das Oliveiras,"Porto, Portugal",,,,41.14946,-8.6149505
dentist,Avenida do Bessa nº 171,"Porto, Portugal",,,,41.1648428,-8.6422731
restaurant,Avenida das Congostas,"Porto, Portugal",,,,41.178884,-8.6344067
restaurant,,"Porto, Portugal",,,,41.1452805,-8.6132788
cafe,,"Porto, Portugal",,,,41.1440147,-8.6122209
restaurant,Rua de Sousa Viterbo,"Porto, Portugal",,,,41.1422698,-8.6146304
restaurant,,"Porto, Portugal",,,,41.1437543,-8.61261
restaurant,,"Porto, Portugal",,,,41.1446282,-8.6114813
restaurant,,"Porto, Portugal",,,,41.1429353,-8.6149295
restaurant,,"Porto, Portugal",,,,41.1613163,-8.58949
atm,,"Porto, Portugal",,,,41.1537591,-8.6134956
restaurant,Rua das Virtudes,"Porto, Portugal",,,,41.1428417,-8.6182827
restaurant,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.1423583,-8.6156942
restaurant,Rua de O Comércio do Porto,"Porto, Portugal",,,,41.142414,-8.6158054
restaurant,Estrada da Circunvalação,"Porto, Portugal",,,,41.1711932,-8.6821377
restaurant,Rua dos Caldeireiros,"Porto, Portugal",,,,41.1448375,-8.6152708
restaurant,Rua das Flores,"Porto, Portugal",,,,41.1445701,-8.6125191
restaurant,Rua das Flores,"Porto, Portugal",,,,41.1441717,-8.6131234
restaurant,Rua das Oliveiras,"Porto, Portugal",,,,41.1497661,-8.6147155
restaurant,Rua dos Mártires da Liberdade,"Porto, Portugal",,,,41.1502152,-8.6145991
atm,,"Porto, Portugal",,,,41.1654208,-8.5886159
cafe,Avenida de Fernão de Magalhães,"Porto, Portugal",,,,41.1603216,-8.5921805
restaurant,Avenida de Fernão de Magalhães,"Porto, Portugal",,,,41.1598985,-8.5924583
place_of_worship,Rua de Latino Coelho,"Porto, Portugal",,,,41.1596764,-8.6015619
marketplace,,"Porto, Portugal",,,,41.1419487,-8.6149089
cafe,,"Porto, Portugal",,,,41.1783193,-8.6306923
restaurant,Rua dos Caldeireiros,"Porto, Portugal",,,,41.145317,-8.6130029
atm,,"Porto, Portugal",,,,41.1803019,-8.6353157
cafe,Rua do Bonjardim,"Porto, Portugal",,,,41.1503252,-8.6090703
cafe,Rua de Guilherme da Costa Carvalho,"Porto, Portugal",,,,41.1490327,-8.6096314
cafe,Rua do Bonjardim,"Porto, Portugal",,,,41.1506189,-8.6087472
cafe,,"Porto, Portugal",,,,41.1497085,-8.6121872
atm,,"Porto, Portugal",,,,41.1490558,-8.6120702
pharmacy,Rua do Bonjardim,"Porto, Portugal",,,,41.1509826,-8.6085083
cafe,,"Porto, Portugal",,,,41.1511854,-8.608561
cafe,,"Porto, Portugal",,,,41.1487617,-8.6041266
restaurant,,"Porto, Portugal",,,,41.1454537,-8.6045327
cafe,Rua de Santa Catarina,"Porto, Portugal",,,,41.1547174,-8.6047747
atm,,"Porto, Portugal",,,,41.1814838,-8.6067304
restaurant,,"Porto, Portugal",,,,41.1634301,-8.5847394
restaurant,,"Porto, Portugal",,,,41.1637876,-8.5845515
restaurant,Rua do Bonjardim,"Porto, Portugal",,,,41.1574073,-8.607207
restaurant,,"Porto, Portugal",,,,41.1490665,-8.6054148
restaurant,,"Porto, Portugal",,,,41.1489772,-8.6054091
restaurant,,"Porto, Portugal",,,,41.1489813,-8.60514
restaurant,,"Porto, Portugal",,,,41.148983,-8.6050262
restaurant,,"Porto, Portugal",,,,41.1489858,-8.6048493
restaurant,Rua da Constituição,"Porto, Portugal",,,,41.1620133,-8.606447
cafe,Rua de Cimo de Vila,"Porto, Portugal",,,,41.1445615,-8.6087011
clinic,Alameda Professor Hernâni Monteiro,"Porto, Portugal",,,,41.1831415,-8.6014062
restaurant,,"Porto, Portugal",,,,41.1560908,-8.621341
cafe,Travessa de Alferes Malheiro,"Porto, Portugal",,,,41.1525487,-8.6087849
cafe,Praça Guilherme Gomes Fernandes,"Porto, Portugal",,,,41.1476156,-8.6145412
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1492258,-8.6130578
restaurant,,"Porto, Portugal",,,,41.1461367,-8.6047843
restaurant,,"Porto, Portugal",,,,41.1460955,-8.6046406
cafe,,"Porto, Portugal",,,,41.1771619,-8.6092793
cafe,,"Porto, Portugal",,,,41.1770983,-8.6088959
restaurant,,"Porto, Portugal",,,,41.1771417,-8.6093822
restaurant,Rua de Passos Manuel,"Porto, Portugal",,,,41.146719,-8.6059984
restaurant,Rua de Passos Manuel,"Porto, Portugal",,,,41.1465948,-8.6058126
cafe,Rua do Alferes Malheiro,"Porto, Portugal",,,,41.1522882,-8.6107157
post_office,,"Porto, Portugal",,,,41.1510666,-8.6109936
cafe,,"Porto, Portugal",,,,41.1524305,-8.6096073
restaurant,,"Porto, Portugal",,,,41.159225,-8.6060265
atm,,"Porto, Portugal",,,,41.1471994,-8.6094883
atm,,"Porto, Portugal",,,,41.1466195,-8.6095908
restaurant,Rua Doutor Emílio Peres,"Porto, Portugal",,,,41.1576447,-8.6234959
restaurant,,"Porto, Portugal",,,,41.1456608,-8.6129113
pharmacy,Rua Formosa,"Porto, Portugal",,,,41.1486004,-8.6075309
restaurant,Rua Ateneu Comercial do Porto,"Porto, Portugal",,,,41.1482108,-8.607609
restaurant,Rua Doutor António E. Magalhães,"Porto, Portugal",,,,41.1482772,-8.6079651
bank,Rua de Sá da Bandeira,"Porto, Portugal",,,,41.1481182,-8.6080818
restaurant,Rua do Ateneu Comercial do Porto,"Porto, Portugal",,,,41.147636,-8.6080013
restaurant,Rua Ateneu Comercial do Porto,"Porto, Portugal",,,,41.148101,-8.6079939
bank,,"Porto, Portugal",,,,41.1477521,-8.6082783
atm,,"Porto, Portugal",,,,41.1480643,-8.6095878
atm,,"Porto, Portugal",,,,41.1480672,-8.6096115
restaurant,Rua de Miguel Bombarda,"Porto, Portugal",,,,41.1501853,-8.6173453
restaurant,Rua do Campo Alegre,"Porto, Portugal",,,,41.1527965,-8.6368308
clinic,Rua Direita das Campinas,"Porto, Portugal",,,,41.1675748,-8.6519907
cafe,Rua de Cedofeita,"Porto, Portugal",,,,41.1555605,-8.6190981
cafe,,"Porto, Portugal",,,,41.1478679,-8.6018984
restaurant,Rua dos Caldeireiros,"Porto, Portugal",,,,41.1451682,-8.6125858
restaurant,,"Porto, Portugal",,,,41.1461341,-8.6054838
cafe,Rua de João Regras,"Porto, Portugal",,,,41.1552483,-8.6082899
restaurant,Rua de João Regras,"Porto, Portugal",,,,41.1552562,-8.6082216
restaurant,,"Porto, Portugal",,,,41.1841825,-8.6038749
atm,,"Porto, Portugal",,,,41.1492644,-8.60455
clinic,,"Porto, Portugal",,,,41.1474766,-8.6080825
atm,,"Porto, Portugal",,,,41.1469179,-8.6072899
cafe,,"Porto, Portugal",,,,41.1469083,-8.6072384
cafe,,"Porto, Portugal",,,,41.1600685,-8.6043853
restaurant,Rua de Sampaio Bruno,"Porto, Portugal",,,,41.1467813,-8.6106258
cafe,,"Porto, Portugal",,,,41.152103,-8.6118589
dentist,,"Porto, Portugal",,,,41.1597362,-8.6308655
restaurant,Campo dos Mártires da Pátria,"Porto, Portugal",,,,41.1452862,-8.6153751
restaurant,Rua de Cedofeita,"Porto, Portugal",,,,41.1525642,-8.6182224
hospital,Rua da Trindade,"Porto, Portugal",,,,41.1515898,-8.6098672
post_office,,"Porto, Portugal",,,,41.1531517,-8.603404
restaurant,Cais das Pedras,"Porto, Portugal",,,,41.1457963,-8.6305043
restaurant,,"Porto, Portugal",,,,41.1849656,-8.6041634
restaurant,,"Porto, Portugal",,,,41.1753718,-8.6138655
pharmacy,,"Porto, Portugal",,,,41.147053,-8.6018861
cafe,Rua do Almada,"Porto, Portugal",,,,41.1463253,-8.6122644
restaurant,,"Porto, Portugal",,,,41.1537596,-8.6267141
cafe,,"Porto, Portugal",,,,41.1729855,-8.6375848
pharmacy,Estrada Exterior da Circunvalação,"Porto, Portugal",,,,41.1849586,-8.6086019
atm,,"Porto, Portugal",,,,41.1849888,-8.6086142
restaurant,Estrada Exterior da Circunvalação,"Porto, Portugal",,,,41.184945,-8.6081455
bank,,"Porto, Portugal",,,,41.1479828,-8.609589
restaurant,Rua do Bonfim,"Porto, Portugal",,,,41.1486356,-8.5980823
restaurant,,"Porto, Portugal",,,,41.1792157,-8.6294121
restaurant,Rua do Doutor Sousa Rosa,"Porto, Portugal",,,,41.1554803,-8.6769561
cafe,,"Porto, Portugal",,,,41.1768222,-8.6077277
clinic,Praça de Francisco Sá Carneiro,"Porto, Portugal",,,,41.1631477,-8.5910014
clinic,,"Porto, Portugal",,,,41.1814554,-8.6477165
restaurant,Passeio de São Lázaro,"Porto, Portugal",,,,41.1457687,-8.6033526
pharmacy,,"Porto, Portugal",,,,41.1780869,-8.6241586
restaurant,,"Porto, Portugal",,,,41.1516584,-8.6775351
restaurant,,"Porto, Portugal",,,,41.1834299,-8.613598
clinic,Rua da Venezuela,"Porto, Portugal",,,,41.1572314,-8.6438246
dentist,Rua da Venezuela,"Porto, Portugal",,,,41.1574374,-8.6445568
dentist,,"Porto, Portugal",,,,41.1572274,-8.6451335
clinic,Rua da Venezuela,"Porto, Portugal",,,,41.1571365,-8.6433311
post_office,Alameda Dr. António Macedo,"Porto, Portugal",,,,41.1723701,-8.6343117
restaurant,,"Porto, Portugal",,,,41.1501814,-8.6173579
cafe,,"Porto, Portugal",,,,41.1514373,-8.6139579
restaurant,,"Porto, Portugal",,vacant,,41.150015,-8.6140245
restaurant,,"Porto, Portugal",,,,41.1503711,-8.6119724
restaurant,,"Porto, Portugal",,,,41.1505435,-8.6112222
restaurant,,"Porto, Portugal",,,,41.150401,-8.6118158
restaurant,,"Porto, Portugal",,,,41.1501683,-8.6120137
dentist,,"Porto, Portugal",,,,41.1509274,-8.6110568
atm,,"Porto, Portugal",,,,41.1426618,-8.61627
restaurant,,"Porto, Portugal",,,,41.1427006,-8.6172329
cafe,,"Porto, Portugal",,,,41.1508294,-8.6066408
restaurant,,"Porto, Portugal",,,,41.1489328,-8.614387
restaurant,,"Porto, Portugal",,,,41.1498483,-8.6146954
restaurant,,"Porto, Portugal",,,,41.1497087,-8.6147223
bank,,"Porto, Portugal",,,,41.1835937,-8.6008287
pharmacy,,"Porto, Portugal",,,,41.18374,-8.6008175
dentist,,"Porto, Portugal",,,,41.1834982,-8.6004558
bank,,"Porto, Portugal",,,,41.1837318,-8.601433
cafe,,"Porto, Portugal",,,,41.1829075,-8.6009807
restaurant,,"Porto, Portugal",,,,41.1473248,-8.615013
cafe,Praça Guilherme Gomes Fernandes,"Porto, Portugal",,,,41.1477394,-8.6149534
restaurant,,"Porto, Portugal",,,,41.1479047,-8.614393
atm,,"Porto, Portugal",,,,41.1474917,-8.6146615
restaurant,Rua da Fábrica,"Porto, Portugal",,,,41.1475175,-8.6135892
atm,,"Porto, Portugal",,,,41.1466208,-8.6145474
restaurant,,"Porto, Portugal",,,,41.1473853,-8.6135015
atm,,"Porto, Portugal",,,,41.1473615,-8.613498
restaurant,Rua do Conde de Vizela,"Porto, Portugal",,,,41.1472895,-8.6135463
restaurant,Rua do Conde de Vizela,"Porto, Portugal",,,,41.1461843,-8.6135013
restaurant,,"Porto, Portugal",,,,41.1464607,-8.6135151
restaurant,,"Porto, Portugal",,,,41.145019,-8.6146702
restaurant,,"Porto, Portugal",,,,41.1474035,-8.6130627
restaurant,,"Porto, Portugal",,,,41.1474171,-8.6122338
atm,,"Porto, Portugal",,,,41.1477161,-8.6121226
cafe,,"Porto, Portugal",,,,41.1478514,-8.6117691
restaurant,,"Porto, Portugal",,,,41.1480323,-8.6132367
restaurant,Rua de Ceuta,"Porto, Portugal",,,,41.1481789,-8.6135565
cafe,,"Porto, Portugal",,,,41.1483847,-8.6134717
restaurant,,"Porto, Portugal",,,,41.1482068,-8.6140871
restaurant,,"Porto, Portugal",,,,41.1484324,-8.6141228
restaurant,Rua de Ceuta,"Porto, Portugal",,,,41.148429,-8.6140239
restaurant,,"Porto, Portugal",,,,41.1483043,-8.6123633
restaurant,,"Porto, Portugal",,,,41.1483027,-8.6120818
restaurant,,"Porto, Portugal",,,,41.1485403,-8.6122101
restaurant,Rua do Almada,"Porto, Portugal",,,,41.1488303,-8.6122052
restaurant,,"Porto, Portugal",,,,41.1490081,-8.6122022
restaurant,,"Porto, Portugal",,,,41.1499642,-8.6114598
post_office,,"Porto, Portugal",,,,41.1502928,-8.6101215
bank,,"Porto, Portugal",,,,41.1503501,-8.6100726
atm,,"Porto, Portugal",,,,41.1491976,-8.6120671
restaurant,,"Porto, Portugal",,,,41.1495985,-8.6120293
restaurant,,"Porto, Portugal",,,,41.149689,-8.6120268
atm,,"Porto, Portugal",,,,41.1500065,-8.6121604
restaurant,,"Porto, Portugal",,,,41.1500092,-8.6121883
restaurant,,"Porto, Portugal",,,,41.1497969,-8.6129018
restaurant,,"Porto, Portugal",,,,41.1496904,-8.6129021
restaurant,,"Porto, Portugal",,,,41.149637,-8.6129022
restaurant,,"Porto, Portugal",,,,41.1496388,-8.6130567
restaurant,,"Porto, Portugal",,,,41.149588,-8.6130569
restaurant,,"Porto, Portugal",,,,41.1495481,-8.613057
restaurant,,"Porto, Portugal",,,,41.1495899,-8.6129023
restaurant,,"Porto, Portugal",,,,41.1493427,-8.6129029
restaurant,,"Porto, Portugal",,,,41.1490974,-8.6129035
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1489774,-8.612897
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1488139,-8.6130589
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1486663,-8.6130593
restaurant,Rua da Picaria,"Porto, Portugal",,,,41.1488138,-8.6129042
restaurant,,"Porto, Portugal",,,,41.1488645,-8.6129041
atm,,"Porto, Portugal",,,,41.1499312,-8.6132986
restaurant,,"Porto, Portugal",,,,41.1500432,-8.6134332
atm,,"Porto, Portugal",,,,41.1500263,-8.6134757
bank,,"Porto, Portugal",,,,41.1493621,-8.6140403
